gene,P_rep1,P_rep2,P_rep3,7dCI_rep1,7dCI_rep2,7dCI_rep3,,,,,
PARP1,9442.831418,7273.755573,8501.376255,5077.489698,5470.31751,4458.963325,,,,,
IRAK1,9097.176006,7435.040599,10524.66711,6507.987359,4494.359118,4947.272826,,,,,
ZDHHC18,1697.778051,1501.344567,1827.784428,1086.164033,875.1800799,955.6914511,,,,,
DOCK10,7367.204559,4714.102469,3773.102046,3030.299506,3306.235858,1862.551952,,,,,
TMEM208,477.817775,906.9793768,983.2654624,354.9662579,528.6441291,590.8544957,,,,,
RBBP7,5862.586884,6217.438209,7160.924563,3197.150005,4285.730331,4322.236665,,,,,
USP51,96.58018856,97.5674851,50.45327154,183.2083912,134.371083,103.2425801,,,,,
RASGRP2,13.55511418,11.94703899,48.15994102,67.88525208,60.11337923,157.6542102,,,,,
CTNNAL1,5108.583658,5225.833972,5098.073756,2180.507013,3306.235858,3605.119284,,,,,
HIST2H2AC,42.35973182,8.960279244,42.99994734,13.08631365,8.840202828,6.975850008,,,,,
KPNA4,11074.52829,7786.482663,6873.111582,4770.779222,4915.152772,4451.28989,,,,,
MGC45800,110.1353027,316.5965333,159.3864715,16.35789207,153.8195292,61.38748007,,,,,
TRAP1,3702.240561,3006.67148,3651.555528,2100.353342,2035.014691,1966.492117,,,,,
GNB4,4803.593589,6853.618035,5359.513436,3165.252115,4453.694185,3085.418458,,,,,
WDR18,837.0283008,1553.115069,1711.397904,605.2420065,1122.705759,938.2518261,,,,,
DNAL4,228.7425518,280.7554163,341.1329155,485.0114998,404.8812895,619.4554807,,,,,
SNORA16A,11.86072491,34.84553039,37.83995366,13.08631365,8.840202828,11.85894501,,,,,
MED27,1192.850048,647.1312787,1310.638395,598.6988497,334.1596669,682.2381308,,,,,
NDRG2,16.94389273,11.94703899,17.19997893,37.62315176,17.68040566,66.27057508,,,,,
BCL7B,3930.983113,2241.065398,2605.223476,1770.741816,1303.045897,1578.634857,,,,,
GYS1,3975.037234,3279.462203,3242.196029,2291.740679,2169.385774,1658.159547,,,,,
BAHCC1,1067.465242,482.8594926,771.1323889,1329.896625,1258.844883,1231.935111,,,,,
CLUAP1,657.4230379,714.8311664,678.8258353,1148.324023,1133.314003,1234.725451,,,,,
HNRPDL,12599.47863,11213.29168,8285.229853,5672.099075,7452.290984,5427.908891,,,,,
KCNC4,1401.259929,913.9484829,409.9328313,360.6915201,265.2060848,159.7469652,,,,,
TDRKH,32.19339619,80.6425132,85.42656204,22.08315429,51.2731764,37.66959004,,,,,
TPI1,25434.47738,15448.517,36567.72855,11084.10767,8341.615388,17295.92251,,,,,
WHAMMP2,135.5511418,142.3688813,98.61321256,224.9210159,196.2525028,217.6465202,,,,,
AMOT,1116.602531,707.8620603,1130.611949,2461.862756,2080.983746,1173.337971,,,,,
POLR2J,665.8949843,773.5707747,1170.1719,401.5862503,376.5926405,712.9318708,,,,,
CDC14A,199.9379342,232.9672603,181.1731114,90.78630098,121.994799,120.6822051,,,,,
CDC37,8488.890257,7582.387414,8223.309929,4389.640336,4437.781819,5180.266216,,,,,
FAM214B,2489.057842,2662.198522,2162.037352,1469.756602,1711.463267,1201.241371,,,,,
SRA1,1020.022342,1492.384287,1423.584923,690.3030453,776.1698083,897.094311,,,,,
ADCY1,62.6924031,27.87642431,104.9198715,316.5252115,226.3091924,103.2425801,,,,,
OXER1,6.777557092,0,2.866663156,22.08315429,12.37628396,4.883095006,,,,,
CLTB,2555.139024,3366.078236,4017.915079,1706.128143,1792.793133,2512.701173,,,,,
CACNA2D2,8.471946365,20.90731824,8.026656836,32.71578414,33.59277075,29.99615503,,,,,
SPPL3,1699.472441,1259.417027,1200.55853,2601.722733,1920.092054,2060.666092,,,,,
LMOD1,1565.615688,838.2839026,2166.05068,3589.739414,2121.648679,6401.737552,,,,,
ZBTB47,2126.458538,2154.449365,2399.970394,3925.894096,3147.112207,4132.493545,,,,,
CD226,22.02706055,16.92497191,21.78663998,4.089473017,7.072162262,7.673435009,,,,,
FKBP7,974.2738319,826.3368636,707.4924668,1711.853405,1152.762449,1145.434571,,,,,
UBXN2B,640.4791452,803.4383722,490.1993996,798.2651329,1218.17995,1215.890656,,,,,
CCDC39,35.58217473,91.5939656,36.11995576,115.3231391,169.7318943,85.1053701,,,,,
DAAM1,349.0441902,347.4597173,321.0662734,448.2062427,822.138863,608.9917057,,,,,
SLC25A16,650.6454808,1053.330604,783.7457068,426.1230884,602.9018328,495.2853506,,,,,
SIAH1,99.9689671,222.0158079,174.8664525,245.368381,245.7576386,397.6234505,,,,,
SNORD88A,6.777557092,6.969106079,1.719997893,0,0,0,,,,,
TNFSF12,471.0402179,246.9054725,383.5595302,820.3482872,443.7781819,540.6283756,,,,,
GABARAPL1,2743.216233,1555.106242,2187.263988,3238.862629,3343.364709,7488.574983,,,,,
RWDD2A,166.0501487,213.0555287,171.4264567,284.627322,289.9586527,375.3007304,,,,,
USP27X,186.38282,123.4527362,115.2398589,273.9946921,194.4844622,221.1344453,,,,,
CHD2,4313.915089,3056.450809,2725.049996,5663.920128,6492.244957,4565.69383,,,,,
SERBP1,24038.30062,13061.10038,17021.09915,10190.96676,7878.38876,10887.20911,,,,,
ACAT2,2870.295428,2020.045176,2305.37051,1738.843927,1822.849823,871.981251,,,,,
DPY30,831.945133,1114.061386,1275.091772,592.1556929,583.4533866,761.0652359,,,,,
PALMD,3.388778546,6.969106079,9.746654729,17.99368127,14.14432452,33.48408004,,,,,
RADIL,108.4409135,53.76167546,119.2531873,164.3968153,127.2989207,214.8561802,,,,,
RP2,1513.089621,2078.784785,1604.184702,865.3324904,1292.437653,1034.518556,,,,,
SELRC1,886.1655897,840.2750758,823.3056583,497.2799189,510.9637234,470.1722905,,,,,
C15orf59,115.2184706,102.545418,185.7597725,354.1483633,175.036016,612.4796307,,,,,
LOC100128288,45.74851037,53.76167546,22.93330525,106.3262984,76.02574432,47.43578005,,,,,
FAM177A1,2431.448607,2326.685844,1757.837847,1136.873499,1370.231438,1201.938956,,,,,
MPP7,18.638282,38.82787672,36.69328839,4.089473017,24.75256792,16.74204002,,,,,
RARRES1,5.083167819,23.89407798,33.25329261,37.62315176,132.6030424,244.8523353,,,,,
ACVR2B,184.6884308,130.4218423,145.0531557,296.895741,263.4380443,240.6668253,,,,,
CA8,1.694389273,7.964692661,7.453324205,0,0,0.697585001,,,,,
FAM172A,1099.658638,910.9617231,771.1323889,1548.274484,1405.59225,1490.041562,,,,,
FBF1,401.5702577,415.159605,509.1193765,227.3746997,238.6854763,302.7518903,,,,,
SLC6A6,5789.728146,2097.70093,3648.115532,5554.322252,5509.214402,6730.300088,,,,,
ABHD14B,1382.621647,1194.703899,1065.252029,2243.484897,1844.06631,1826.277532,,,,,
LOC100131366,0,2.986759748,2.293330525,4.089473017,14.14432452,16.74204002,,,,,
PPP1R3G,45.74851037,40.81904989,30.95996208,98.14735241,63.64946036,60.68989507,,,,,
SLC25A39,2809.297415,3179.903545,3212.382732,2033.285984,1833.458066,1679.087097,,,,,
PIF1,271.1022837,436.0669232,657.6125279,266.6336407,298.7988556,268.5702253,,,,,
CTBS,472.7346072,679.985636,485.6127386,913.588272,1080.272786,899.884651,,,,,
SRSF9,1389.399204,2123.586181,2450.996998,921.767218,1288.901572,1546.545947,,,,,
GATA6,44.0541211,74.6689937,120.9731852,137.4062934,148.5154075,212.7634252,,,,,
TSLP,5.083167819,18.91614507,8.599989467,20.44736508,26.52060848,39.76234505,,,,,
FLJ44635,13.55511418,5.973519496,4.013328418,33.53367874,49.50513583,9.766190011,,,,,
MAN2B2,2685.606998,1733.31624,1248.145138,6296.970552,3544.921334,2341.792848,,,,,
AMZ1,55.91484601,126.439496,91.73322098,22.9010489,83.09790658,44.64544005,,,,,
MBNL3,508.3167819,423.1242976,302.7196292,1602.255528,2100.432192,498.7732756,,,,,
DUSP12,1026.799899,1113.065799,1119.718629,541.4462274,590.5255489,747.1135358,,,,,
THBS3,738.753723,977.6660242,2237.717259,3137.443699,2445.200102,6188.974127,,,,,
C7orf73,3487.053124,4244.185602,3297.235962,1760.927081,2469.95267,2322.260468,,,,,
PPM1J,15.24950346,9.955865827,20.63997472,35.98736255,21.21648679,51.62129006,,,,,
SMYD5,1772.331179,1646.700208,1898.877674,1054.266144,1048.448055,1060.329201,,,,,
ZNF192,1138.629591,902.0014439,987.8521235,1660.326045,1741.519957,1702.804987,,,,,
SUMO3,8207.621638,7002.956022,8470.989625,5017.783392,4407.72513,4576.157605,,,,,
MESDC1,1192.850048,510.7359169,1044.612054,565.1651709,259.9019631,422.0389255,,,,,
UTP20,4273.249746,3882.787672,3153.902804,1893.426007,2544.210374,2136.005272,,,,,
POC5,413.4309826,393.2567002,366.3595513,188.1157588,221.0050707,242.7595803,,,,,
PRELP,176.2164844,243.9187128,309.5996208,9898.978385,2057.999218,1626.070637,,,,,
TMEM221,6.777557092,3.982346331,1.719997893,17.17578667,14.14432452,11.16136001,,,,,
NHS,694.6996019,538.6123412,255.1330209,975.7482618,1085.576907,546.2090556,,,,,
SMG9,1821.468468,1453.556411,2313.397167,1238.29243,1014.855285,1132.878041,,,,,
ZCCHC5,110.1353027,65.70871446,232.1997156,41.71262477,53.04121697,56.50438506,,,,,
SLC6A9,772.6415085,436.0669232,1115.131968,1888.518639,1080.272786,3416.073749,,,,,
VWCE,8.471946365,46.79256939,12.61331789,321.4325791,146.7473669,42.55268505,,,,,
RFT1,1645.251984,1301.231664,1542.83811,823.6198656,680.6956177,988.4779461,,,,,
KHSRP,10718.70654,6196.53089,8605.149461,5219.803359,4761.333243,4666.14607,,,,,
DDX55,950.5523821,985.6307168,881.7855867,616.692531,443.7781819,511.3298056,,,,,
HSPA13,2790.659133,4285.004652,2523.23691,1754.383924,2425.751656,1674.901587,,,,,
MOAP1,359.2105259,430.0934037,398.4661786,622.4177932,528.6441291,816.8720359,,,,,
NSUN5,560.8428493,506.7535706,934.5321888,292.806268,228.077233,513.4225606,,,,,
RTEL1,25.41583909,56.74843521,67.65325048,15.53999746,35.36081131,30.69374003,,,,,
SEMA3F,294.8237335,344.4729576,852.5456225,902.1377475,1090.881029,1906.499807,,,,,
SMG7,6430.207291,3698.604155,3942.808504,2760.394286,2690.957741,2337.607338,,,,,
TSPAN32,3.388778546,0.995586583,4.586661049,13.90420826,14.14432452,14.64928502,,,,,
ZNF415,130.467974,266.8172042,189.1997683,336.154682,464.9946687,334.1432154,,,,,
OLFM2,93.19141001,182.1923446,287.8129808,503.0051811,862.803796,2358.534888,,,,,
POLR2K,1650.335152,1795.042609,1396.064957,751.6451405,922.9171752,1058.934031,,,,,
MIB2,343.9610224,468.9212804,846.2389636,1074.713509,802.6904168,1587.703462,,,,,
EZH1,1147.101538,1211.628871,1245.851807,2217.31227,1833.458066,2046.714392,,,,,
B9D1,133.8567526,173.2320654,272.3329998,338.6083658,408.4173706,411.5751505,,,,,
FABP3,138.9399204,62.72195471,190.3464335,8326.167063,2029.710569,708.0487758,,,,,
GLI2,2741.521844,1659.642833,2237.143927,1027.275622,1108.561435,1537.477342,,,,,
LOC148696,1.694389273,1.991173165,1.146665262,8.996840637,12.37628396,9.06860501,,,,,
TIMP4,33.88778546,42.81022305,51.5999368,117.7768229,90.17006884,69.06091508,,,,,
HRC,3.388778546,0.995586583,0.573332631,20.44736508,0,12.55653001,,,,,
TTC14,791.2797905,1287.293451,698.3191447,1526.19133,1814.00962,1418.887892,,,,,
GRIK4,0,0,2.293330525,8.996840637,7.072162262,10.46377501,,,,,
MRPL53,1099.658638,935.8513877,1025.692077,642.8651583,473.8348716,592.9472507,,,,,
LOC645212,155.8838131,176.2188251,139.3198294,258.4546947,226.3091924,306.2398153,,,,,
ZNF788,447.3187681,472.9036268,542.3726691,280.537849,364.2163565,269.9653953,,,,,
PPP1CA,5320.382317,4926.162411,6848.458279,3246.223681,3239.050316,3908.568759,,,,,
ADCY3,2899.100046,2030.001042,3157.916132,4059.210917,3177.168896,5801.116867,,,,,
NSFL1C,3393.861714,3188.863824,3656.142189,1840.262858,1890.035365,2285.986048,,,,,
ZNF295,1965.491557,1787.077916,1202.85186,1199.033489,1218.17995,512.7249756,,,,,
SOLH,1423.286989,1293.266971,2047.370826,943.8503723,942.3656214,1073.583316,,,,,
PAQR8,303.2956799,374.3405551,200.6664209,602.7883227,567.5410215,329.9577054,,,,,
GLOD4,1912.965489,2114.625902,2231.983933,1203.940856,1265.917045,1305.879121,,,,,
HLA-H,0,0,2.293330525,8.178946034,3.536081131,13.25411502,,,,,
MYEOV,25.41583909,7.964692661,13.18665052,6.543156827,1.768040566,1.395170002,,,,,
ZNF251,586.2586884,573.4578716,547.5326627,1022.368254,875.1800799,951.5059411,,,,,
PCYT1B,22.02706055,9.955865827,11.46665262,40.89473017,17.68040566,32.78649504,,,,,
BMPER,2558.527802,2607.44126,2794.996577,1851.713382,1699.086983,1330.992182,,,,,
CDKL3,52.52606746,74.6689937,42.4266147,112.8694553,95.47419054,101.8474101,,,,,
FUK,77.94190656,171.2408922,169.1331262,235.5536458,245.7576386,317.4011754,,,,,
NICN1,288.0461764,314.6053601,352.5995682,612.6030579,449.0823036,583.1810607,,,,,
ZEB2,6918.191401,4793.749396,4733.434203,10051.10678,9020.542965,7466.252263,,,,,
MRPL46,674.3669306,851.2265282,933.3855235,408.9473017,415.4895329,613.8748007,,,,,
ZSCAN2,203.3267128,164.2717861,219.5863977,381.1388852,208.6287867,382.9741654,,,,,
TFAM,804.8349046,1131.981944,837.6389741,462.1104509,739.0409564,527.3742606,,,,,
PLXNB2,11326.99229,9524.776836,10780.37346,17078.45721,17167.67389,18513.20834,,,,,
ITGA8,242.297666,71.68223395,83.70656415,195.4768102,178.5720971,292.2881153,,,,,
CSPG4,12296.18295,7151.298423,8627.509433,7322.610384,6067.915221,1578.634857,,,,,
KLHL5,3239.67229,2504.895842,2144.26404,4175.35195,3785.374851,4272.70813,,,,,
LOC728989,6.777557092,18.91614507,16.05331367,40.07683557,21.21648679,42.55268505,,,,,
BTBD11,372.76564,135.3997752,83.70656415,36.80525715,22.98452735,16.04445502,,,,,
CCT8,12818.05485,10071.35387,11190.30629,6731.272586,5201.575344,7080.487758,,,,,
FOXE3,13.55511418,8.960279244,2.293330525,1.635789207,0,0,,,,,
GAPDH,202962.4191,158056.3391,259028.2428,132699.3099,114927.9409,132820.1842,,,,,
HOMER1,374.4600293,340.4906113,204.1064167,131.6810311,162.659732,175.0938352,,,,,
KIF26A,88.10824219,31.85877065,91.73322098,714.8398834,277.5823688,163.2348902,,,,,
PPP6R1,6765.696367,4590.649733,5719.566328,3897.267785,2865.993757,2971.712103,,,,,
REP15,60.99801383,63.71754129,46.43994312,26.99052191,26.52060848,23.02030503,,,,,
STAR,13.55511418,4.977932913,6.306658943,107.144193,40.66493301,16.74204002,,,,,
TMEM133,37.276564,43.80580964,26.94663366,116.1410337,38.89689244,68.36333008,,,,,
HSP90AB1,57619.40162,44208.02662,51977.18967,30329.16768,28698.83446,30556.31579,,,,,
SPATA9,5.083167819,10.95145241,10.31998736,20.44736508,15.91236509,37.66959004,,,,,
VBP1,1685.917327,3689.643875,2135.664051,1034.636673,1780.416849,1255.653001,,,,,
ZNF767,235.5201089,280.7554163,260.8663472,453.1136103,339.4637886,505.0515406,,,,,
H1F0,8104.263892,7982.61322,9695.054793,4387.186653,5445.564942,5975.513117,,,,,
SNORD65,5.083167819,25.88525115,21.78663998,4.089473017,7.072162262,6.975850008,,,,,
PEX11G,10.16633564,9.955865827,35.54662313,39.25894096,44.20101414,87.1981251,,,,,
RNASEH2C,965.8018856,857.2000477,1307.198399,579.0693792,572.8451432,740.1376858,,,,,
C8orf4,240.6032768,199.1173165,163.9731325,299.3494248,228.077233,399.7162055,,,,,
CRYGS,15.24950346,19.91173165,9.173322098,41.71262477,21.21648679,32.78649504,,,,,
TPPP3,27.11022837,8.960279244,16.6266463,62.15998986,49.50513583,20.22996502,,,,,
NDE1,2106.125866,1415.724121,1959.077601,1266.100846,1363.159276,807.8034309,,,,,
ZMYND15,0,0,0,4.089473017,0,8.371020009,,,,,
WDR60,686.2276555,453.9874817,528.0393533,947.1219507,721.3605507,960.5745461,,,,,
C16orf88,1147.101538,722.795859,798.6523552,493.1904458,397.8091272,527.3742606,,,,,
CDR2,2204.400444,2179.339029,2524.956908,1374.062934,1163.370692,1508.876357,,,,,
FCF1,3595.494037,3424.817844,2573.116849,1616.977631,2462.880508,1687.458117,,,,,
RBM15,633.7015881,499.7844645,593.3992732,363.1452039,413.7214923,276.2436603,,,,,
RBM12,3888.623381,3765.308456,3477.262408,2012.020724,2243.643478,2261.570573,,,,,
RP9P,413.4309826,310.6230138,508.5460438,635.5041068,781.47393,816.1744509,,,,,
BBX,2858.434703,2488.966457,2074.317459,3422.888915,4771.941486,4103.89256,,,,,
ALDH3B1,662.5062057,810.4074783,1760.70451,2159.241753,1925.396176,4144.35249,,,,,
ARPC4,3885.234603,4774.83325,4728.847542,2458.591178,2943.787542,2874.747788,,,,,
EAPP,881.0824219,759.6325626,726.9857763,1194.944016,1138.618124,1453.069557,,,,,
PRKD1,2778.798408,2246.04333,2527.250238,1310.267155,1393.215966,1649.090942,,,,,
EEFSEC,677.7557092,616.2680947,900.7055635,407.3115125,420.7936546,502.2612006,,,,,
YWHAE,34602.81773,29429.53938,29375.84402,18539.21698,20337.77063,16915.0411,,,,,
PRUNE2,2241.677008,1912.521825,2871.823149,4885.284466,4206.168505,3538.848709,,,,,
GRIP2,5.083167819,1.991173165,2.866663156,13.08631365,17.68040566,11.16136001,,,,,
NPAS4,25.41583909,22.8984914,42.99994734,8.178946034,8.840202828,18.83479502,,,,,
ORC5,913.2758181,968.7057449,889.8122435,466.1999239,496.8193989,617.3627257,,,,,
TOMM40L,484.5953321,790.4957466,780.8790436,381.1388852,464.9946687,449.2447405,,,,,
TBC1D16,726.8929981,592.3740167,1129.465283,1499.200808,1347.246911,1596.772067,,,,,
KRT34,2499.224178,1376.896244,8052.456804,482.557816,167.9638537,846.170606,,,,,
MRPS2,2124.764148,1704.44423,2206.757297,1288.184,894.6285262,1261.233681,,,,,
C14orf142,310.0732369,481.863906,331.3862608,229.8283836,222.7731113,197.4165552,,,,,
PALLD,10666.18047,10801.11884,12576.6246,17168.42562,20857.57455,21330.75415,,,,,
POLH,2788.964743,2915.077514,3173.396113,1702.03867,2549.514495,1593.981727,,,,,
OSGEPL1,296.5181228,503.7668108,335.9729219,193.841021,293.4947339,209.9730852,,,,,
PIGV,377.8488079,432.0845769,490.1993996,829.3451278,700.144064,756.8797259,,,,,
CCDC102B,184.6884308,32.85435723,28.66663156,748.3735621,330.6235858,100.4522401,,,,,
MFI2,66.08118164,112.5012838,174.8664525,332.065209,176.8040566,223.2272003,,,,,
MGC23284,64.38679237,113.4968704,49.30660628,167.6683937,176.8040566,89.9884651,,,,,
SF3B3,13612.72342,10371.02543,12296.83827,7546.713506,9130.16148,6041.783692,,,,,
LOC100506124,27.11022837,28.8720109,10.89331999,46.61999239,53.04121697,37.66959004,,,,,
SDHB,2272.176015,3124.150696,3434.835793,1593.258687,1783.952931,2112.984967,,,,,
SLC9A5,147.4118667,174.227652,170.8531241,350.0588903,270.5102065,260.1992053,,,,,
ZNF292,1404.648707,1430.657919,847.3856288,1919.598634,2781.12781,1561.892817,,,,,
UBA2,6159.105007,5833.141788,6214.925722,3231.501578,3233.746194,4124.122525,,,,,
LOC401397,894.6375361,1437.627025,1019.385418,659.2230503,765.5615649,626.4313307,,,,,
C8orf34,5.083167819,17.92055849,33.25329261,62.97788446,72.48966319,234.3885603,,,,,
STAT4,28.80461764,16.92497191,23.50663788,67.06735748,38.89689244,39.76234505,,,,,
TAGLN3,37.276564,25.88525115,4.013328418,1.635789207,3.536081131,3.487925004,,,,,
PSMD7,5893.085891,4651.380514,4923.207304,2416.060658,2602.555712,3635.115439,,,,,
SSX2IP,7785.718709,6859.591555,3520.835688,3879.274104,3569.673902,1111.252906,,,,,
ARRB1,623.5352524,202.1040763,292.9729745,2991.040565,1143.922246,677.3550358,,,,,
TBC1D1,5100.111712,4390.53683,4605.007693,3415.527864,2231.267194,2410.156178,,,,,
NPAS3,8.471946365,0.995586583,0.573332631,24.5368381,8.840202828,5.580680006,,,,,
GTF3A,3405.722439,3393.95466,3794.315353,2159.241753,1987.277596,2194.602412,,,,,
ZNF155,259.2415588,212.0599421,240.7997051,381.1388852,320.0153424,468.0795355,,,,,
ABCC9,723.5042195,830.3192099,725.2657784,1053.448249,1684.942659,1330.992182,,,,,
BHMT2,359.2105259,154.3159203,174.8664525,745.9198783,357.1441942,326.4697804,,,,,
ICA1L,232.1313304,306.6406675,233.9197135,392.5894096,403.1132489,501.5636156,,,,,
SYT7,3.388778546,3.982346331,6.879991574,249.457854,61.88141979,25.81064503,,,,,
DANCR,815.0012403,924.8999353,904.7188919,532.4493868,482.6750744,537.8380356,,,,,
HLA-F,5.083167819,4.977932913,10.31998736,25.35473271,22.98452735,21.62513502,,,,,
CCBL1,227.0481626,280.7554163,357.7595618,216.7420699,183.8762188,140.2145852,,,,,
GSTO1,2870.295428,7097.536748,6359.405545,2514.208011,3794.215054,3402.122049,,,,,
ZNF821,144.0230882,111.5056973,156.5198083,233.9178566,167.9638537,295.7760403,,,,,
CDH4,2561.916581,920.917589,1272.225109,626.5072662,617.0461574,407.3896405,,,,,
CD248,33396.41257,15545.0889,21031.56091,45483.93679,29289.36001,31010.44363,,,,,
TACR1,157.5782024,79.64692661,8.026656836,9.814735241,7.072162262,1.395170002,,,,,
TMEM92,20.33267128,9.955865827,12.61331789,40.89473017,12.37628396,35.57683504,,,,,
BMS1,5511.848305,4225.269457,3475.54241,2591.907998,2570.730982,2252.501968,,,,,
SLC16A1,4041.118416,4276.044373,3528.862345,1788.735498,2370.942398,2703.141878,,,,,
CASP9,252.4640017,195.1349702,236.213044,359.8736255,339.4637886,445.0592305,,,,,
NHLRC2,1514.78401,1521.256298,1000.465441,691.1209399,1126.24184,640.3830307,,,,,
SLAIN2,6938.524073,4878.374255,3534.595671,2984.497408,3173.632815,2277.615028,,,,,
FAM69A,1240.292948,1822.919033,1407.531609,2093.810185,2545.978414,2896.372923,,,,,
AMIGO3,176.2164844,170.2453056,206.9730798,125.1378743,84.86594715,96.26673011,,,,,
GPR37,42.35973182,46.79256939,55.03993259,32.71578414,15.91236509,16.74204002,,,,,
ZNF587B,291.4349549,367.371449,282.0796545,144.7673448,206.8607462,193.2310452,,,,,
KLF3,1989.213006,1942.389423,1589.851386,3121.903701,3210.761667,2765.924528,,,,,
FAM113B,111.829692,86.61603269,88.2932252,306.7104763,114.9226368,164.6300602,,,,,
PLEKHJ1,904.8038717,1429.662333,1844.984407,637.139896,809.762579,1127.297361,,,,,
RAPGEF3,111.829692,106.5277643,118.106522,274.8125867,261.6700037,124.8677151,,,,,
TOX,545.5933459,332.5259186,245.3863661,777.8177678,1048.448055,440.1761355,,,,,
PSTPIP2,521.8718961,474.8947999,638.1192185,297.7136356,297.030815,372.5103904,,,,,
STARD3NL,1641.863205,1960.309981,1996.344222,1045.269303,1207.571706,1201.241371,,,,,
RCC2,4091.950094,3106.230138,3982.941789,2195.229116,1730.911714,2458.289543,,,,,
VAMP4,1252.153673,1470.481383,874.3322625,2726.860608,3415.854373,1386.798982,,,,,
C14orf79,189.7715986,222.0158079,181.1731114,303.4388979,297.030815,389.2524304,,,,,
MRPL50,792.9741797,1011.515968,577.9192922,433.4841398,632.9585225,374.6031454,,,,,
LOC100289495,20.33267128,13.93821216,22.93330525,27.80841652,47.73709527,96.96431511,,,,,
ALAS1,2833.018864,2719.942544,2824.236541,1881.975482,1295.973735,1628.163392,,,,,
FAM149A,81.3306851,56.74843521,57.90659575,183.2083912,81.32986601,96.96431511,,,,,
FAM98B,1387.704815,1503.33574,1087.612001,655.9514719,1055.520218,721.3028908,,,,,
NBLA00301,1.694389273,5.973519496,0.573332631,18.81157588,14.14432452,4.185510005,,,,,
SRF,3790.348804,3276.475444,3890.061902,1963.764943,1757.432322,2576.878993,,,,,
C7orf60,249.0752231,541.599101,353.7462334,489.9188674,827.4429847,762.4604059,,,,,
LOC100287482,0,1.991173165,1.719997893,12.26841905,5.304121697,9.766190011,,,,,
LOC283143,13.55511418,32.85435723,33.25329261,42.53051938,56.5772981,81.61744509,,,,,
HAUS1,925.136543,1283.311105,1216.611843,647.7725259,776.1698083,718.5125508,,,,,
WDR27,103.3577456,265.8216176,257.999684,288.716795,397.8091272,537.1404506,,,,,
BTN3A2,1397.87115,660.0739043,625.5059006,2777.570073,1681.406578,1061.026786,,,,,
IQCC,235.5201089,196.1305568,244.8130335,126.7736635,150.2834481,122.0773751,,,,,
FEZ2,9205.61692,5750.508101,4725.980879,3431.885756,2696.261862,3438.396469,,,,,
SPG20,4352.886042,3825.043651,2754.28996,5519.970678,5447.332982,5819.254077,,,,,
LOC100506233,89.80263147,258.8525115,196.6530925,62.97788446,139.6752047,90.6860501,,,,,
IGFBP2,850.583415,308.6318406,331.3862608,5112.659166,1059.056299,1542.360437,,,,,
PCDHB6,13.55511418,4.977932913,9.173322098,23.7189435,8.840202828,32.78649504,,,,,
TCF4,6021.859476,5229.816319,3408.462492,9109.710093,9064.743979,5370.706921,,,,,
FAM134B,11.86072491,10.95145241,9.173322098,287.8989004,86.63398771,32.08891004,,,,,
CPA3,0,0,0.573332631,0,7.072162262,11.85894501,,,,,
FLJ35390,30.49900691,10.95145241,10.31998736,115.3231391,31.82473018,37.66959004,,,,,
NFYA,2870.295428,2519.829641,2218.797283,1588.35132,1566.483941,1296.112931,,,,,
PEAK1,10994.89199,9942.923201,8750.202617,12479.43586,18421.21465,17866.54704,,,,,
SDCBP,4637.54344,6606.712563,5194.966971,11634.55073,9538.578851,7071.419153,,,,,
SYPL2,47.44289964,266.8172042,100.3332105,297.7136356,742.5770375,371.8128054,,,,,
PTPRM,3802.209528,2780.673325,3530.00901,5808.687473,4305.178777,5923.891827,,,,,
FKBP10,12877.35847,13547.94222,13922.23628,22859.33627,19955.87386,23658.5953,,,,,
USP12,2971.958785,2650.251483,1659.797967,1459.123972,1485.154075,1131.482871,,,,,
C12orf45,259.2415588,292.7024553,232.7730482,116.1410337,134.371083,174.3962502,,,,,
ZMAT3,1790.969461,3538.314715,1430.464915,4414.177175,5700.162783,2998.220333,,,,,
HMGB1,34975.58337,9874.227727,30618.25583,10065.01099,4393.580805,10783.26894,,,,,
SALL4,0,5.973519496,19.49330946,16.35789207,42.43297357,55.80680006,,,,,
TMEM117,262.6303373,339.4950247,245.3863661,428.5767722,367.7524376,558.0680006,,,,,
PLS3,9934.204307,15329.04661,9872.214576,5889.659039,7926.125855,7446.719883,,,,,
GFM1,2111.209034,3034.547904,2279.570541,1238.29243,1709.695227,1603.050332,,,,,
DHX40,1765.553622,1723.360375,2031.890845,2584.546947,2827.096864,3784.398629,,,,,
AATF,4373.218713,2508.878188,3055.289591,1980.940729,1693.782862,1861.854367,,,,,
TRIB2,798.0573476,751.6678699,1078.438679,1338.075571,1242.932518,1872.318142,,,,,
INHA,6.777557092,5.973519496,4.586661049,22.9010489,12.37628396,16.74204002,,,,,
RAB26,13.55511418,11.94703899,16.05331367,52.34525462,37.12885188,19.53238002,,,,,
DLL3,16.94389273,9.955865827,20.63997472,3.271578414,5.304121697,5.580680006,,,,,
SFRP2,64.38679237,371.3537953,770.5590563,1993.209148,3428.230657,13687.3153,,,,,
ADORA2A,83.02507437,47.78815597,95.17321677,51.52736001,33.59277075,31.39132504,,,,,
USMG5,1828.246026,1944.380596,1949.330946,1219.480854,1014.855285,1144.039401,,,,,
C5orf38,40.66534255,27.87642431,95.17321677,112.0515607,125.5308802,284.6146803,,,,,
