gene,P_rep1,P_rep2,P_rep3,7dCI_rep1,7dCI_rep2,7dCI_rep3,,,,,
IAPP,0,0.995586583,0,0,0,0.697585001,,,,,
IARS,13019.68717,14204.03377,15147.44811,8493.017562,13049.90741,20962.42927,,,,,
IBA57,289.7405657,308.6318406,407.0661681,349.2409956,399.5771678,403.9017155,,,,,
IBTK,3380.3066,4468.192583,2873.543147,3245.405786,4846.19919,3153.084204,,,,,
ICA1,0,0.995586583,1.719997893,0,3.536081131,0.697585001,,,,,
ICK,2380.616928,1665.616353,1581.251397,1616.159736,1955.452865,1495.622242,,,,,
ICOS,0,0.995586583,0,0,0,0,,,,,
IDE,2807.603025,2356.553441,2026.157518,2465.952229,2408.07125,2385.740703,,,,,
IDH2,2216.261169,2112.634728,3975.488464,2008.749146,2480.560913,3968.56107,,,,,
IDO2,0,0.995586583,0,0,0,0,,,,,
IER5L,1238.598559,440.0492695,1354.211675,915.2240612,330.6235858,1188.684841,,,,,
IFI30,137.2455311,473.8992133,246.5330314,269.0873245,493.2833178,244.8523353,,,,,
IFIT1B,0,0.995586583,0.573332631,0,0,0.697585001,,,,,
IFIT5,1611.364199,1856.768977,1045.758719,1447.673448,1577.092184,1271.697456,,,,,
IFITM10,328.711519,166.2629593,131.8665052,221.6494375,162.659732,175.0938352,,,,,
IFITM4P,0,0,0,0,1.768040566,0,,,,,
IFNA1,8.471946365,5.973519496,2.293330525,4.90736762,3.536081131,1.395170002,,,,,
IFNA13,0,1.991173165,0,0,3.536081131,0,,,,,
IFNA21,0,0,1.146665262,0,0,0,,,,,
IFNA5,0,0,0,0,0,0.697585001,,,,,
IFNA8,0,0,0.573332631,1.635789207,0,0.697585001,,,,,
IFNB1,0,0,0.573332631,0,0,0,,,,,
IFNK,1.694389273,0,0,0,0,0,,,,,
IGBP1P1,0,77.65575345,0,0.817894603,102.5463528,2.092755002,,,,,
IGDCC3,0,0,0,0.817894603,0,0.697585001,,,,,
IGF2BP2,8072.070496,3940.531694,3589.635604,5161.732842,3958.642826,3623.954079,,,,,
IGFBP1,1.694389273,1.991173165,1.719997893,1.635789207,0,1.395170002,,,,,
IGFL2,0,0.995586583,0,0,0,0,,,,,
IGFL3,0,0,1.146665262,0,0,0,,,,,
IGFN1,1.694389273,4.977932913,0.573332631,6.543156827,1.768040566,1.395170002,,,,,
IGLL1,0,0,0.573332631,0.817894603,0,0.697585001,,,,,
IGLL3P,0,0,1.719997893,0,0,0,,,,,
IGLON5,1.694389273,1.991173165,1.146665262,4.089473017,1.768040566,0.697585001,,,,,
IGSF11,0,0,1.719997893,0.817894603,0,2.092755002,,,,,
IGSF22,3.388778546,6.969106079,5.15999368,10.63262984,1.768040566,3.487925004,,,,,
IGSF23,0,4.977932913,0.573332631,0.817894603,5.304121697,3.487925004,,,,,
IGSF9,1.694389273,3.982346331,5.733326311,0,3.536081131,12.55653001,,,,,
IHH,0,3.982346331,2.866663156,3.271578414,0,1.395170002,,,,,
IKBKB,1379.232868,1420.702053,1704.517912,1945.771261,1504.602521,1630.256147,,,,,
IKBKG,1496.145728,287.7245224,1867.34438,1230.931378,295.2627744,1310.762216,,,,,
IKZF1,0,2.986759748,0,0,0,1.395170002,,,,,
IKZF3,0,1.991173165,0,0,0,0,,,,,
IKZF5,669.2837628,405.2037391,305.0129598,563.5293817,489.7472367,342.5142354,,,,,
IL10RA,0,0.995586583,0.573332631,0,0,0,,,,,
IL12B,3.388778546,1.991173165,1.146665262,0.817894603,3.536081131,0,,,,,
IL13,0,0,0,0,0,0.697585001,,,,,
IL17B,0,2.986759748,2.866663156,1.635789207,1.768040566,6.278265007,,,,,
IL17C,0,0.995586583,0,0,0,0.697585001,,,,,
IL17RA,3670.047165,1564.066521,2319.703826,3029.481611,1577.092184,2129.029422,,,,,
IL18RAP,0,0,0.573332631,0.817894603,0,0.697585001,,,,,
IL1B,1.694389273,6.969106079,2.293330525,4.90736762,3.536081131,3.487925004,,,,,
IL1R2,5.083167819,0.995586583,4.013328418,3.271578414,1.768040566,2.092755002,,,,,
IL1RAPL2,1.694389273,0,1.146665262,0,0,2.092755002,,,,,
IL1RL1,0,2.986759748,2.866663156,3.271578414,0,0.697585001,,,,,
IL2,0,0.995586583,0,0,0,0,,,,,
IL20,1.694389273,0.995586583,0,0,0,0,,,,,
IL23R,0,0.995586583,0,0,0,0,,,,,
IL24,3.388778546,0,2.866663156,9.814735241,0,0.697585001,,,,,
IL25,0,0.995586583,0,0,0,0.697585001,,,,,
IL27,0,0.995586583,1.146665262,0,1.768040566,0,,,,,
IL28RA,0,0.995586583,1.719997893,3.271578414,1.768040566,1.395170002,,,,,
IL2RA,0,0.995586583,0,0,0,0,,,,,
IL31,0,0.995586583,0,0,0,0,,,,,
IL33,3.388778546,103.5410046,5.733326311,6.543156827,123.7628396,13.95170002,,,,,
IL4,0,1.991173165,0.573332631,0,5.304121697,2.092755002,,,,,
IL5,0,0,0,0,0,0.697585001,,,,,
IL5RA,0,0.995586583,0,0,0,0,,,,,
ILDR2,0,0,2.866663156,3.271578414,0,1.395170002,,,,,
IMPDH2,7292.651431,6804.834292,9118.855498,6691.19575,5952.992584,8562.855885,,,,,
INCA1,199.9379342,179.2055849,192.0664314,187.2978642,187.4122999,162.5373052,,,,,
INE1,23.72144982,71.68223395,44.71994523,46.61999239,61.88141979,32.78649504,,,,,
INGX,0,0,1.146665262,0,0,2.790340003,,,,,
INHBC,8.471946365,1.991173165,4.013328418,0,1.768040566,5.580680006,,,,,
INMT-FAM188B,0,0,0,0.817894603,0,0,,,,,
INO80D,852.2778043,921.9131755,596.839269,687.8493615,1272.989207,647.3588807,,,,,
INPP1,1099.658638,837.288316,824.4523236,962.6619482,731.9687941,800.8275809,,,,,
INPP4B,1408.037486,1379.883004,553.8393217,979.8377349,1909.483811,494.5877656,,,,,
INPP5A,1724.88828,1625.792889,1808.864451,1969.490205,1386.143803,1933.008037,,,,,
INPP5F,1514.78401,1513.291606,1096.211991,1284.094527,1359.623195,1097.998791,,,,,
INPPL1,6245.51886,5714.666984,6167.339113,5713.811699,4565.08074,5552.776606,,,,,
INSC,5.083167819,29.86759748,12.61331789,24.5368381,12.37628396,2.092755002,,,,,
INSL3,0,0,1.146665262,1.635789207,0,1.395170002,,,,,
INSL5,0,0.995586583,0,0,1.768040566,1.395170002,,,,,
INSL6,0,0,0,0,0,0.697585001,,,,,
INSRR,3.388778546,1.991173165,3.439995787,1.635789207,1.768040566,7.673435009,,,,,
INTS6,2167.12388,1795.042609,1537.104784,1922.870213,1875.89104,1283.556401,,,,,
INTS9,550.6765137,531.6432351,614.6125806,536.5388598,523.3400074,581.7858907,,,,,
INVS,1125.074477,751.6678699,772.2790542,1000.2851,866.3398771,750.6014609,,,,,
IP6K1,3183.757444,2689.07936,3691.115479,2855.27006,2461.112467,3439.791639,,,,,
IPO8,3637.853769,3756.348176,2977.316354,3072.01213,3870.240798,2748.484903,,,,,
IPP,669.2837628,618.2592678,568.1726375,477.6504484,613.5100762,764.5531609,,,,,
IPW,123.6904169,497.7932913,166.266463,294.4420572,487.9791961,263.6871303,,,,,
IQCB1,420.2085397,652.1092116,491.3460649,487.4651836,503.8915612,608.2941207,,,,,
IQCF1,0,0,0.573332631,0,0,0,,,,,
IQCF6,0,0.995586583,0,0,0,0,,,,,
IQCG,272.7966729,248.8966457,201.8130862,244.5504864,247.5256792,258.8040353,,,,,
IQCH,42.35973182,50.77491572,43.57327997,35.16946795,61.88141979,65.57299007,,,,,
IQCJ,0,1.991173165,0.573332631,0.817894603,0,0,,,,,
IQGAP2,5.083167819,2.986759748,1.146665262,5.725262224,7.072162262,0.697585001,,,,,
IRF3,752.3088372,896.0279244,1021.678749,965.115632,823.9069035,949.4131861,,,,,
IRF5,0,3.982346331,0.573332631,2.45368381,3.536081131,2.092755002,,,,,
IRF8,0,0,0,0,1.768040566,0.697585001,,,,,
IRGC,0,0,0,0,3.536081131,0,,,,,
IRGM,0,0.995586583,0.573332631,0.817894603,0,0,,,,,
IRS4,1.694389273,0,0.573332631,0,0,0.697585001,,,,,
ISG15,157.5782024,390.2699404,565.3059743,285.4452166,500.35548,564.3462656,,,,,
ISM2,0,1.991173165,2.866663156,0,7.072162262,2.790340003,,,,,
ISPD,115.2184706,95.57631194,57.33326311,98.96524701,102.5463528,65.57299007,,,,,
ISX,0,1.991173165,0,0,0,0,,,,,
ISY1,440.541211,436.0669232,468.9860923,419.5799315,410.1854112,504.3539556,,,,,
ITCH,3834.402925,4213.322418,3703.728797,3165.252115,4457.230266,3697.898089,,,,,
ITGAD,0,1.991173165,0,0,0,0,,,,,
ITGAL,0,0,1.146665262,0.817894603,0,0.697585001,,,,,
ITGB1,152054.4934,95707.72936,97669.50705,105435.6112,100898.539,103144.2206,,,,,
ITGB1BP3,0,0.995586583,0,0.817894603,0,0.697585001,,,,,
ITGB2,5.083167819,0.995586583,2.293330525,1.635789207,1.768040566,2.092755002,,,,,
ITGB5,6425.124123,9200.21561,9967.387792,8134.779725,6683.193338,9754.331066,,,,,
ITGB6,0,0.995586583,0,0,0,0,,,,,
ITIH1,0,0,0,2.45368381,0,0,,,,,
ITIH2,1.694389273,2.986759748,1.146665262,4.089473017,0,2.092755002,,,,,
ITPK1,2238.28823,1554.110656,2439.530346,2250.028054,1640.741645,2002.068952,,,,,
ITPK1-AS1,1.694389273,0.995586583,0,0,0,0.697585001,,,,,
ITPKA,47.44289964,23.89407798,41.27994944,43.34841398,54.80925753,32.78649504,,,,,
ITPR2,1877.383314,936.8469743,715.5191237,1387.967142,1435.648939,769.4362559,,,,,
ITPRIPL2,5772.784253,4918.197718,3966.315142,5122.473901,5396.059806,3739.753189,,,,,
IYD,0,0.995586583,0,0,0,0,,,,,
IZUMO1,0,0.995586583,0,0,0,0,,,,,
IZUMO2,0,0.995586583,0,0,0,0,,,,,
JAKMIP1,0,0,0.573332631,0,0,0,,,,,
JMJD8,713.3378839,599.3431228,973.5188077,937.3072155,611.7420357,841.287511,,,,,
JOSD1,2805.908636,2789.633605,3303.542621,2591.090104,2701.565984,3411.190654,,,,,
JOSD2,223.659384,547.5726205,790.0523657,388.4999366,599.3657517,992.6634561,,,,,
JPH2,530.3438424,396.2434599,786.0390373,190.5694426,247.5256792,915.231521,,,,,
JPH3,3.388778546,1.991173165,5.15999368,4.089473017,3.536081131,0.697585001,,,,,
JPH4,3.388778546,1.991173165,0,2.45368381,1.768040566,1.395170002,,,,,
JPX,60.99801383,99.55865827,114.6665262,80.15367113,100.7783122,113.0087701,,,,,
JRKL,755.6976157,1044.370325,474.7194186,785.9967139,922.9171752,519.7008256,,,,,
JSRP1,1.694389273,0,1.719997893,0.817894603,0,0.697585001,,,,,
KANSL1-AS1,0,0,0,0,0,0.697585001,,,,,
KAT2A,1226.737834,1400.790322,1444.224898,1485.2966,1119.169678,1106.369811,,,,,
KAT6A,5369.519606,2734.876343,3110.329524,3718.148867,3412.318291,3088.208799,,,,,
KATNA1,942.0804358,907.9749634,1083.02534,839.9777577,892.8604856,1247.979566,,,,,
KAZN,908.1926503,816.3809978,1186.225214,1281.640844,1126.24184,980.1069261,,,,,
KBTBD4,349.0441902,332.5259186,486.1860712,402.4041449,434.9379791,441.5713055,,,,,
KC6,0,1.991173165,0,0,0,0,,,,,
KCNA1,0,0,1.146665262,0,5.304121697,0.697585001,,,,,
KCNA10,0,0.995586583,0.573332631,0,0,0,,,,,
KCNA2,0,0,0,0,1.768040566,0,,,,,
KCNC3,0,0.995586583,1.146665262,0.817894603,1.768040566,2.092755002,,,,,
KCNG1,140.6343097,58.73960838,188.6264356,89.15051177,53.04121697,179.9769302,,,,,
KCNG2,0,0.995586583,2.866663156,1.635789207,1.768040566,3.487925004,,,,,
KCNH7,0,0,0,0,0,0.697585001,,,,,
KCNH8,5.083167819,0,0.573332631,2.45368381,0,0.697585001,,,,,
KCNIP4-IT1,0,0.995586583,0,0,0,0,,,,,
KCNJ10,0,2.986759748,4.013328418,1.635789207,8.840202828,0.697585001,,,,,
KCNJ11,0,0.995586583,0.573332631,0,0,0,,,,,
KCNJ12,8.471946365,23.89407798,49.30660628,21.26525969,38.89689244,60.68989507,,,,,
KCNJ16,0,0,0,0,1.768040566,0,,,,,
KCNJ4,1.694389273,0,0.573332631,0,0,0.697585001,,,,,
KCNJ6,13.55511418,38.82787672,3.439995787,17.99368127,35.36081131,9.766190011,,,,,
KCNK13,1.694389273,0,0,0,0,0,,,,,
KCNK17,0,0.995586583,0,0,0,0,,,,,
KCNK2,5017.086637,5729.600783,2307.66384,5207.53494,5242.240277,1737.684237,,,,,
KCNK4,0,1.991173165,0.573332631,4.90736762,1.768040566,0,,,,,
KCNK6,228.7425518,601.3342959,724.1191131,273.9946921,438.4740603,825.9406409,,,,,
KCNK9,1.694389273,0,1.719997893,0.817894603,0,1.395170002,,,,,
KCNMB1,0,0,8.599989467,0,1.768040566,7.673435009,,,,,
KCNN1,0,0.995586583,1.146665262,0,0,3.487925004,,,,,
KCNN3,0,0.995586583,1.146665262,0.817894603,3.536081131,0.697585001,,,,,
KCNQ1,0,0.995586583,0.573332631,1.635789207,1.768040566,0,,,,,
KCNQ1DN,0,0,0.573332631,0,0,0.697585001,,,,,
KCNQ3,77.94190656,44.80139622,51.02660417,93.23998479,116.6906773,16.04445502,,,,,
KCNRG,13.55511418,10.95145241,12.61331789,16.35789207,12.37628396,13.95170002,,,,,
KCNU1,8.471946365,0,5.15999368,1.635789207,0,4.185510005,,,,,
KCNV2,1.694389273,7.964692661,2.866663156,2.45368381,3.536081131,2.790340003,,,,,
KCTD10,5943.917569,6239.341114,6038.912604,6061.416906,6686.729419,5498.364976,,,,,
KCTD14,0,0,0.573332631,0.817894603,0,0,,,,,
KCTD15,1033.577456,777.5531211,1999.784217,882.5082771,710.7523073,2533.628723,,,,,
KCTD2,1741.832173,1592.938532,1914.357655,1823.904966,1391.447925,1817.208927,,,,,
KCTD20,3321.002975,3379.020862,5827.926196,3124.357385,3562.60174,6394.761702,,,,,
KCTD8,0,0,0.573332631,0,0,0.697585001,,,,,
KDELC2,5569.45754,5100.390063,5552.1532,6259.3474,4948.745543,4576.85519,,,,,
KDELR1,9595.326453,7559.488922,7597.230695,9685.507893,7195.925102,7297.436693,,,,,
KDELR3,3010.929738,4282.017892,3560.968972,3785.216225,4269.817966,3012.869618,,,,,
KDM2A,6667.421789,4756.912692,5771.166265,6113.76216,6020.178126,5919.008732,,,,,
KDM3B,5178.053618,3000.69796,4025.941736,4388.004547,4232.689114,3979.72243,,,,,
KDM4DL,0,0,0,0.817894603,0,0,,,,,
KDM5C,3876.762656,3178.907958,4075.248342,3274.032097,3559.065658,3776.027609,,,,,
KDM6A,916.6645967,872.1338464,788.3323678,886.5977501,951.2058243,915.929106,,,,,
KEL,0,3.982346331,1.719997893,0,0,2.092755002,,,,,
KERA,0,0,0,0,0,0.697585001,,,,,
KHDC1L,3.388778546,4.977932913,6.879991574,2.45368381,1.768040566,5.580680006,,,,,
KIAA0040,179.6052629,69.69106079,185.7597725,98.96524701,53.04121697,224.6223703,,,,,
KIAA0087,0,0.995586583,0,0,0,0,,,,,
KIAA0319,5.083167819,1.991173165,5.733326311,4.90736762,1.768040566,2.092755002,,,,,
KIAA0408,0,0,0,0.817894603,0,1.395170002,,,,,
KIAA0528,1716.416333,1921.482105,1334.718365,1846.806014,2195.906382,1461.440577,,,,,
KIAA0748,0,0.995586583,0,0,0,0,,,,,
KIAA0753,1006.467228,949.7895999,936.8255193,1148.324023,1043.143934,1010.103081,,,,,
KIAA0754,4812.065535,1740.285346,3770.808715,2335.906987,4635.802363,3208.193419,,,,,
KIAA0895L,262.6303373,374.3405551,301.572964,413.0367747,371.2885188,230.9006353,,,,,
KIAA0947,3670.047165,2905.121648,2776.0766,2969.775305,3553.761537,3167.035904,,,,,
KIAA1024,281.2686193,149.3379874,154.2264778,126.7736635,144.9793264,190.4407052,,,,,
KIAA1033,4186.835893,4920.188892,2827.676537,4441.167696,4832.054866,3095.882234,,,,,
KIAA1191,3641.242548,4127.701972,4458.807872,4035.491973,3893.225325,4294.333265,,,,,
KIAA1257,0,0.995586583,0,0,1.768040566,0,,,,,
KIAA1274,11.86072491,9.955865827,21.21330735,19.62947048,10.60824339,7.673435009,,,,,
KIAA1328,355.8217473,179.2055849,206.3997472,204.4736508,210.3968273,228.8078803,,,,,
KIAA1429,4119.060323,4681.248112,3886.621907,3908.71831,5146.766086,3891.129134,,,,,
KIAA1430,2697.467723,3186.872651,1878.2377,2252.481738,2943.787542,2280.405368,,,,,
KIAA1530,260.935948,479.8727328,412.7994944,340.244155,631.1904819,388.5548454,,,,,
KIAA1586,437.1524324,776.5575345,308.4529556,465.3820293,650.6389281,403.2041305,,,,,
KIAA1656,30.49900691,58.73960838,62.49325679,56.43472763,44.20101414,48.13336505,,,,,
KIAA1797,2409.421546,2625.361818,3065.609579,2232.034373,3253.194641,2532.233553,,,,,
KIAA1804,15.24950346,15.92938532,5.733326311,16.35789207,14.14432452,11.16136001,,,,,
KIAA1958,198.2435449,103.5410046,131.8665052,147.2210286,129.0669613,91.3836351,,,,,
KIAA2022,0,0.995586583,0,0.817894603,0,0,,,,,
KIF13A,7865.355005,5936.682792,5195.540303,6274.887397,7378.03328,5530.453886,,,,,
KIF1A,0,0,0.573332631,0,0,0,,,,,
KIF25,1.694389273,0,0.573332631,2.45368381,0,1.395170002,,,,,
KIF3B,4951.005456,4252.150295,4408.927934,4514.778211,4649.946687,4347.349725,,,,,
KIF5C,45.74851037,116.4836302,24.07997051,19.62947048,134.371083,26.50823003,,,,,
KIF9,94.88579928,102.545418,129.5731746,108.7799823,102.5463528,130.4483951,,,,,
KIFC1,1.694389273,0,0,0,0,0,,,,,
KIN,479.5121642,665.0518372,407.0661681,466.1999239,519.8039263,440.1761355,,,,,
KIR3DL1,0,0.995586583,0,0,0,0,,,,,
KIR3DL3,0,0.995586583,0,0,0,0,,,,,
KL,0,0,0.573332631,0,1.768040566,0.697585001,,,,,
KLF1,0,0,0,0,0,0.697585001,,,,,
KLHDC10,2167.12388,2185.312549,2620.703457,2099.535447,2749.303079,2923.578738,,,,,
KLHDC5,1951.936442,2440.182714,1713.117902,1604.709212,2050.927056,2140.888367,,,,,
KLHDC7A,0,0,0,0,0,0.697585001,,,,,
KLHDC8A,0,0.995586583,0,0.817894603,0,0,,,,,
KLHDC8B,559.1484601,687.9503286,1345.038353,823.6198656,754.9533215,1018.474101,,,,,
KLHL1,0,0.995586583,0,0,0,0,,,,,
KLHL11,279.57423,161.2850264,159.3864715,157.8536585,228.077233,164.6300602,,,,,
KLHL12,1533.422292,1679.554565,1746.371194,1721.66814,1775.112728,1845.112327,,,,,
KLHL20,1408.037486,1519.265125,1248.718471,1367.519777,1435.648939,1229.144771,,,,,
KLHL23,0,0,0.573332631,0,0,2.092755002,,,,,
KLHL31,0,1.991173165,0,0.817894603,0,2.092755002,,,,,
KLHL32,0,0.995586583,1.719997893,0.817894603,1.768040566,2.092755002,,,,,
KLHL34,0,0.995586583,0,0.817894603,0,0.697585001,,,,,
KLHL4,0,0,1.719997893,0.817894603,3.536081131,2.790340003,,,,,
KLHL7-AS1,8.471946365,24.88966457,28.09329893,4.90736762,26.52060848,41.15751505,,,,,
KLHL9,1911.2711,2941.958352,2721.61,2325.274357,3175.400856,2893.582583,,,,,
KLK1,0,0,1.146665262,0,0,2.092755002,,,,,
KLK10,0,1.991173165,0,0,0,0,,,,,
KLK15,0,0,0.573332631,0,0,0,,,,,
KLK9,0,0.995586583,0,0,0,0,,,,,
KLKP1,0,0.995586583,0,0,0,0,,,,,
KLRB1,0,0,0.573332631,0,0,0,,,,,
KLRC1,0,1.991173165,0,0,0,0.697585001,,,,,
KLRF1,0,2.986759748,1.719997893,3.271578414,1.768040566,0.697585001,,,,,
KLRG2,1.694389273,0,1.146665262,0.817894603,0,0,,,,,
KNG1,0,4.977932913,0.573332631,2.45368381,1.768040566,0.697585001,,,,,
KPNA7,0,0.995586583,1.146665262,0,0,0,,,,,
KPTN,189.7715986,223.0113945,323.9329366,256.8189055,240.4535169,347.3973304,,,,,
KRT12,0,3.982346331,0.573332631,0,5.304121697,0.697585001,,,,,
KRT16,0,4.977932913,4.586661049,0,0,5.580680006,,,,,
KRT18P55,0,1.991173165,0.573332631,0,1.768040566,0,,,,,
KRT2,0,0.995586583,0,0,0,0,,,,,
KRT20,0,0,0.573332631,0,0,0,,,,,
KRT222,0,0.995586583,0,0,0,0,,,,,
KRT23,0,1.991173165,2.293330525,3.271578414,5.304121697,0,,,,,
KRT24,0,0,0,0,0,0.697585001,,,,,
KRT25,0,0.995586583,0,0,0,0,,,,,
KRT26,0,0.995586583,0,0,0,0,,,,,
KRT27,0,0.995586583,0,0,0,0,,,,,
KRT3,0,0.995586583,0,0,0,0,,,,,
KRT31,1.694389273,0,0.573332631,0,0,0,,,,,
KRT32,1.694389273,0,1.719997893,0,0,0.697585001,,,,,
KRT33A,0,0.995586583,0.573332631,0,0,0.697585001,,,,,
KRT36,0,1.991173165,0.573332631,1.635789207,0,0,,,,,
KRT37,0,0.995586583,1.146665262,0,0,1.395170002,,,,,
KRT39,0,1.991173165,0,0,0,0.697585001,,,,,
KRT4,0,1.991173165,3.439995787,1.635789207,0,2.092755002,,,,,
KRT40,0,1.991173165,0,0,0,0.697585001,,,,,
KRT6B,0,0,0.573332631,0,0,0,,,,,
KRT6C,0,1.991173165,0,0,0,0,,,,,
KRT72,0,0.995586583,0,0,0,0,,,,,
KRT74,0,1.991173165,0,0,0,0,,,,,
KRT75,0,0,0,0.817894603,0,0,,,,,
KRT84,0,0.995586583,0,0,0,0,,,,,
KRT8P41,3.388778546,0.995586583,1.719997893,0.817894603,0,1.395170002,,,,,
KRTAP1-3,0,0.995586583,0,0,0,0,,,,,
KRTAP17-1,0,0,0,0.817894603,1.768040566,0,,,,,
KRTAP2-2,0,0,0,0.817894603,0,0,,,,,
KRTAP3-3,0,0,0,1.635789207,0,0,,,,,
KRTAP4-1,0,0.995586583,0,0,0,0,,,,,
KRTAP4-11,0,0,0,0.817894603,0,0,,,,,
KRTAP4-4,0,0.995586583,0,0,0,0,,,,,
KRTAP4-7,0,0.995586583,0,0,0,0.697585001,,,,,
KRTAP4-8,0,0.995586583,0,0,0,0,,,,,
KRTAP4-9,3.388778546,0,0,0,0,0,,,,,
KRTAP5-1,0,0,0,0.817894603,0,0,,,,,
KRTAP5-10,0,0,0,0.817894603,0,1.395170002,,,,,
KRTAP5-4,0,0,0,0,1.768040566,0,,,,,
KRTAP5-7,0,0,0.573332631,0,3.536081131,0.697585001,,,,,
KRTAP5-8,1.694389273,1.991173165,0.573332631,0,1.768040566,2.092755002,,,,,
KRTAP9-9,0,0,0,0,0,0.697585001,,,,,
KRTCAP2,2572.082916,1605.881158,2005.517544,2363.715404,981.2625139,1610.026182,,,,,
KRTDAP,0,0.995586583,0,0.817894603,0,0.697585001,,,,,
KTN1,11508.29194,12288.52519,6374.885526,11558.48654,13016.31464,7879.222584,,,,,
KTN1-AS1,10.16633564,37.83229014,20.63997472,8.996840637,38.89689244,20.22996502,,,,,
LACE1,106.7465242,131.4174289,144.479823,130.8631365,159.1236509,117.1942801,,,,,
LACRT,0,1.991173165,0,0,0,0,,,,,
LACTB2,228.7425518,389.2743538,202.3864188,210.1989131,463.2266282,302.0543053,,,,,
LAGE3,232.1313304,264.826031,290.679644,294.4420572,245.7576386,321.5866854,,,,,
LAIR1,0,0,1.719997893,0.817894603,0,2.790340003,,,,,
LAMB4,5.083167819,7.964692661,3.439995787,7.361051431,15.91236509,2.092755002,,,,,
LAMP3,0,2.986759748,1.146665262,1.635789207,0,5.580680006,,,,,
LAMP5,3.388778546,0.995586583,0,0.817894603,0,0,,,,,
LAMTOR2,852.2778043,759.6325626,915.6122119,808.0798682,753.1852809,812.6865259,,,,,
LANCL1,2029.878349,2955.896564,2326.583817,2031.650195,3079.926665,2789.642418,,,,,
LANCL3,0,0,0.573332631,0,1.768040566,0.697585001,,,,,
LARGE,1340.261915,833.3059697,1362.811664,1580.172374,827.4429847,1249.374736,,,,,
LARP6,2453.475667,2745.827795,3052.996261,2648.342726,2360.334155,3055.422303,,,,,
LARP7,2155.263155,2223.144839,1170.745233,2116.711234,1872.354959,1504.690847,,,,,
LARS,6172.660121,5433.911568,5084.887106,4531.136103,5236.936155,5979.001042,,,,,
LATS1,1641.863205,1020.476247,975.2388056,1072.259825,1366.695357,1192.870351,,,,,
LATS2,3075.31653,2140.511153,2645.930093,2636.074307,2418.679494,2950.784553,,,,,
LAX1,0,3.982346331,1.719997893,0,5.304121697,0.697585001,,,,,
LBP,0,0.995586583,0,0.817894603,0,0,,,,,
LCE1E,0,0,0,0,3.536081131,0,,,,,
LCE1F,0,5.973519496,0,0,5.304121697,0,,,,,
LCE2D,0,0.995586583,0,0,0,0,,,,,
LCE3D,0,0.995586583,0,0,0,0,,,,,
LCE3E,0,0.995586583,0,0,0,0,,,,,
LCE4A,0,0.995586583,0,0,0,0,,,,,
LCE5A,0,0,0,0,0,1.395170002,,,,,
LCE6A,0,0.995586583,0,0,3.536081131,0,,,,,
LCMT1,967.4962748,964.7233986,1037.732062,836.7061793,666.5512932,1086.837431,,,,,
LCN12,0,0.995586583,0,0.817894603,0,0,,,,,
LCN6,0,0,0,0,1.768040566,0,,,,,
LCT,0,1.991173165,0,0,1.768040566,0.697585001,,,,,
LDHAL6B,1.694389273,2.986759748,1.146665262,2.45368381,1.768040566,2.092755002,,,,,
LDHC,11.86072491,32.85435723,0.573332631,5.725262224,38.89689244,0,,,,,
LDLRAD3,579.4811313,382.3052477,346.8662418,619.1462148,288.1906122,274.8484903,,,,,
LDLRAP1,879.3880327,1034.414459,1181.06522,967.5693158,885.7883233,1421.678232,,,,,
LDOC1L,2993.985845,2496.931149,3192.889423,2998.401616,2802.344296,3262.605049,,,,,
LECT1,0,0,0.573332631,0,0,0,,,,,
LECT2,0,0.995586583,0.573332631,0,0,4.185510005,,,,,
LEFTY2,0,2.986759748,0,0,0,1.395170002,,,,,
LEKR1,11.86072491,13.93821216,10.31998736,11.45052445,14.14432452,13.95170002,,,,,
LENEP,0,2.986759748,0.573332631,0,0,0.697585001,,,,,
LEP,0,0,0,0.817894603,1.768040566,0,,,,,
LEPREL2,3341.335646,3664.754211,4563.727744,5030.869705,4163.735532,3296.786714,,,,,
LEPREL4,2056.988577,1996.151098,1893.144348,1643.150258,1759.200363,2032.762692,,,,,
LEUTX,0,0.995586583,0,0,0,0,,,,,
LGALS1,32293.36515,54523.2992,90624.39567,59330.89242,54326.58246,69492.72019,,,,,
LGALS12,0,1.991173165,0,0,0,0,,,,,
LGALS13,0,0.995586583,0,0,0,0,,,,,
LGALS14,0,0.995586583,0,0,0,0,,,,,
LGALS2,22.02706055,12.94262557,22.93330525,23.7189435,12.37628396,23.71789003,,,,,
LGALS7B,0,0,0,0,1.768040566,0,,,,,
LGALS8-AS1,5.083167819,0,1.719997893,1.635789207,0,1.395170002,,,,,
LGALS9C,1.694389273,0.995586583,1.719997893,0,0,1.395170002,,,,,
LGI2,20.33267128,15.92938532,14.90664841,17.99368127,14.14432452,10.46377501,,,,,
LGMN,1774.025569,1669.598699,2588.59683,1468.938708,1394.984006,3531.872859,,,,,
LGR6,0,0.995586583,0,0.817894603,1.768040566,0,,,,,
LHB,5.083167819,3.982346331,2.866663156,4.90736762,1.768040566,0.697585001,,,,,
LHCGR,0,0,0,0,0,1.395170002,,,,,
LHFPL1,1.694389273,0,1.146665262,1.635789207,3.536081131,0.697585001,,,,,
LHFPL2,2268.787236,2413.301876,2047.370826,2659.79325,2793.504094,1337.270447,,,,,
LHFPL4,0,1.991173165,1.719997893,0.817894603,0,0.697585001,,,,,
