,2C_to_32cell_embryo4_5_k0.1_r0.01,1C_to_2cell_embryo11_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_7_split2_k0.1_r0.01,1C_to_2cell_embryo12_2_split2_k0.1_r0.01,1C_to_2cell_embryo5_1_split2_k0.1_r0.01,1C_to_2cell_embryo3_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_4_split2_k0.1_r0.01,2C_to_32cell_embryo1_4_split1_k0.1_r0.01,2C_to_32cell_embryo2_5_split1_k0.1_r0.01,1C_to_2cell_embryo4_1_split1_k0.1_r0.01,2C_to_32cell_embryo3_4_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_12_k0.1_r0.01,1C_to_2cell_embryo10_1_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_18_k0.1_r0.01,1C_to_2cell_embryo4_2_split2_k0.1_r0.01,1C_to_2cell_embryo11_2_split2_k0.1_r0.01,1C_to_2cell_embryo12_1_split1_k0.1_r0.01,2C_to_32cell_embryo5_5_k0.1_r0.01,2C_to_32cell_embryo1_3_split1_k0.1_r0.01,2C_to_32cell_embryo1_6_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_6_k0.1_r0.01,2C_to_32cell_embryo4_3_k0.1_r0.01,2C_to_32cell_embryo1_5_split2_k0.1_r0.01,1C_to_2cell_embryo9_1_split2_k0.1_r0.01,2C_to_32cell_embryo1_5_split1_k0.1_r0.01,2C_to_32cell_embryo1_3_split2_k0.1_r0.01,1C_to_2cell_embryo6_1_split2_k0.1_r0.01,2C_to_32cell_embryo4_1_k0.1_r0.01,1C_to_2cell_embryo1_1_split2_k0.1_r0.01,2C_to_32cell_embryo2_9_split1_k0.1_r0.01,2C_to_32cell_embryo1_2_split2_k0.1_r0.01,2C_to_32cell_embryo2_5_split2_k0.1_r0.01,2C_to_32cell_embryo1_8_split1_k0.1_r0.01,1C_to_2cell_embryo8_1_split1_k0.1_r0.01,1C_to_2cell_embryo3_2_split2_k0.1_r0.01,2C_to_32cell_embryo6_4_k0.1_r0.01,2C_to_32cell_embryoMixed_15_k0.1_r0.01,1C_to_2cell_embryo6_1_split1_k0.1_r0.01,1C_to_2cell_embryo7_1_split2_k0.1_r0.01,2C_to_32cell_embryo1_7_split2_k0.1_r0.01,1C_to_2cell_embryo2_1_split2_k0.1_r0.01,1C_to_2cell_embryo11_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_13_k0.1_r0.01,2C_to_32cell_embryo1_8_split2_k0.1_r0.01,1C_to_2cell_embryo11_1_split2_k0.1_r0.01,1C_to_2cell_embryo9_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_24_k0.1_r0.01,2C_to_32cell_embryo2_10_split2_k0.1_r0.01,1C_to_2cell_embryo6_2_split2_k0.1_r0.01,2C_to_32cell_embryo2_1_split2_k0.1_r0.01,1C_to_2cell_embryo5_2_split1_k0.1_r0.01,2C_to_32cell_embryo6_1_k0.1_r0.01,1C_to_2cell_embryo1_1_split1_k0.1_r0.01,1C_to_2cell_embryo7_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_22_k0.1_r0.01,1C_to_2cell_embryo3_2_split1_k0.1_r0.01,2C_to_32cell_embryo2_7_split1_k0.1_r0.01,1C_to_2cell_embryo10_1_split2_k0.1_r0.01,2C_to_32cell_embryo4_2_k0.1_r0.01,2C_to_32cell_embryo1_7_split1_k0.1_r0.01,2C_to_32cell_embryo6_8_k0.1_r0.01,1C_to_2cell_embryo8_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_9_k0.1_r0.01,2C_to_32cell_embryo6_3_k0.1_r0.01,1C_to_2cell_embryo4_1_split2_k0.1_r0.01,1C_to_2cell_embryo10_2_split2_k0.1_r0.01,2C_to_32cell_embryo6_6_k0.1_r0.01,1C_to_2cell_embryo9_1_split1_k0.1_r0.01,2C_to_32cell_embryo1_2_split1_k0.1_r0.01,2C_to_32cell_embryo1_4_split2_k0.1_r0.01,2C_to_32cell_embryo2_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_9_split2_k0.1_r0.01,2C_to_32cell_embryo2_8_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_10_k0.1_r0.01,2C_to_32cell_embryo2_8_split1_k0.1_r0.01,1C_to_2cell_embryo3_1_split2_k0.1_r0.01,2C_to_32cell_embryo5_3_k0.1_r0.01,2C_to_32cell_embryo1_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_4_split1_k0.1_r0.01,1C_to_2cell_embryo8_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_2_k0.1_r0.01,2C_to_32cell_embryoMixed_7_k0.1_r0.01,1C_to_2cell_embryo7_1_split1_k0.1_r0.01,1C_to_2cell_embryo2_2_split1_k0.1_r0.01,2C_to_32cell_embryo2_10_split1_k0.1_r0.01,2C_to_32cell_embryo6_7_k0.1_r0.01,1C_to_2cell_embryo8_2_split1_k0.1_r0.01,2C_to_32cell_embryo6_5_k0.1_r0.01,2C_to_32cell_embryo4_4_k0.1_r0.01,1C_to_2cell_embryo6_2_split1_k0.1_r0.01,1C_to_2cell_embryo4_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_8_k0.1_r0.01,2C_to_32cell_embryoMixed_16_k0.1_r0.01,2C_to_32cell_embryo5_4_k0.1_r0.01,1C_to_2cell_embryo2_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_20_k0.1_r0.01,2C_to_32cell_embryoMixed_21_k0.1_r0.01,2C_to_32cell_embryo3_4_split2_k0.1_r0.01,1C_to_2cell_embryo10_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_5_k0.1_r0.01,2C_to_32cell_embryo1_6_split1_k0.1_r0.01,2C_to_32cell_embryo3_2_split2_k0.1_r0.01,2C_to_32cell_embryo1_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_11_k0.1_r0.01,1C_to_2cell_embryo1_2_split2_k0.1_r0.01,1C_to_2cell_embryo2_1_split1_k0.1_r0.01,1C_to_2cell_embryo1_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_4_k0.1_r0.01,1C_to_2cell_embryo12_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_1_k0.1_r0.01,2C_to_32cell_embryo6_2_k0.1_r0.01,1C_to_2cell_embryo5_2_split2_k0.1_r0.01,1C_to_2cell_embryo9_2_split2_k0.1_r0.01,1C_to_2cell_embryo5_1_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_23_k0.1_r0.01,2C_to_32cell_embryoMixed_3_k0.1_r0.01,1C_to_2cell_embryo7_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_14_k0.1_r0.01,1C_to_2cell_embryo12_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_19_k0.1_r0.01,2C_to_32cell_embryoMixed_17_k0.1_r0.01
gthrd,0.0,0.0,0.003112106909962148,0.006482018584546746,0.009295188261943121,0.00364779949108034,0.003646164634915003,0.0,0.0016194724630385123,0.0,0.009207589012549137,0.0047799225301388285,0.011354265554005514,0.0,0.0,0.010567241205354651,0.014733098478022294,0.0,0.006969683278357766,0.0,0.009179358431353443,0.007496323218273889,0.0,0.002593726032491954,0.0019787121766448247,0.00420696543351477,0.0,0.004722122340631602,0.0,0.003921286808296563,0.012377784090863342,0.0058426078396418765,0.0,0.001142202532939087,0.003195689469213198,0.008767271643450406,0.007708094900038497,0.0054809842986311,0.0,0.0,0.0,0.0008965354237960757,0.0,0.006068090744996658,0.003215550398022674,0.008673990683421545,0.0,0.0,0.0,0.00844129168416527,0.0,0.008227302541701767,0.0,2.822522105789377e-05,0.001929158068145724,0.0,0.0029059402058425033,0.004813714575086548,0.002149094055336629,0.0,0.0,0.0,0.0026669157048406582,0.0,0.0,0.0,0.008821367072350999,0.007933174025196181,0.0,0.0,0.0,0.008956970071837052,0.0008610138487356758,0.006220304374842775,0.0,0.0,0.0,0.005514896737244057,0.002042435626547833,0.0,0.0,0.010016649333356987,0.0,0.0,0.01114817943635116,0.0024942529679625944,0.0,0.008300391802631068,0.0,0.0,0.0008138329456062531,0.0032762353499816094,0.0009488275204119315,0.003956835691576154,0.0,0.010221510048574578,0.0,0.008248012740356822,0.010499546929086011,0.01076778466014026,0.0034931903014100286,0.009554498477799761,0.009532008598830254,0.0020031331077622577,0.0,0.0,0.0,0.0020717410185681455,0.0,0.00986004595783338,0.0,0.0,0.005221291734281451,0.0044807693874001535,0.0,0.0020621038683432237,0.0,0.0,0.0016856441606025827,0.0,0.004538060706207121
dtmp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thr-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006316177010298488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019949898134471273,0.0,0.0,0.0,0.0,0.003283297396176553,0.0,0.0,0.003658819754320248,0.0,0.0055249717417235516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021483542697890027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gmp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000562120707109141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000239582744363403,0.0,0.0,0.0,0.0,0.0002574700716386922,0.0,0.0,0.0,0.0,0.0,0.0,0.0022194254622593134,0.0,0.0,0.0,0.0027310514421383953,0.0,4.4634830344451176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0010220289501114692,0.0,0.0,0.0,0.0,0.00046030229826354206,0.0,0.0,0.0,0.0,0.0,0.0021626438961075446,0.0,0.0,0.002814599833623239,0.0,0.002371435242030624,0.0044565006831756345,0.00045137638251498195,0.0,0.0,0.0,0.0,0.0,0.004660312747265354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009094622317408459,0.00132589617617891,0.0,0.0,0.003251147282734847,0.0,0.0,0.0,0.001593182440619756,0.0029034648567782565,0.0004768159617000676,0.0,0.0,0.0,0.0015327619207650993,0.0,0.0,0.0004623131050603274,0.0021417166252769545,0.0,0.0002717474522386465,0.001159853075836225,0.0,0.0,0.0008815289779196692,0.002586952454402827,0.0,0.0,0.0,0.0,0.0011303990535290066,0.0017383829459472848,0.0,0.0,0.0,0.0,0.0,8.713209690223178e-05
his-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9471760547640966e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003890290942269734,0.0,0.0,6.98155428658614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59957101021365e-05,0.0,0.0,0.00010004276644668088,0.0,0.0,0.0,0.0,0.0006473187474746074,0.0,0.0,0.0,0.0,0.0,0.0,0.0001081944752248771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.262293242994873e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pro-L,0.0,0.00677372275611878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025580640154008543,0.0,0.0,0.0,0.0,0.0,0.0013221494314945641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004100454629291471,0.002968687430818633,0.0,0.0,0.0,0.010539268908236511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031920774332165993,0.0,0.0,0.003453155485447376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002277706452214801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004597257933072178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phe-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gh,4.94119770864471e-05,0.0,0.0002351575192115721,0.0,0.0,5.625529551255342e-05,0.0005042596098264136,0.0008642228132673661,0.0,0.0,0.0007593914824315134,0.000258848030462984,0.00035525547953663123,0.0005944669635300536,0.0,0.0,0.0,0.0007545719973266657,0.0008706725966208339,0.000528044765943705,0.0008573577928616077,0.0,0.0004535482405097385,0.0008622455439941639,0.00016776550279190577,0.0,0.0,0.0009647940548534459,0.0,0.0002887805126164505,0.0,0.0,0.0004241960846309995,0.0,0.0009644126766339447,0.0004097852124657566,0.0,0.0008995636254266824,0.0,0.0003207581836278964,0.0,0.0005806599702364599,0.0,0.00028895468044754007,0.0006292303926234355,0.0,0.0,0.0006490893937903036,0.001329222719347306,0.0009824712386888403,0.0,0.0008719263720790688,0.0,0.00014761886626223024,0.0003134205561796778,0.0003406155208269325,0.0005570868126139973,0.00027553298093226797,0.0002430447403967224,0.00018116239211893014,0.0008023320959179715,0.0,0.00042216570372371527,0.0,0.0,0.0,0.0,9.25272581131884e-05,0.0005286066767350829,0.0,0.0006741215156951989,0.0,0.0008724936489727202,0.0,0.00017497446283162296,0.0,0.00043220069316291486,0.0004593334368810576,0.00040383490675182174,0.0006578424237940105,0.0006829479182960974,0.0,0.0015339700867331792,0.0004886908304218137,0.0009479502806494809,0.00028842075750151573,0.0,0.0,0.0,0.0,0.0003756408262396635,0.0008517489461577162,0.0,0.00032067684407753545,0.0,0.0,0.0009651151844037077,0.0011768929945407537,0.00037579096650770734,0.0,0.00039024352826079554,0.0004297037788918975,0.0,0.0006322808818156963,0.0006498992952427943,0.0005792568107584687,0.0,0.0007578449295018795,0.0,0.0,0.0003975956032275702,0.0,0.0,0.0,0.0006611356283019619,0.0001619114783571813,0.0,0.0006257232981743781,0.000634659468577071,0.0010188547600232033,0.0004992938755060498
ump,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ser-L,0.0,0.0,0.0,0.02210152271205151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004150836310987118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006747512834729385,0.0,0.0,0.0,0.0,0.0,0.0,0.015270138476298533,0.0,0.0,0.0002081463156514658,0.0,0.0,0.0008851982125005551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005430748335967442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001128640197737817,0.0,0.0,0.01750275407413342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006034274221399451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ala-L,0.0,0.06378259005686669,0.00013519635516234983,0.01867770828350341,0.0,0.00639496069541777,0.0035868034060109657,0.0,0.003385972564098121,0.0,0.004307761923267001,0.0,0.004537282167972312,0.0,0.0,0.0,0.0,0.0,0.0,0.005624997382681555,0.02052245780638963,0.019518189406970195,0.0,0.0009389743293552539,0.0,0.0,0.010531424863356911,0.003191663757889582,0.009741619099913376,0.002661158934006314,0.0,0.0,0.0,0.010668035798447354,0.014514742949997472,0.003703049362350725,0.007293771983238522,0.04821229755707658,0.020565940875573258,0.0,0.0,0.0,0.004327811583265341,0.0001933395379019714,0.0,0.022278010404174653,0.0,0.002557452882576926,0.036050501010535634,0.016949850657170796,0.029310334573692077,0.0,0.0033742086931809203,0.009369682245953576,0.001866681703971337,0.025599041527736108,0.0012313294064898175,0.0,0.0,0.0,0.025571740522505965,0.019238059986714958,0.0,0.0,0.017340903375741023,0.0027729034359685444,0.0054870522800072735,0.004512149917206771,0.012266251443464982,0.004782783589646751,0.0022919809892590725,0.0,0.0,0.010796103092389719,0.0,0.016848128853413687,0.00280233757854545,0.0,0.0,0.016977108621298486,0.0,0.0022390013081741147,0.024387749374106805,0.006588022485560347,0.013437946177285222,0.0,0.02321596172498427,0.013720381714806884,0.0038060014126954445,0.06262106598076342,0.013940661294267558,0.0035625598578654283,0.011816148030743583,0.0009747400988929558,0.0,0.0,0.00032524973107186104,0.010405775619223952,0.0,0.0,0.0014931293569259297,0.015297761389260438,0.0031350016070744286,0.0015926815069509145,2.5808285061902947e-05,0.004041622099357861,0.010752500191209336,0.0030844100772074215,0.00960990329996783,0.0,0.0,0.020368555849939664,0.0,0.0064736856509246075,0.02307289253169873,0.00801752446422037,0.021136693769544808,0.012166553077499408,0.0,0.0,0.0
nadph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006006284968648668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037469627475377773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003786688944173741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011580220362406631,0.0,0.0,0.0016585234812901413,0.0,0.0003686497835157945,0.00011477513704835456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000847591489190107,0.0,0.0007334677510520915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006794686445829267
pail_hs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cys-L,0.013808398856622153,0.036835319464315265,0.010831941142859399,0.053865111457573896,0.016365671894279194,0.010776278056139088,0.011953026828343635,0.014096013403918755,0.027085770327107208,0.007453404033540017,0.025987096632100623,0.011313563330031126,0.00394281922739742,0.02256638875267044,0.03415041274891374,0.0,0.009104103324946738,0.012677767580661393,0.012067722715847365,0.018443695136225402,0.03088457074583145,0.03399927087159143,0.01938069463607359,0.01322181391111488,0.005321368265805975,0.005566251647155592,0.04141402099662569,0.01563653035021708,0.012461823124080531,0.010832692187522749,0.018519002646125767,0.0077733986775271316,0.012481282307252805,0.022931857165318127,0.02277519246130774,0.018073839318924624,0.03182696897140206,0.001576177607720884,0.0,0.012479255024019779,0.02919066726317,0.030073405359221574,0.020611162551046572,0.02448793962736826,0.015316278984610772,0.02219084387462708,0.007863402753896414,0.017952404080323572,0.025770418413194284,0.0344927474399907,0.006069727463140894,0.019391144394350013,0.0395777840034249,0.0,0.00722197900170453,0.0029374994425784657,0.011123059121821221,0.006014524585840966,0.010157110104947817,0.014820064873669834,0.03235308402682297,0.0,0.012022134191207392,0.02967704321478247,0.0,0.02100635298771256,0.03104740784319658,0.008989275780190011,0.019104030171155813,0.01622419908198676,0.011221720969186957,0.01618612543292357,0.01874640505962078,0.02484193217969548,0.015591911421266065,0.01820199438689509,0.01714749429026538,0.015253566971162502,0.009891529400333651,0.005376447499753842,0.013438484054576538,0.015760969562808227,0.0014368894056615321,0.01193773400199597,0.03498255108292034,0.014053293605786053,0.0007493486021181745,0.026858519416991043,0.006996296871895749,0.02307087150761747,0.015336819234775163,0.02570020585175705,0.024337348156547475,0.01204524946464408,0.01328678179021618,0.03828793701214029,0.016392086083135707,0.03670240568021285,0.0029180552310410683,0.01847620004943131,0.017322105342124538,0.03395444796507102,0.028047450341021875,0.015633044580219458,0.06452220886037038,0.023135200249409054,0.048369665009969615,0.02357084128217509,0.06081811751701686,0.017354191082088508,0.015647233127394914,0.0,0.013368890674746673,0.009904913914328524,0.029894895644514415,0.027738008571984028,0.018554709636428166,0.020527638206449376,0.014507174525319263,0.015098241874163162,0.011941345234782321
ile-L,0.0,0.0,5.298589728074054e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020471160478434728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xolest_hs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009386769910694809,0.0,0.0009664659030437138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009769368193500844,0.0,0.0,0.0,0.0,7.108320209219661e-05,0.0,0.0,0.0014059161012887485,0.0013191697305892471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004415573099203688,0.0015912865058549006,0.0,0.0,0.0,0.0,0.0,0.0,0.0010591632112766343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009941736599627432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010245025426158705,0.0,0.0,0.0,0.0,0.0,0.0,0.0005914769723650759,0.0,0.0,0.00038484014204273983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.307923186190554e-06,0.0005397428353529387,0.0007230445758729572,0.0,0.0,0.0,0.0,0.0,0.00030991916023609547,0.0,0.0,0.0008688690354251062,0.0,0.0,0.0010602924202377695,0.0,0.0,0.0006610702613821622
