,2C_to_32cell_embryo4_5_k0.1_r0.01,1C_to_2cell_embryo11_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_7_split2_k0.1_r0.01,1C_to_2cell_embryo12_2_split2_k0.1_r0.01,1C_to_2cell_embryo5_1_split2_k0.1_r0.01,1C_to_2cell_embryo3_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_4_split2_k0.1_r0.01,2C_to_32cell_embryo1_4_split1_k0.1_r0.01,2C_to_32cell_embryo2_5_split1_k0.1_r0.01,1C_to_2cell_embryo4_1_split1_k0.1_r0.01,2C_to_32cell_embryo3_4_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_12_k0.1_r0.01,1C_to_2cell_embryo10_1_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_18_k0.1_r0.01,1C_to_2cell_embryo4_2_split2_k0.1_r0.01,1C_to_2cell_embryo11_2_split2_k0.1_r0.01,1C_to_2cell_embryo12_1_split1_k0.1_r0.01,2C_to_32cell_embryo5_5_k0.1_r0.01,2C_to_32cell_embryo1_3_split1_k0.1_r0.01,2C_to_32cell_embryo1_6_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_6_k0.1_r0.01,2C_to_32cell_embryo4_3_k0.1_r0.01,2C_to_32cell_embryo1_5_split2_k0.1_r0.01,1C_to_2cell_embryo9_1_split2_k0.1_r0.01,2C_to_32cell_embryo1_5_split1_k0.1_r0.01,2C_to_32cell_embryo1_3_split2_k0.1_r0.01,1C_to_2cell_embryo6_1_split2_k0.1_r0.01,2C_to_32cell_embryo4_1_k0.1_r0.01,1C_to_2cell_embryo1_1_split2_k0.1_r0.01,2C_to_32cell_embryo2_9_split1_k0.1_r0.01,2C_to_32cell_embryo1_2_split2_k0.1_r0.01,2C_to_32cell_embryo2_5_split2_k0.1_r0.01,2C_to_32cell_embryo1_8_split1_k0.1_r0.01,1C_to_2cell_embryo8_1_split1_k0.1_r0.01,1C_to_2cell_embryo3_2_split2_k0.1_r0.01,2C_to_32cell_embryo6_4_k0.1_r0.01,2C_to_32cell_embryoMixed_15_k0.1_r0.01,1C_to_2cell_embryo6_1_split1_k0.1_r0.01,1C_to_2cell_embryo7_1_split2_k0.1_r0.01,2C_to_32cell_embryo1_7_split2_k0.1_r0.01,1C_to_2cell_embryo2_1_split2_k0.1_r0.01,1C_to_2cell_embryo11_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_13_k0.1_r0.01,2C_to_32cell_embryo1_8_split2_k0.1_r0.01,1C_to_2cell_embryo11_1_split2_k0.1_r0.01,1C_to_2cell_embryo9_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_24_k0.1_r0.01,2C_to_32cell_embryo2_10_split2_k0.1_r0.01,1C_to_2cell_embryo6_2_split2_k0.1_r0.01,2C_to_32cell_embryo2_1_split2_k0.1_r0.01,1C_to_2cell_embryo5_2_split1_k0.1_r0.01,2C_to_32cell_embryo6_1_k0.1_r0.01,1C_to_2cell_embryo1_1_split1_k0.1_r0.01,1C_to_2cell_embryo7_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_22_k0.1_r0.01,1C_to_2cell_embryo3_2_split1_k0.1_r0.01,2C_to_32cell_embryo2_7_split1_k0.1_r0.01,1C_to_2cell_embryo10_1_split2_k0.1_r0.01,2C_to_32cell_embryo4_2_k0.1_r0.01,2C_to_32cell_embryo1_7_split1_k0.1_r0.01,2C_to_32cell_embryo6_8_k0.1_r0.01,1C_to_2cell_embryo8_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_9_k0.1_r0.01,2C_to_32cell_embryo6_3_k0.1_r0.01,1C_to_2cell_embryo4_1_split2_k0.1_r0.01,1C_to_2cell_embryo10_2_split2_k0.1_r0.01,2C_to_32cell_embryo6_6_k0.1_r0.01,1C_to_2cell_embryo9_1_split1_k0.1_r0.01,2C_to_32cell_embryo1_2_split1_k0.1_r0.01,2C_to_32cell_embryo1_4_split2_k0.1_r0.01,2C_to_32cell_embryo2_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_9_split2_k0.1_r0.01,2C_to_32cell_embryo2_8_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_10_k0.1_r0.01,2C_to_32cell_embryo2_8_split1_k0.1_r0.01,1C_to_2cell_embryo3_1_split2_k0.1_r0.01,2C_to_32cell_embryo5_3_k0.1_r0.01,2C_to_32cell_embryo1_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_4_split1_k0.1_r0.01,1C_to_2cell_embryo8_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_2_k0.1_r0.01,2C_to_32cell_embryoMixed_7_k0.1_r0.01,1C_to_2cell_embryo7_1_split1_k0.1_r0.01,1C_to_2cell_embryo2_2_split1_k0.1_r0.01,2C_to_32cell_embryo2_10_split1_k0.1_r0.01,2C_to_32cell_embryo6_7_k0.1_r0.01,1C_to_2cell_embryo8_2_split1_k0.1_r0.01,2C_to_32cell_embryo6_5_k0.1_r0.01,2C_to_32cell_embryo4_4_k0.1_r0.01,1C_to_2cell_embryo6_2_split1_k0.1_r0.01,1C_to_2cell_embryo4_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_8_k0.1_r0.01,2C_to_32cell_embryoMixed_16_k0.1_r0.01,2C_to_32cell_embryo5_4_k0.1_r0.01,1C_to_2cell_embryo2_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_20_k0.1_r0.01,2C_to_32cell_embryoMixed_21_k0.1_r0.01,2C_to_32cell_embryo3_4_split2_k0.1_r0.01,1C_to_2cell_embryo10_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_5_k0.1_r0.01,2C_to_32cell_embryo1_6_split1_k0.1_r0.01,2C_to_32cell_embryo3_2_split2_k0.1_r0.01,2C_to_32cell_embryo1_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_11_k0.1_r0.01,1C_to_2cell_embryo1_2_split2_k0.1_r0.01,1C_to_2cell_embryo2_1_split1_k0.1_r0.01,1C_to_2cell_embryo1_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_4_k0.1_r0.01,1C_to_2cell_embryo12_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_1_k0.1_r0.01,2C_to_32cell_embryo6_2_k0.1_r0.01,1C_to_2cell_embryo5_2_split2_k0.1_r0.01,1C_to_2cell_embryo9_2_split2_k0.1_r0.01,1C_to_2cell_embryo5_1_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_23_k0.1_r0.01,2C_to_32cell_embryoMixed_3_k0.1_r0.01,1C_to_2cell_embryo7_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_14_k0.1_r0.01,1C_to_2cell_embryo12_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_19_k0.1_r0.01,2C_to_32cell_embryoMixed_17_k0.1_r0.01
ps_hs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gthox,0.00413156595167974,0.006838788165618926,0.0021941409465850025,0.005009335980887944,0.0071938644168241875,0.003885378194596025,0.002411566333132076,0.0037168730620575083,0.00539678510190067,0.0,0.006275040196450602,0.0024154490256175676,0.005478557532777533,0.006224280368108654,0.002758387960290145,0.004827781572865515,0.00734902104470677,0.0029720302871242624,0.003013728810974184,0.005285915126877261,0.005208298359589018,0.004497647706303031,0.004596218804676479,0.0018768884782856673,0.001124497716510495,0.0022358244189840614,0.007667055181651696,0.0032475779291364216,0.003868836089597967,0.002571191131477168,0.006983161382585307,0.0025019725163004515,0.005263468518386728,0.0013386486875727772,0.0029214347485502284,0.00523140626132391,0.004347661646064452,0.0021572423213365877,0.0,0.00371566820854734,0.0027512109713470566,0.0018983589611647348,0.005046773344024099,0.007552748113452559,0.002149579803835576,0.005115802583793391,0.0013145021956773649,0.004726290967107008,0.0004633654640060587,0.004449309085590782,0.001919871283418545,0.0,0.0008447033308261068,0.0001724986669847286,0.0010597649846720738,0.0013955460605827536,0.0017472040059319995,0.0026673889344595316,0.001546142143207045,0.0053090472520909045,0.0044644366986039095,0.0,0.0011349508787581325,0.005696594037704494,0.0,0.0022819830065916617,0.004732420782150994,0.006360965637882335,0.0037496068584464137,0.001905114910935128,0.0030372149885103334,0.005116033724587025,0.002998484681626901,0.008921584734290834,0.004283304695535371,0.0020868886113217643,0.00367614714912468,0.006472909678284871,0.0015230229321200035,0.001448514059565871,0.003464087031189005,0.004861119035159196,0.0013620896699975823,0.0014247221372311136,0.006331817274147941,0.005892624621787879,0.0,0.004138260475338452,0.0005007622156506681,4.913610658415068e-05,0.0024884618629776416,0.005285598133886343,0.008047397094998885,0.0025255477370284764,0.00111121908002177,0.006315971796849214,0.004463273560929501,0.003417310901214766,0.004803893418919056,0.004710843606221107,0.006610068923487568,0.00518176008242666,0.005826709779880848,0.001085223797506899,0.0012900170277188906,0.0011580565026940695,0.0028893388196037637,0.006417950219759038,0.0032455324211729496,0.0041568216616911825,0.00477609001093886,0.008593357391124545,0.003061538208257065,0.005912386575473291,0.0071825293671165,0.005561886479973551,0.0029873797180170157,0.004302015405245347,0.0015103526375422384,0.004345707888273469,0.0
clpn_hs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014747583582005381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010074919660098357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glu-L,0.0,0.0,0.0,0.0,0.0,0.00041485842483745373,0.0,0.0,0.0,0.0,0.0,0.0,0.010725844016153386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005642169583156304,0.0,0.0012707573004864204,0.005039169686452491,0.0,0.007062527196335119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022700757081023253,0.015717558143841296,0.0,0.0,0.0,0.0,0.0,0.0030366609757928142,0.0,0.0,0.0,0.007850346705049315,0.0,0.0,0.0,0.006161104430191738,0.00747298589866043,0.0,0.015034863289749243,0.0,0.0,0.0,0.0,0.0,0.028278695843136286,0.0,0.0,0.022293225972965902,0.0,0.0,0.0,0.0,0.0032560084309519034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011056494782896314,0.0,0.0,0.016791080908244656,0.002107581958824058,0.0,0.0,0.0,0.0,0.0,0.01305093688174506,0.002826827783929213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00825296030855472,0.0,0.0,0.007746421455190724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020018888907146846,0.0,0.0,0.0
mag_hs,0.0015241464205419627,0.0,0.0007540517356775718,0.0016386610726096696,0.00019281328702279427,0.0,0.0,0.0016572336351067675,0.0017054560916469478,0.0,0.0010219834026970718,0.0,0.0,0.0019399321698205687,0.0,0.001667763151292042,0.0,0.002039442541856588,0.0,0.0017350037566147883,0.0,0.0,0.0014432265322652342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018503287955018701,0.0,0.0018196630513859374,0.0,0.0,0.004560005407984739,0.0007616180108003398,0.0,0.0027279684954872414,0.0024643450346429636,4.7294551357762836e-05,0.0010533838229589462,0.0012251854325798707,0.001230399488320873,0.0017127608471217848,0.0,0.0,0.0020023694224063767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001212527020725635,0.0,0.0019250451036102172,0.0,0.001602876087788787,0.0,0.0005760948634864475,0.0,0.0002833439150632602,0.001446265162249973,0.0,0.0011035069496471768,0.010076671408193603,0.001966913435889808,0.005910468224626909,0.0016872441623753164,0.0,0.0016233947117587667,0.0,0.001990216473150695,0.0011973016260753795,0.0,0.0,0.0017418797927008492,0.005972867336241496,0.0,0.0,0.0,0.0013198727449286872,0.0,0.0,0.0,0.0,0.0,0.0004518743705484702,0.0,0.0,0.00023310053292872166,0.0,0.0017538864662808998,0.00048105740519147826,0.0,0.0014462485699799146,0.0006958025121751591,0.0010584309867412139,0.001410997398987823,0.0,0.0,0.0014548569851751015,0.0,0.0006023808982464092,0.0,0.0030494928979750016,0.001568723072531154,0.0,0.0,0.0,0.0,0.0004541473709883738,0.0,0.0011577993308740074,0.0,0.0015660663179362982,0.0
amp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001315214749405214,0.0,0.0,0.0,0.0002517049072670231,0.0,0.0,0.0,0.0,0.002314644046021382,0.0,0.000440331351428378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012026262065338935,0.0,0.0,0.002111796902269749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011839123258107324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000395939989166774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037038949228646744,0.0,0.0014063996821641147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008577423600471253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.490808919554963e-07,0.0,0.0,0.0009564389571723934,0.0,0.0,0.001050945704498304,0.0,0.0,8.951961867697073e-05,0.0,0.0,0.0,0.0,0.0021214259072372703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021559864458946818,0.0,0.0,0.0,0.0,0.0
h2o,0.0,0.0,0.01657225490572049,0.018595446274871724,0.02737237907297738,0.018638788553676826,0.004096045556848066,0.0,0.0055800104005829685,0.0,0.004646878558199123,0.003415528517988965,0.018246322983789375,0.0,0.00254394526697358,0.03587391468540721,0.030480542996140683,0.0,0.008010770647175333,0.0,0.005069699753133572,0.0,0.0,0.020774852138623824,9.683347618375951e-05,0.03148625183880308,0.09336407233085187,0.015415085325664131,0.008649921983490986,0.0046104718378341,0.007624030739735482,0.021334142739770055,0.0,0.03353775019084293,0.04396189739915017,0.0,0.0,0.04996465081733132,0.011063684159587516,0.0,0.008110518549042708,0.031788398822562985,0.0,0.0032379052981806817,0.03446920058825255,0.0,0.0,0.0,0.06294376739713871,0.0,0.0,0.019524708817310506,0.019754807855317223,0.008414393234838608,0.0,0.014105919443527015,0.003641269209741854,0.0143990907572741,0.009874722573358518,0.0,0.0,0.0,0.005393522910197586,0.0,0.0,0.023355402790300153,0.0,0.007584778764350208,0.004395257374849587,0.022816923770330382,0.0,0.0010615639244337003,0.0,0.0,0.0,0.0,0.0,0.0015898203816915066,0.009752566541710356,0.003989601367637998,0.0,0.0,0.010779632155902549,0.011814086429176317,0.0021222270266941672,0.0017533227486371717,0.0,0.0,0.0,0.01974792792280474,0.014323687585239386,0.0,0.0,0.0029513577885486473,0.011093605168824756,0.007671378574442046,0.0,0.0042167228307136125,0.02471712197446235,0.0,0.0,0.0,0.0007188368115123849,0.0017392980323599958,0.0,0.05600981619433867,0.0,0.0,0.07017951235002073,0.0,0.0,0.0,0.014832222453046006,0.0,0.0,0.0,0.0,0.005795094012341484,0.028184798785101828,0.0,0.004725399846429231
pchol_hs,0.0,0.0013525137807930425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057815378798481394,0.0,0.0,0.0,0.0,0.0,0.0006855298358619722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.283751487544605e-05,0.0002532237141294105,0.0,0.0007468491264209624,0.0,0.0,0.0,0.0,0.0,0.0,4.1873026880720804e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5952871820563384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.130262373748243e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003124605099761425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027331680298092456,0.0,5.8339309750753514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013274939953511803,0.0,0.0,0.0,0.0004995729065422101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011488819002247468,0.0,0.0,0.0,8.155460537957798e-05,0.0,0.0,0.0002486962135230966,0.0,0.0,0.0,0.0
val-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dgmp,0.0007094595391632287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007345023756584231,0.0002634749969213839,0.0,7.190055187661786e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033051758268819767,0.0,0.0,0.0,7.893744901819412e-05,0.0,0.0,0.0003712421644485736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009602197879614482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003454360180239775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15389570328369e-08,0.0,0.00029985641952824595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005876210377258314,0.0008340913467555805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011390188046321092
atp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000503334817564876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045779958990497204,0.0,0.0,0.0,0.0,0.0,0.0,0.0010774915667153748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002656896626090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asn-L,0.0,0.0,0.0,0.0,0.006286896378364536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006648370460059711,0.0,0.0013102999352637883,0.0,0.005204569894409543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003684889984910732,0.0,0.0,0.003918384849223293,0.0,0.0,0.00404705954282852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010188124309437677,0.0031772812897843004,0.0,0.005994953967331579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022532437854688118,0.0,0.0,0.0038520327757464857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008286103439436238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005834183254363221,0.0,0.0,0.0,0.0,0.0,0.002844788531676912,0.0,0.0
gln-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008983241319690094,0.010083456183420951,0.0,0.010805813535550247,0.0,0.0,0.0,0.0,0.0,0.0,1.399631307647979e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008441349724398455,0.0,0.001135513473871133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008508564969883541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006549259820083903,0.0,0.0005651403522334585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013100729068410774,0.0034014793924871806,0.0,0.009884968000669608,0.0,0.0,0.0,0.0,0.00040549689462147194,0.005728401839185477,0.0,0.0,0.001447767830438468,0.003329481068767915,0.0,0.0,0.0,0.006015972460187523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004726667807749309,0.0,0.0,0.0,0.00929515376387734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010129701546111819,0.0,0.0,0.0,0.0,0.0,0.007302631687080061,0.0,0.0,0.0
met-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tyr-L,0.0,0.0,0.016943678796531726,0.05319752974016982,0.02171273020342093,0.016909749165239116,0.0,0.006835882554545125,0.04758261411400484,0.0,0.047270850670502844,0.0,0.033959342616786695,0.021965189745581343,0.008372197228241408,0.030015845169418662,0.020520092761974376,0.0,0.0041951304046156865,0.005132728239743718,0.036257166088591995,0.023691218790403715,0.0,0.024906618534337052,0.0,0.002444075513852916,0.03315502593169807,0.018752404805291886,0.0,6.846955208248774e-05,0.03913531196045324,0.0026822196513832507,0.011660267424893596,0.0342002146058076,0.061544523067958164,0.006839946816165843,0.018009554916700622,0.0013756569548896774,0.04339305622697276,0.0,0.011019494062280751,0.027349636225662888,0.008700885172029925,0.03301573505674328,0.057941572834701145,0.0,0.0,0.008180320832711939,0.017793751589203165,0.01402299153988536,0.0,0.004751220032317879,0.015519406818515427,0.021344838163548048,0.0,0.034495392577709255,0.0,0.012640324345954206,0.007504624118428205,0.012501720426441569,0.020169234109836478,0.006741747390982131,0.0005867864066575678,0.010358779722470055,0.005245000974579546,0.018332741962641144,0.02339562158781911,0.0,0.04465917423770315,0.04501681658785439,0.0,0.03479823406372473,0.0,0.0,0.0,0.0,0.010532768033677762,0.024658766490419995,0.006793386474816172,0.02148328444119886,0.004483993165122919,0.02010659555693664,0.032901375704333914,0.008426755285521335,0.03133615082366742,0.023686351984849644,0.0,0.0,0.0,0.0,0.01634159079687071,0.0031062810908133293,0.0,0.0,0.00454184541887534,0.0,0.017333826221623962,0.026952749821093903,0.021189497764044028,0.0,0.0014113232589513568,0.018058242025324533,0.03206248742579753,0.0,0.0,0.022442714154233476,0.0,0.002208778375756472,0.0240026244262707,0.0,0.0,0.0,0.01607738175953367,0.0,0.0,0.0165193684352255,0.0,0.036901492951519475,0.0381582824146912,0.00867392427607825,0.0
asp-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003985764920590059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
