,2C_to_32cell_embryo4_5_k0.1_r0.01,1C_to_2cell_embryo11_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_7_split2_k0.1_r0.01,1C_to_2cell_embryo12_2_split2_k0.1_r0.01,1C_to_2cell_embryo5_1_split2_k0.1_r0.01,1C_to_2cell_embryo3_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_4_split2_k0.1_r0.01,2C_to_32cell_embryo1_4_split1_k0.1_r0.01,2C_to_32cell_embryo2_5_split1_k0.1_r0.01,1C_to_2cell_embryo4_1_split1_k0.1_r0.01,2C_to_32cell_embryo3_4_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_12_k0.1_r0.01,1C_to_2cell_embryo10_1_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_18_k0.1_r0.01,1C_to_2cell_embryo4_2_split2_k0.1_r0.01,1C_to_2cell_embryo11_2_split2_k0.1_r0.01,1C_to_2cell_embryo12_1_split1_k0.1_r0.01,2C_to_32cell_embryo5_5_k0.1_r0.01,2C_to_32cell_embryo1_3_split1_k0.1_r0.01,2C_to_32cell_embryo1_6_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_6_k0.1_r0.01,2C_to_32cell_embryo4_3_k0.1_r0.01,2C_to_32cell_embryo1_5_split2_k0.1_r0.01,1C_to_2cell_embryo9_1_split2_k0.1_r0.01,2C_to_32cell_embryo1_5_split1_k0.1_r0.01,2C_to_32cell_embryo1_3_split2_k0.1_r0.01,1C_to_2cell_embryo6_1_split2_k0.1_r0.01,2C_to_32cell_embryo4_1_k0.1_r0.01,1C_to_2cell_embryo1_1_split2_k0.1_r0.01,2C_to_32cell_embryo2_9_split1_k0.1_r0.01,2C_to_32cell_embryo1_2_split2_k0.1_r0.01,2C_to_32cell_embryo2_5_split2_k0.1_r0.01,2C_to_32cell_embryo1_8_split1_k0.1_r0.01,1C_to_2cell_embryo8_1_split1_k0.1_r0.01,1C_to_2cell_embryo3_2_split2_k0.1_r0.01,2C_to_32cell_embryo6_4_k0.1_r0.01,2C_to_32cell_embryoMixed_15_k0.1_r0.01,1C_to_2cell_embryo6_1_split1_k0.1_r0.01,1C_to_2cell_embryo7_1_split2_k0.1_r0.01,2C_to_32cell_embryo1_7_split2_k0.1_r0.01,1C_to_2cell_embryo2_1_split2_k0.1_r0.01,1C_to_2cell_embryo11_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_13_k0.1_r0.01,2C_to_32cell_embryo1_8_split2_k0.1_r0.01,1C_to_2cell_embryo11_1_split2_k0.1_r0.01,1C_to_2cell_embryo9_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_24_k0.1_r0.01,2C_to_32cell_embryo2_10_split2_k0.1_r0.01,1C_to_2cell_embryo6_2_split2_k0.1_r0.01,2C_to_32cell_embryo2_1_split2_k0.1_r0.01,1C_to_2cell_embryo5_2_split1_k0.1_r0.01,2C_to_32cell_embryo6_1_k0.1_r0.01,1C_to_2cell_embryo1_1_split1_k0.1_r0.01,1C_to_2cell_embryo7_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_22_k0.1_r0.01,1C_to_2cell_embryo3_2_split1_k0.1_r0.01,2C_to_32cell_embryo2_7_split1_k0.1_r0.01,1C_to_2cell_embryo10_1_split2_k0.1_r0.01,2C_to_32cell_embryo4_2_k0.1_r0.01,2C_to_32cell_embryo1_7_split1_k0.1_r0.01,2C_to_32cell_embryo6_8_k0.1_r0.01,1C_to_2cell_embryo8_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_9_k0.1_r0.01,2C_to_32cell_embryo6_3_k0.1_r0.01,1C_to_2cell_embryo4_1_split2_k0.1_r0.01,1C_to_2cell_embryo10_2_split2_k0.1_r0.01,2C_to_32cell_embryo6_6_k0.1_r0.01,1C_to_2cell_embryo9_1_split1_k0.1_r0.01,2C_to_32cell_embryo1_2_split1_k0.1_r0.01,2C_to_32cell_embryo1_4_split2_k0.1_r0.01,2C_to_32cell_embryo2_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_9_split2_k0.1_r0.01,2C_to_32cell_embryo2_8_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_10_k0.1_r0.01,2C_to_32cell_embryo2_8_split1_k0.1_r0.01,1C_to_2cell_embryo3_1_split2_k0.1_r0.01,2C_to_32cell_embryo5_3_k0.1_r0.01,2C_to_32cell_embryo1_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_4_split1_k0.1_r0.01,1C_to_2cell_embryo8_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_2_k0.1_r0.01,2C_to_32cell_embryoMixed_7_k0.1_r0.01,1C_to_2cell_embryo7_1_split1_k0.1_r0.01,1C_to_2cell_embryo2_2_split1_k0.1_r0.01,2C_to_32cell_embryo2_10_split1_k0.1_r0.01,2C_to_32cell_embryo6_7_k0.1_r0.01,1C_to_2cell_embryo8_2_split1_k0.1_r0.01,2C_to_32cell_embryo6_5_k0.1_r0.01,2C_to_32cell_embryo4_4_k0.1_r0.01,1C_to_2cell_embryo6_2_split1_k0.1_r0.01,1C_to_2cell_embryo4_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_8_k0.1_r0.01,2C_to_32cell_embryoMixed_16_k0.1_r0.01,2C_to_32cell_embryo5_4_k0.1_r0.01,1C_to_2cell_embryo2_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_20_k0.1_r0.01,2C_to_32cell_embryoMixed_21_k0.1_r0.01,2C_to_32cell_embryo3_4_split2_k0.1_r0.01,1C_to_2cell_embryo10_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_5_k0.1_r0.01,2C_to_32cell_embryo1_6_split1_k0.1_r0.01,2C_to_32cell_embryo3_2_split2_k0.1_r0.01,2C_to_32cell_embryo1_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_11_k0.1_r0.01,1C_to_2cell_embryo1_2_split2_k0.1_r0.01,1C_to_2cell_embryo2_1_split1_k0.1_r0.01,1C_to_2cell_embryo1_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_4_k0.1_r0.01,1C_to_2cell_embryo12_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_1_k0.1_r0.01,2C_to_32cell_embryo6_2_k0.1_r0.01,1C_to_2cell_embryo5_2_split2_k0.1_r0.01,1C_to_2cell_embryo9_2_split2_k0.1_r0.01,1C_to_2cell_embryo5_1_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_23_k0.1_r0.01,2C_to_32cell_embryoMixed_3_k0.1_r0.01,1C_to_2cell_embryo7_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_14_k0.1_r0.01,1C_to_2cell_embryo12_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_19_k0.1_r0.01,2C_to_32cell_embryoMixed_17_k0.1_r0.01
thr-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gmp,0.0,0.0013230490625769482,0.0,0.001977756397026575,0.0,0.0,0.0003248044005587903,0.0,0.0,0.0,0.0,0.0009246483468191007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015600423210846675,0.0005519108761800953,0.0,0.0,0.0006314328906845429,0.0,0.0,0.0,0.0,0.0007024541809712621,0.0,0.0,0.0,0.0,0.0,0.0,0.0026813848386374618,0.0,0.0,0.0,0.0019020512421745286,0.0003200711386344097,0.000410845196921111,0.0,0.0,0.000627657502496808,0.0,0.0,0.0,0.0018903709262436633,0.0,0.000747267596361865,0.001519535083331953,0.0,0.0006288560817978388,0.0,0.0,0.0,0.0,0.0,0.0031728852206130307,0.0,0.0,0.002234999273757064,0.0,0.001849523470423108,0.0037841610110673695,0.0019128850894460793,0.0,0.0,0.0,0.0,0.0,0.005557735745927606,0.0,0.00019874006978367066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019841036426468607,0.0024852868030388634,0.0,0.0010889272900221198,0.004463697071788282,0.0,0.0015382246285113163,0.0,0.0020404410677645687,0.005328213788852678,0.0008221446476933793,0.0,0.004076826986400454,0.0,0.0028462377084798834,6.554378419823176e-05,0.0,0.00106323710895553,0.0033743895353850516,0.0,0.0005595036539791413,0.006580944867878421,0.0,0.0031099101780744202,0.0013006308558896479,0.002567362109971144,0.0,0.0,0.0,0.0,0.0029749992954223796,0.005173667135776408,0.0,0.0001482271986853226,0.0,0.0,0.0,0.00047648311090244585
his-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pro-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001197172771325694,0.0,0.0,0.0,0.0,0.0,0.0007301794959723567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015544430925570909,0.0,0.0,0.0,0.007780700802941044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015544047828868968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027434037457150784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phe-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gh,5.4041818874649004e-05,0.0,0.00024331623803354292,0.0,8.120654344201392e-05,6.593620879481324e-05,0.00046872461910234947,0.0008368326456197348,0.0,0.0006364196583343347,0.0007440148555681252,0.0002276474766276019,0.00021255347983198652,0.0006079919911762695,0.0011611207294416014,0.0,0.0,0.0007412175735980375,0.0008810692144596263,0.0004360154879939486,0.000566447368413045,0.00030311820157197814,0.0004643564054872603,0.0007900986179471944,0.00012092910038317763,0.0,0.0002501180046817262,0.0008951987059726983,0.0,0.0002349773393951464,0.00019584140021492312,0.0,0.0003906888010982544,9.983538375256093e-05,0.0008364895657708266,0.00033362821782613797,0.00031590275963471376,0.0008451928389243574,0.0,0.00032601660498110774,0.0004733716971621651,0.0005720541861112649,0.0,0.00027456672709547656,0.0005479182771856805,0.0,0.00010302802569908109,0.0006488865694656113,0.0013288874619680146,0.0008823988415914735,0.0,0.000820566246675209,0.0,0.00012415580287912246,0.0003050371081781552,0.00034639413911153005,0.0005632754443791255,0.00024221589971454437,0.00024863081442695655,0.0,0.0006440343738386387,0.0,0.0004213083775960862,0.00045476596601151334,0.0,0.0003895469165793029,0.0006091464127236129,0.0,0.00047368771539612177,0.0,0.0006976360870304395,0.0,0.0009116634212609308,0.00014580586022930025,0.00017639177672284807,0.0,0.0004185815958287441,0.00041838857131618176,0.0004106695312650687,0.0006194004279707873,0.0006583751748958115,0.0,0.0015328505805287929,0.00033852182933632004,0.0007689361416859565,0.0002407024851120879,0.0,0.0,0.00018344788771021712,0.00032300927779837667,0.000384308685333506,0.0007397516267254716,0.0,0.0002835512841968782,0.00019753004817558406,0.0,0.0009636212139651606,0.0009650937513464941,0.00025815393113378505,4.359466694390445e-05,0.00041572944942222544,0.00026603661488728685,0.0003511755287892716,0.0006017488923557492,3.504066241203305e-05,0.0005600519178800855,5.071740325089439e-05,0.0006498884829893331,0.0003841565913179199,0.00044038230181197777,0.0003722517346883739,0.0,5.532908069483403e-05,0.0,0.00012722740466776666,3.971772636816268e-05,0.0,0.0005725118001941742,0.0006598172601079602,0.0010026554780166472,0.00047730069423939807
ump,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ser-L,0.0,0.0,0.0,0.015792986554750046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003378943739123417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005920635269223474,0.0,0.0,0.0,0.0,0.0,0.0,0.015376938571307563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008127508574244963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ala-L,0.0,0.03581370136291472,0.0,0.00926876850131146,0.0,0.002391323136043242,0.0009972744532425121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010340480867076467,0.009255690570541736,0.0,0.0,0.0,0.0,0.006174296764784176,0.0,0.0030908973864413663,0.0,0.0,0.0,0.0,0.0055652215681125045,0.0067905806694943125,0.0,0.0012208759027019555,0.03843647976664023,0.013351844165484674,0.0,0.0,0.0,0.0,0.0,0.0,0.003156123806430365,0.0,0.0,0.03117376558826019,0.008355273881899918,0.017648537659216177,0.0,0.0,0.005635452349484919,0.0,0.017528314722713916,0.0,0.0,0.0,0.0,0.01574083901748551,0.007542555447489371,0.0,0.0,0.0027949485592748922,0.0,0.00011654987043819403,0.0,0.0005130046326506741,0.0,0.0,0.0,0.0,0.0,0.0,0.00880613472219626,0.0,0.0,0.0,0.01201187391863896,0.0,0.0,0.017568342536212422,0.00021676933115159555,0.003737459450474686,0.0,0.012996062498778726,0.0,0.001485765534250529,0.042031657875826633,0.01039796270891657,0.0,0.0,0.0,0.0,0.0,0.0,0.0015462168911177124,0.0,0.0,0.0,0.006905420658649768,0.0,0.0,0.0,0.0,0.0,0.0,0.000503554518900314,0.0,0.0,0.006640315084647606,0.0,0.0,0.0,0.0005963876464487285,0.007814222641888151,0.0,0.0,0.0,0.0
nadph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004601542142433875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029676566233016724,0.0,0.0,0.0,0.0,0.000995439490073648,0.0,0.0,0.0,0.0,0.0,0.0,0.0032710782321667535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.238139320529388e-05,0.0,0.0,0.0,0.0,0.000846140818136862,0.0,0.0,0.0016007666250988234,0.0,0.00032749049140969494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031967350241070747,0.0,0.0,0.0,0.0,2.4448764454749313e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014413841996679513,0.0,0.0,0.0,0.0,0.0,0.0,0.0006385270836733789
pail_hs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cys-L,0.0,0.0,0.002388206739837126,0.025714835214064487,0.0010909906924711837,0.0005682741775548671,0.006480914451873587,0.0,0.0009283045641944589,0.0,0.0,0.00662498313139559,0.0,0.0,0.01805433925109313,0.0,0.0,0.0,0.004863389076015783,0.0,0.011852445194715212,0.01199650441099498,0.00023107096193328134,0.002556093848070984,0.0,0.0,0.030257845289055327,0.004110497357195078,0.0,0.005317499409885114,0.0,0.0,0.0,0.007947077607842176,0.004077159481044033,0.0,0.012617482524979044,0.0,0.0,0.0,0.014776472388733485,0.015773657237022468,0.0014251430207310976,0.0,0.0,0.0,0.003820966831019187,0.0,0.013916899512371907,0.01888791580133437,0.0,0.004714646241220946,0.02166180613870235,0.0,0.0028581361520227857,0.0,0.006185880562284223,0.0,0.0034314703765553293,0.0,0.010160383674511442,0.0,0.008943603461095498,0.009325063935777473,0.0,0.0008721129406926041,0.012070868560425793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003032926089276325,0.0,0.0,0.0,0.0,0.0,0.015996579350097878,0.0,0.0,0.0,0.0025209440484273747,0.0,0.00580918740637815,0.006759319705288036,0.0,0.0059888051452426936,0.001974679755165239,0.0,0.0,0.018678494181246882,0.0,0.0,0.0,0.016288417800528237,0.0008607909472586891,0.011523524542597996,0.0,0.0010802920674269397,0.0,0.003873989115789256,0.03339700477955418,0.0,0.0,0.0,0.0036657227469939113,0.0,0.0,0.01008551395286747,0.0,0.0,0.002432733955304601,0.0,0.005717390274866592
ile-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xolest_hs,0.0,0.001192218790570769,0.0,0.0,0.0,0.0,3.954497519963526e-06,0.0,0.000822850990436274,0.0,0.0010361201039569053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001779182940251053,0.00030289142274179633,0.0,3.077022223319302e-05,0.0,6.372294527110661e-05,0.0,0.00024844950497530396,0.0,0.0,0.0011433026769019793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.501057081117017e-05,0.0,0.0,0.0010078862232144267,0.0,0.0007187049230935508,0.0,0.0,6.925745850101495e-05,0.00015954932609427416,0.0,0.0013767456568390315,0.0013214087654840037,0.0,0.0,0.0,6.687582780239464e-05,0.0,0.0,0.0,0.00044945351685910195,0.0016053702261282971,0.0,0.0,0.0,0.0,0.0,0.0,0.0010484282845436657,0.0,0.0,2.3785516192023635e-05,0.0,0.000520725358887037,0.0,0.0,0.0,0.0010159224988103286,8.455936492067422e-05,0.0,0.0,0.0001269919854462837,0.0,0.0,0.00030613880871559223,0.0010164652101124112,0.0,0.0,0.0,0.0,0.0,0.0,0.0006776962023680087,0.0,0.0,0.00024923636342746836,0.0,0.0,0.0,0.00042065732318970233,0.0,3.83533466886762e-05,0.0007871270107244907,2.1180022408590243e-05,0.0002270387950764753,0.0005476127435822031,0.0,0.0,0.0,0.0,0.0,0.00035195187334755593,0.0,0.0,0.0008094752017688897,0.0,0.0,0.0010486146885358954,0.0,0.0,0.0006451829500103204
lys-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amet,0.0,0.0046935869666578445,0.0,0.0,0.00018385952354580532,0.0,0.0003032878533821908,0.0,0.0,0.0,0.0,0.0001670313074947725,6.625203950838416e-05,0.0,0.0,0.0,0.0,0.0,0.0003681019691694513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007043119412734183,0.0,5.952270569345531e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43390989516223e-05,0.0,0.0,0.0,0.0,0.0,0.005198448364673085,0.0014097920571479398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007195475510525292,0.0,0.0008830496800708949,0.0012946369884005073,0.0,0.0,0.0,0.0,7.769526051140034e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.404915735847482e-05,0.0012056912039616647,0.0,0.0,0.0002591545618378844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000947371396658494,0.0,0.0,0.0,0.0,0.0006355571510192811,0.0012706106747701553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038776862929031976,0.0,0.0,0.0,0.0,0.0,0.00012509102554617664,6.302202007285043e-05,0.0,1.7762560448406014e-05,0.0,0.0,0.0,0.0013424418591423434,0.0,0.0,0.0,0.0003411974450619466
