,2C_to_32cell_embryo4_5_k0.1_r0.01,1C_to_2cell_embryo11_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_7_split2_k0.1_r0.01,1C_to_2cell_embryo12_2_split2_k0.1_r0.01,1C_to_2cell_embryo5_1_split2_k0.1_r0.01,1C_to_2cell_embryo3_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_4_split2_k0.1_r0.01,2C_to_32cell_embryo1_4_split1_k0.1_r0.01,2C_to_32cell_embryo2_5_split1_k0.1_r0.01,1C_to_2cell_embryo4_1_split1_k0.1_r0.01,2C_to_32cell_embryo3_4_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_12_k0.1_r0.01,1C_to_2cell_embryo10_1_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_18_k0.1_r0.01,1C_to_2cell_embryo4_2_split2_k0.1_r0.01,1C_to_2cell_embryo11_2_split2_k0.1_r0.01,1C_to_2cell_embryo12_1_split1_k0.1_r0.01,2C_to_32cell_embryo5_5_k0.1_r0.01,2C_to_32cell_embryo1_3_split1_k0.1_r0.01,2C_to_32cell_embryo1_6_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_6_k0.1_r0.01,2C_to_32cell_embryo4_3_k0.1_r0.01,2C_to_32cell_embryo1_5_split2_k0.1_r0.01,1C_to_2cell_embryo9_1_split2_k0.1_r0.01,2C_to_32cell_embryo1_5_split1_k0.1_r0.01,2C_to_32cell_embryo1_3_split2_k0.1_r0.01,1C_to_2cell_embryo6_1_split2_k0.1_r0.01,2C_to_32cell_embryo4_1_k0.1_r0.01,1C_to_2cell_embryo1_1_split2_k0.1_r0.01,2C_to_32cell_embryo2_9_split1_k0.1_r0.01,2C_to_32cell_embryo1_2_split2_k0.1_r0.01,2C_to_32cell_embryo2_5_split2_k0.1_r0.01,2C_to_32cell_embryo1_8_split1_k0.1_r0.01,1C_to_2cell_embryo8_1_split1_k0.1_r0.01,1C_to_2cell_embryo3_2_split2_k0.1_r0.01,2C_to_32cell_embryo6_4_k0.1_r0.01,2C_to_32cell_embryoMixed_15_k0.1_r0.01,1C_to_2cell_embryo6_1_split1_k0.1_r0.01,1C_to_2cell_embryo7_1_split2_k0.1_r0.01,2C_to_32cell_embryo1_7_split2_k0.1_r0.01,1C_to_2cell_embryo2_1_split2_k0.1_r0.01,1C_to_2cell_embryo11_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_13_k0.1_r0.01,2C_to_32cell_embryo1_8_split2_k0.1_r0.01,1C_to_2cell_embryo11_1_split2_k0.1_r0.01,1C_to_2cell_embryo9_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_24_k0.1_r0.01,2C_to_32cell_embryo2_10_split2_k0.1_r0.01,1C_to_2cell_embryo6_2_split2_k0.1_r0.01,2C_to_32cell_embryo2_1_split2_k0.1_r0.01,1C_to_2cell_embryo5_2_split1_k0.1_r0.01,2C_to_32cell_embryo6_1_k0.1_r0.01,1C_to_2cell_embryo1_1_split1_k0.1_r0.01,1C_to_2cell_embryo7_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_22_k0.1_r0.01,1C_to_2cell_embryo3_2_split1_k0.1_r0.01,2C_to_32cell_embryo2_7_split1_k0.1_r0.01,1C_to_2cell_embryo10_1_split2_k0.1_r0.01,2C_to_32cell_embryo4_2_k0.1_r0.01,2C_to_32cell_embryo1_7_split1_k0.1_r0.01,2C_to_32cell_embryo6_8_k0.1_r0.01,1C_to_2cell_embryo8_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_9_k0.1_r0.01,2C_to_32cell_embryo6_3_k0.1_r0.01,1C_to_2cell_embryo4_1_split2_k0.1_r0.01,1C_to_2cell_embryo10_2_split2_k0.1_r0.01,2C_to_32cell_embryo6_6_k0.1_r0.01,1C_to_2cell_embryo9_1_split1_k0.1_r0.01,2C_to_32cell_embryo1_2_split1_k0.1_r0.01,2C_to_32cell_embryo1_4_split2_k0.1_r0.01,2C_to_32cell_embryo2_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_9_split2_k0.1_r0.01,2C_to_32cell_embryo2_8_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_10_k0.1_r0.01,2C_to_32cell_embryo2_8_split1_k0.1_r0.01,1C_to_2cell_embryo3_1_split2_k0.1_r0.01,2C_to_32cell_embryo5_3_k0.1_r0.01,2C_to_32cell_embryo1_1_split1_k0.1_r0.01,2C_to_32cell_embryo2_4_split1_k0.1_r0.01,1C_to_2cell_embryo8_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_2_k0.1_r0.01,2C_to_32cell_embryoMixed_7_k0.1_r0.01,1C_to_2cell_embryo7_1_split1_k0.1_r0.01,1C_to_2cell_embryo2_2_split1_k0.1_r0.01,2C_to_32cell_embryo2_10_split1_k0.1_r0.01,2C_to_32cell_embryo6_7_k0.1_r0.01,1C_to_2cell_embryo8_2_split1_k0.1_r0.01,2C_to_32cell_embryo6_5_k0.1_r0.01,2C_to_32cell_embryo4_4_k0.1_r0.01,1C_to_2cell_embryo6_2_split1_k0.1_r0.01,1C_to_2cell_embryo4_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_8_k0.1_r0.01,2C_to_32cell_embryoMixed_16_k0.1_r0.01,2C_to_32cell_embryo5_4_k0.1_r0.01,1C_to_2cell_embryo2_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_20_k0.1_r0.01,2C_to_32cell_embryoMixed_21_k0.1_r0.01,2C_to_32cell_embryo3_4_split2_k0.1_r0.01,1C_to_2cell_embryo10_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_5_k0.1_r0.01,2C_to_32cell_embryo1_6_split1_k0.1_r0.01,2C_to_32cell_embryo3_2_split2_k0.1_r0.01,2C_to_32cell_embryo1_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_11_k0.1_r0.01,1C_to_2cell_embryo1_2_split2_k0.1_r0.01,1C_to_2cell_embryo2_1_split1_k0.1_r0.01,1C_to_2cell_embryo1_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_4_k0.1_r0.01,1C_to_2cell_embryo12_2_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_1_k0.1_r0.01,2C_to_32cell_embryo6_2_k0.1_r0.01,1C_to_2cell_embryo5_2_split2_k0.1_r0.01,1C_to_2cell_embryo9_2_split2_k0.1_r0.01,1C_to_2cell_embryo5_1_split1_k0.1_r0.01,2C_to_32cell_embryoMixed_23_k0.1_r0.01,2C_to_32cell_embryoMixed_3_k0.1_r0.01,1C_to_2cell_embryo7_2_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_14_k0.1_r0.01,1C_to_2cell_embryo12_1_split2_k0.1_r0.01,2C_to_32cell_embryoMixed_19_k0.1_r0.01,2C_to_32cell_embryoMixed_17_k0.1_r0.01
dtmp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thr-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029493465891647333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gmp,0.0,0.00019343927336301474,0.0,0.0007927277885048456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005731678825332656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042114250799818784,0.0,0.0,0.0,0.00023958274436339887,0.0,0.0,0.0,0.0,0.0002790723014427156,0.0,0.0,0.0,0.0,0.0,0.0,0.001369871007282519,0.0,0.0,0.0,0.0014742292875724837,0.0,5.20639948950123e-05,0.0,0.0,4.910970401068954e-05,0.0,0.0,0.0,0.0010653286615358365,0.0,0.0,0.0002401026899733911,0.0,0.0005360827163722612,0.0,0.0,0.0,0.0,0.0,0.0023870620697651087,0.0,0.0,0.001986266959561142,0.0,0.0011664251568448939,0.002907514884414598,0.0016226203611824567,0.0,0.0,0.0,0.0,0.0,0.0040041053865123655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009188292115972923,0.001230926138384245,0.0,0.0007359815027494774,0.002691215802144686,0.0,0.0,0.0,0.0017173265002581673,0.0028380345215166186,0.0004457273743149867,0.0,0.0,0.0,0.001572869984187279,0.0,0.0,0.0007605388535666566,0.002047963442718941,0.0,0.0003350581718550606,0.0018078398110114688,0.0,0.0,0.0009600319891778471,0.0016227718056512491,0.0,0.0,0.0,0.0,0.001403971690036557,0.0018082778012172935,0.0,0.0,0.0,0.0,0.0,0.0001035433906200403
his-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.865792603093703e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pro-L,0.0,0.003328104785081636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022807095590956523,0.0,0.0,0.0,0.0,0.0,0.001852281041641984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011080184560196182,0.0018514717384945352,0.0,0.0,0.0,0.010446333326972408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025486476277110444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014949790836202874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003920376694887544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phe-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gh,4.936889453286967e-05,0.0,0.00023883095292470333,0.0,4.780799742720234e-05,5.983281143227448e-05,0.000504703611084251,0.0008642392875524316,0.0,0.0004314572924045397,0.000759525547579008,0.00025800799932768894,0.00023713554032671655,0.0005938096021641118,0.0011619569689970562,0.0,0.0,0.0007546634543564684,0.0008706725966208331,0.0005276639211130116,0.0007815534425180309,0.00040331086671229887,0.00045355038844703457,0.000864754281343981,0.0001677655027919056,0.0,0.00022202166846369762,0.0009025171708988319,0.0,0.00028611888803579304,0.0002427601572884714,0.0,0.00042421473141616316,0.00018830915659371968,0.0008558478964034777,0.0004097826906868285,0.0004630407177280109,0.0008933623364042771,0.0,0.00032091473947102044,0.0005443011181853741,0.0005876517964580418,0.0,0.0002919053367732524,0.000618690371772912,0.0,9.436812512279887e-05,0.0006490690405888924,0.001329222719347313,0.0010312630465111937,0.0,0.0008723195706634267,4.888622841287828e-05,0.00013530448655539,0.00030911258738673875,0.0003390546173592622,0.0005582722102925084,0.00027553298093226997,0.00024460743896917973,0.00016618130312145532,0.0007628402347717487,0.0,0.0004186068161170421,0.00048103406990750673,0.0,0.00045975869786612095,0.0007365272657984225,0.0,0.0005280353820136044,0.0,0.000674119544902439,0.0,0.000873204589665911,0.0003094103002484771,0.00017491164557682665,0.0,0.00043219820917024434,0.0004620262698824424,0.00040450490042170354,0.0006599056210018474,0.0006830524994845546,0.0,0.0015358134752969303,0.00048795197282088416,0.000982164712968206,0.00028963866003459365,0.0,0.00021825101499681833,0.0001812341910936268,0.0002876482294404254,0.0003764203272046204,0.0008242631100257908,0.00013112833635654813,0.0003148202338847283,0.0001813550363792552,0.0001540986972718605,0.0009655860920236034,0.0011705199371740062,0.00035603078210807705,5.57023603304467e-05,0.00048092983346899093,0.0003984330357146196,0.00036403451857708053,0.0006254150238558491,0.0005847875257678087,0.0005641758449952731,0.0001973992298703549,0.000740464146969149,0.0005478674510141114,0.00047013763091456265,0.0003974834970372541,0.0,3.1294624499835954e-05,0.0,0.000647761570683179,0.00014696026167844206,0.0,0.0006251816286849836,0.0006355699853972409,0.001018945279896978,0.0004982180540688858
ump,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ser-L,0.0,0.0,0.0,0.020286304760453205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004137072852190152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006719566493363355,0.0,0.0,0.0,0.0,0.0,0.0,0.015268244030915748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010122774189803734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014907696051903849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ala-L,0.0,0.05417227720889828,0.0,0.016807029185569488,0.0,0.00501267731466999,0.003474349362143001,0.0,0.002784431730631255,0.0,0.004210696506237229,0.0,0.0,0.0,0.0025208149654100754,0.0,0.0,0.0,0.0,0.005596210779096122,0.01923062937146364,0.015332883799767449,0.0,0.0008329185641950627,0.0,0.0,0.00960465935327807,0.0012920690273672763,0.009478949845400358,0.002537587066008363,0.0,0.0,0.0,0.011034173504563878,0.01346297668457874,0.003677691626808547,0.0096724577652337,0.046055501664555576,0.02002725444828137,0.0,0.0,0.0,0.004186776706884638,0.0,0.0,0.013060420476254457,0.0,0.0025196869426582667,0.036050501010535814,0.016783381935601745,0.028467684620881,0.0,0.0034044645561163572,0.00836460165701084,0.0013393371314780861,0.024081372623067848,0.0009419707455059797,0.0,0.0,0.0,0.0240158442049927,0.01807238857606878,0.0,0.0,0.013706235203565044,0.002452103016580108,0.0084915462867244,0.0,0.011894812703527964,0.004835958205139338,0.002179062460116276,0.0,0.0,0.009237192764585065,0.0,0.014786935050147623,0.002660014750440626,0.0,0.0,0.016725042066483713,0.0,0.0,0.023800520990642608,0.006545650392933549,0.012491857345572567,0.0,0.018949450585107303,0.013911653000129918,0.0025704960671822635,0.06427215193354391,0.013635660973765003,0.002242840235249481,0.01167831996364377,0.0011000883623718182,0.0,0.0,0.0,0.010125752469994724,0.0,0.0,0.0,0.015439127005687562,0.0,0.0012116151928390786,0.0,0.003229126149147439,0.011581461609201428,0.0022498798975628385,0.006833751343321809,0.0,0.0,0.020071616149638975,0.0,0.0035683649431029144,0.022647644261149735,0.00722641331444719,0.016514836892461887,0.011821943529884353,0.0,0.0,0.0
nadph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004931911417936511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031809827060665743,0.0,0.0,0.0,0.0,0.0010260340412474207,0.0,0.0,0.0,0.0,0.0,0.0,0.0037466769898608313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6513433423676595e-05,0.0,0.0,0.0,0.0,0.0011577430835918473,0.0,0.0,0.0016076571048092897,0.0,0.0003484806277679953,0.00011477513704836166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003699219071820614,0.0,0.00035785808307311985,0.0,0.0,0.0,0.0,0.00015179110089545773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006752509467065111
pail_hs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cys-L,0.013645534937259531,0.026196399729141395,0.008057972997734732,0.04994356009890332,0.015587136816701454,0.007797965846119865,0.01168689249964503,0.014049200437899747,0.026040950815635736,0.0,0.02576034293877027,0.011180369943798337,0.0,0.020316049185228367,0.03142523730410816,0.0,0.008813766066555697,0.012335013677767574,0.012067722715847403,0.01837759040023721,0.03041143645262571,0.02633557983482495,0.019378915920898868,0.01314732315376089,0.005321368265806059,0.0050015547876487015,0.039654253651328665,0.014961389231375657,0.011726748983536532,0.010611097838743918,0.018754223152970463,0.007123677033598583,0.012428296012744472,0.02203265810264006,0.022206536339638372,0.018011819262275464,0.029891930500034875,0.0,0.0,0.01219042171440079,0.025473715295315624,0.028510737353444122,0.020273965688112877,0.019943375404375054,0.011641419618491928,0.015496617883746764,0.005957541457440824,0.017849847006098866,0.025770418413193146,0.03472787550288084,0.004318294515278347,0.019217766574808434,0.03916508287159972,0.0,0.006246182069471878,0.0,0.011027996007321014,0.006014524585840645,0.008592292816417319,0.014419445532182301,0.02859747912105555,0.0,0.011083560969192899,0.026523143522032635,0.0,0.011018319536924023,0.027928899649720777,0.0,0.01813231417611444,0.012462703382842616,0.010939726957472699,0.015619564172306701,0.01807918985717095,0.023778245409080308,0.015444156705331825,0.011734866264868003,0.016792068253808176,0.011086442264252318,0.008381222042656154,0.004761372098418235,0.013046544685978477,0.010781704454330443,0.0,0.01183839053011831,0.03452698385464808,0.012168604977276726,0.0,0.026205004867225806,0.0046558759734394465,0.02124019594071733,0.014673156470028488,0.023554894082171658,0.023587102963003613,0.011944510881139642,0.011222932359877747,0.03769670965245335,0.013793735589545412,0.036114075339408705,0.0,0.01741171530261143,0.01628808676160397,0.033183236020569815,0.022449498056349493,0.014798087430761546,0.05766317967895812,0.021406117958254152,0.04770543586776162,0.022214244482533434,0.04929187608188383,0.014326755512905952,0.015588133254928773,0.0,0.013210138458068035,0.005753896599458645,0.028763521673115754,0.026400340285322343,0.010001182478891769,0.019623264093586383,0.014207282683872651,0.014759000154902658,0.011703508206703149
ile-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xolest_hs,0.0,0.0012815573461655257,0.0,0.0,0.0,0.0,0.0,0.0,0.0008317257176722314,0.0,0.0009662949128217182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001355782288454187,0.00035705969167339414,0.0,3.587067925262465e-05,0.0,4.425615306217938e-05,0.0,0.00025890872747690464,0.0,0.0,0.0011288338099603372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011761838276815545,0.0,0.0,0.001029116735119479,0.0,0.0007732827729758063,0.0,0.0,7.108320209219494e-05,0.00017186719453854396,0.0,0.0014057137945453816,0.0013187633946629147,0.0,0.0,0.0,5.2679137738882855e-05,0.0,0.0,0.0,0.0004367919198328459,0.0015932939766522903,0.0,0.0,0.0,0.0,0.0,0.0,0.001059246467399982,0.0,0.0,0.0,0.0,0.0006020701706368085,0.0,0.0,0.0,0.0010412544068140875,8.498783563251805e-05,0.0,0.0,4.729920478057623e-05,0.0,0.0,0.0002588103601187439,0.0010457960134028766,0.0,0.0,0.0,0.0,0.0,0.0,0.0006637761652255381,0.0,0.0,0.00040216117358844104,0.0,0.0,0.0,0.0003637656598455021,0.0,0.0,0.000802532150316974,7.920621620808937e-06,0.0005061216883884012,0.000522585753215505,0.0,0.0,0.0,0.0,0.0,0.0003117595369059568,0.0,0.0,0.0008650158201477661,0.0,0.0,0.00106038530010041,0.0,0.0,0.0006603720676356499
lys-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amet,0.0,0.005211912936829251,0.0,0.0,0.00019530186480446325,0.0,0.0004133847727807388,0.0,0.0,0.0,0.0,0.0001978933839642748,0.00018202516013598902,0.0,0.0,0.0,0.0,0.0,0.00036936569881329003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008447665216573127,0.0,0.00010127605045149689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002628683610389521,0.0,0.0,0.0,0.0,0.0,0.005424330069847335,0.0014099922255094402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007014157720670163,0.0,0.0008808849519081639,0.0013926906936677413,0.0,0.0,0.0,0.0,7.820908956946846e-05,0.0,0.0,0.0,0.0,0.00023464741639089642,0.0,0.0,0.0,0.0,0.0,0.0,0.00022756166768756874,0.0012739946266308688,0.0,0.0,0.0002943400866060187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009350833731251492,0.00011243850288056111,0.0,0.0,0.0,0.0006549590860202013,0.0012809666158915425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004364008871668269,0.0,0.0,0.0,0.0,0.0,0.00016951441723564813,0.00013467430923733636,0.0,0.0,0.0008412262887234631,0.0,0.0,0.0015128684039520364,0.0,0.0,0.0,0.00034263437528139214
