upgenes
Klf6
Dlat
Sdhd
Gpr107
Tspan32
Mid2
Trim25
Mnt
Hddc2
Cdh1
Ckmt1
Alox12
Arvcf
Comt
Dbt
Rnf17
Ccm2
Tbrg4
Ndufa9
Galnt1
Gpa33
Itga5
Hnrnpd
Krit1
Hk2
Kat2b
Rpl13
Chmp1a
Rpa1
Tubgcp3
Usp32
Dnajc5
Pxmp4
Smarcb1
Snrpn
Slc7a7
Oxa1l
S100a6
Scn4a
Icam2
C1ql4
Poldip2
Lgals9
Timp1
Ocrl
Lsr
Gramd1a
Hpn
Ckb
Acp5
Hars
Zmat2
Smg5
0610031J06Rik
Slc19a1
Kpnb1
Npepps
Itga3
Itfg2
Tubb5
Tnk1
Gstt1
Tat
Eef1e1
Smo
Chordc1
Rtcb
Fbxo7
Capns1
Clpb
Zdhhc4
Ugp2
Trmt1
Taco1
Grik3
Pdzd4
Idh3g
Ssr4
Kmt2a
Unc119
Sdf2
Bbc3
Psmc3
Acp2
Slc39a13
Spi1
Sf3a1
Napsa
Smg9
Paxip1
Mov10
Rhoc
Lmf1
Narfl
Angptl4
Tm9sf1
Rec8
Tmem161a
2310045N01Rik
Ndufa11
Use1
Braf
Ndufb2
Hltf
Prpf6
Tsc2
Uck1
Mien1
Clpp
Alkbh7
Cse1l
Fkbp7
Ykt6
Pex6
Btbd6
Epdr1
Flii
Atg4d
Adprh
Tmem39a
Timmdc1
Cd97
Lamb1
Map2k7
Timm44
Ap2a2
Pnkp
Clptm1
Tomm40
Apoe
Rab8a
Fam32a
Efna2
Atp5d
Ppp5c
Dgcr2
Mical3
Bcl2l12
Zfp959
Mpnd
Eif2b5
Glg1
Abhd17a
Fkbp11
Ddx23
Pld3
Cd79a
Prkcsh
Rps11
Ncstn
Phyhip
Dusp3
Prodh
Ercc1
As3mt
Rps6ka1
Snrnp200
Ciao1
Farsa
Gcdh
Dnase2a
Rad23a
Calr
Ruvbl2
Bax
Tfam
Zfp81
Efnb3
Fam162a
Rpl8
Gstm7
Zak
Psap
Wars2
Atn1
Phb2
Ptpn6
Lpcat3
Atp6v1f
Utp20
Ralb
Coro1c
Psg19
Pnpla6
Mcoln1
Etfb
Stxbp2
Eif2b2
Dlst
Slc25a18
Apba3
Pias4
Tmem242
Fxyd4
Mri1
Prkacb
Cstb
Sh2b2
Jkamp
Man2b1
Polr2a
Senp3
Ufd1l
Letm1
Slc1a3
Msh6
Wbscr22
Nid1
Mcm5
Pafah1b3
Usp40
Celf1
Ndufs3
Insr
Trim28
Ube2m
Psmd4
Ranbp1
Psmb4
Slc30a4
Bloc1s6
Metap1
Gpr108
Gata6
Reep5
Ergic3
Uqcc1
Ctns
Shpk
Ephb3
Rcn1
Dnase1
Trap1
Dhx34
Napa
Sra1
Calcoco2
Clint1
Clcnkb
Fblim1
Eps15l1
Tep1
Ttc5
Osgep
Tmem147
Rps9
Ggt1
Crip2
Crip1
Fbln1
Gcat
Med8
Srm
Rbm14
Mvd
Tmem110
Ihh
Gtf2h1
Tcf23
Cdc42
Cdk4
Tspan31
Saal1
Sulf2
Hap1
Psmd2
Vars
Clic1
Pole
Dennd2c
Mark3
Gatad1
M6pr
Ppp2r1a
Fance
Tssk4
Hapln4
Cct4
Rhoa
Zmiz1
Aldh16a1
Hnrnpa0
Id3
Ctsd
Ap2s1
Fhl2
Emc10
Relt
Prpf31
Rdh13
Nutf2
Arpc5
Ubqln4
Rps18
Rpl10
Rps15a
Ncaph2
Gprc5b
Man1a2
Ewsr1
Myod1
Otog
Cbx5
Apobec3
Vav2
Dmap1
Sdhb
Aldh3a2
Tmem115
Hyal2
Hyal1
Slc3a2
Gosr1
Mrpl52
Tsacc
Mettl16
Rbm25
Plcd1
Cars
Kdelr3
Akt1s1
Tbrg1
Thg1l
Adam19
Pgam1
Nanog
Rpl15
Tmem167
Rps5
Lphn1
2200002J24Rik
Etv5
Enkd1
Igf2bp1
Nelfb
4833413E03Rik
Ndufs2
Cad
4933402N03Rik
Pea15a
Ly6g6e
Ehmt2
Med16
Tmem259
Nit1
Dnajc7
Cacybp
Cluap1
Zswim7
Pigl
Cox6c
Tsg101
Piezo1
Rnf166
Srp19
Tex261
Fhod1
Slc9a5
Tmem208
Surf2
Trappc2l
Acsf3
Rabl6
Edf1
Slc25a13
Lrrk1
Hnrnpl
Casd1
Abca1
Nipsnap3b
Lage3
Ubl4
Zdhhc12
Golga7
Trabd
Dennd6b
Lama5
Hspa8
Psma2
Cers2
Plekho1
Vps45
Qdpr
Sqstm1
Nfe2l2
Rxrg
Lcorl
Lta4h
Dstn
H2afy
Actr8
Skiv2l2
Atp5e
Slc25a5
Ppdpf
Col20a1
Mpped2
Nkap
E2f3
Cr1l
Atxn10
Eif3d
Mrps18c
Srsf6
Plcg1
Rbpjl
Sdc4
Il13ra1
Rnd3
Brca1
Nt5c3b
Coa3
Glod4
Vps53
Dnttip1
Rpl19
Arl5b
Zfp207
Top2b
Elmo2
Pigt
Wfdc2
Ghdc
Pltp
Slc12a7
Ctsa
Slc12a4
Cox7c
Mlx
Hspb9
Ift52
Hnf4a
Ptgis
Cyb5r3
Ints2
Hist1h2bc
Stard3
Uchl5
Pfn1
Ywhab
Anxa6
Sept8
Mapt
Myo1b
Derl2
C1qbp
Appbp2
Pcgf2
1700001P01Rik
Cldn7
Acadvl
Atox1
Sparc
Tada2a
Cog1
Slc25a39
Aatf
Dync1h1
Mpdu1
Atp5g3
Cd68
Ict1
Pelp1
Ywhah
Nars2
Dalrd3
Fis1
Plod1
Mfsd3
Atp6ap1
Isyna1
Hars2
Mdh2
Scn1b
Ppp1r12c
Map1s
Atp6v0a1
Sec14l4
Calm3
Cops3
Fkbp8
Ddx39b
Gipc1
Xab2
Cdc37
Trip10
Cops6
Ubb
Slc6a8
D17Wsu104e
Slc35e1
Syne4
Mtrf1l
Hint3
Lrp11
Snx3
Adat2
Fuca2
Cd164
Smpd2
Mical1
Traf3ip2
Popdc3
Prep
Perp
Smpdl3a
Reep3
Hsf2
Ptprk
P4ha1
Sept10
Zwint
Sgk1
Map7
Ctgf
Ifngr1
Hal
Ndufa12
Nuak1
Rfx4
Hsp90b1
Igf1
Ccdc53
Dram1
Herc4
Pbld1
Ddx21
Hkdc1
Aifm2
H2afy2
Tysnd1
Sar1a
Ppa1
Eif4ebp2
Pald1
Sgpl1
Tbk1
Vps54
Rab1
Ndufs7
Mum1
Meis1
Uqcr11
Frs2
Snrpd3
Ap3d1
Sf3a2
Timm13
Tmbim4
Ncln
Txnrd1
Ppm1m
Glyctk
Appl2
Pus10
Mpg
Nprl3
Asb3
Tpgs1
Erlec1
Ccng1
Hcn2
Hspa4
Gfpt2
Canx
Gnb2l1
Rnf130
Sar1b
Pdlim4
Tnip1
Vdac1
Upp1
Ascc2
Hus1
Tns3
Pes1
Tcn2
2310033P09Rik
Trim11
Ogdh
Drg1
Rtn4
Rps27a
Pnpt1
Pold2
Zkscan17
Pgam2
Dbnl
Mrps24
Xbp1
Mrpl22
Galnt10
Mfap3
Fam114a2
Acaca
Srebf1
Bzw2
Twistnb
Efcab10
Atxn7l1
Pdia6
Nbas
Lpin1
Slc7a15
Hs1bp3
Gna13
Prkar1a
Map2k6
Trappc12
Fkbp1b
Mboat2
Taf15
Ace
Rasl10b
Nle1
Lig3
Ftsj3
Psmc5
Adap2
Pecam1
Polg2
Psmd12
Helz
Nt5c
Nup85
Cluh
Galk1
Aspa
Mrpl38
Ten1
Srp68
Atp2a3
Ankfy1
Exoc7
Txndc17
Slc13a5
Wscd1
Mxra7
Mink1
Slc46a1
0610010K14Rik
Timm22
Fam101b
Prpf8
Spag9
Lrrc59
Slc35b1
Dvl2
Vamp2
Pfas
Myh10
Stx8
Top2a
Acly
Kat2a
Tmem101
Ccdc43
Eftud2
Nmt1
Gosr2
Fkbp3
Scfd1
