dwgenes
Gnai3
Narf
Scmh1
Tbx4
Fer
Tfe3
Axin2
Dlat
Sdhd
Lhx2
Cdh1
Cdh4
Clec10a
Arvcf
Rnf17
Ccm2
Egfl6
Pparg
Pdgfb
Grasp
Acvr1b
Tom1l2
Myo18a
Dnmt3l
Aire
Icosl
Chmp1a
Rpa1
Tcf7
Txnrd3
Znf512b
Pxmp4
Smarcb1
Hip1r
Oxa1l
Heatr6
Epn2
Sec24b
Vps9d1
Zfp276
Kctd10
Poldip2
Lman2l
Mcm3ap
Pcnt
Mxd1
Snrnp27
Oas1c
Oas1h
Agpat3
Uhrf1
Lsr
Ckb
Pfdn5
Fbxo9
Ccdc132
Zmat2
Mef2d
Snd1
Tcf25
Tubb6
Sost
Jup
Ergic1
Tcea3
Akr1b3
Ddx18
Eef1e1
Coasy
Tspan33
Crnkl1
Fbxo7
Capns1
Clpb
Nup214
Nfix
Uba1
Siae
Fam50a
Sipa1l2
Fam98a
Ltbp2
Celf2
Ddb2
Sf3a1
Stat6
Smg9
Mov10
Tead3
Def6
Peg3
Zim1
Lmf1
Daxx
Dhrs1
Snx9
Ranbp3
Dyrk1b
Hltf
Prpf6
Tiam1
Tsc2
Golga2
Scin
Ikzf4
Ccdc97
Pdcd2l
Alkbh7
Dennd1c
Plekha3
Mea1
Tmem143
Jag2
Flii
Chaf1a
Adprh
Tpra1
Lamb1
Cd36
Timm44
Cdkn1b
Ap1m1
Fam32a
Lipe
Tbc1d8
Cnot11
Mical3
Dvl3
Abcf3
Ap1m2
Pld3
Elavl3
Rab3b
Timm50
Ncstn
Pex19
Prodh
Dgcr14
Slc25a1
Dgcr6
Crtc1
Aven
Rps6ka1
Snrnp200
Ciao1
Farsa
Calr
Syce2
Nqo1
Gys1
Ruvbl2
Bax
Tfam
Fam162a
Gstm5
Stat3
Map3k11
Akt2
Zak
Dnmt1
Etv1
Pax2
Ptpn6
Clcn3
Hif3a
Pde1c
Tbccd1
Gab2
Tax1bp1
Pnpla6
Mcoln1
Arhgef18
Stxbp2
Chn2
Wwox
Slbp
Arid3b
Myo9b
Rab23
Dlst
Chmp2b
Srpk1
Crabp2
Thop1
Pias4
Map2k1
Sgta
Zp3
Rasa4
Syt5
Ccdc130
Prkacb
Chd5
Jkamp
Eif2ak4
Slc2a9
Prdx2
Letm1
Ubqln1
Txn2
Crbn
Msh6
Mlxipl
Asf1b
Dnajb1
Msh4
Evx1
Celf1
Ndufs3
Igf1r
Insr
Ube2m
Adcy9
Zfp592
