-0.00075581	-0.00014417	0.00000000
-0.00000221	-0.00000023	0.00000000
-0.00012202	-0.00000690	0.00000000
-0.00025751	-0.00002264	0.00000000
-0.00022389	-0.00001304	0.00000000
-0.00001016	-0.00001016	0.00000000
-0.00001426	-0.00001426	0.00000000
-0.00040160	-0.00005128	0.00000000
-0.00030124	-0.00000228	0.00000000
-0.00106119	-0.00001739	0.00000000
-0.00093627	-0.00000080	0.00000000
-0.00106530	-0.00000217	0.00000000
-0.00147784	-0.00000004	0.00000000
-0.00033979	-0.00000682	0.00000000
-0.00129411	-0.00005888	0.00000000
-0.00198250	-0.00006258	0.00000000
-0.00196037	-0.00005681	0.00000000
-0.00033199	-0.00000079	0.00000000
-0.00044483	-0.00000348	0.00000000
-0.00024489	-0.00016737	0.00000000
-0.00011341	-0.00003780	0.00000000
-0.00008621	-0.00008621	0.00000000
-0.00008397	-0.00002799	0.00000000
-0.00008706	-0.00002902	0.00000000
-0.00037634	-0.00005116	0.00000000
-0.00047594	-0.00004900	0.00000000
-0.00014705	-0.00000969	0.00000000
-0.00024396	-0.00002920	0.00000000
-0.00151446	-0.00002557	0.00000000
-0.00027297	-0.00001160	0.00000000
-0.00002872	-0.00002872	0.00000000
-0.00024233	-0.00021923	0.00000000
-0.00004490	-0.00004490	0.00000000
-0.00073084	-0.00022285	0.00000000
-0.00075527	-0.00014372	0.00000000
-0.00039249	-0.00014590	0.00000000
-0.00085371	-0.00002265	0.00000000
-0.00036602	-0.00004945	0.00000000
-0.00095933	-0.00001258	0.00000000
-0.00020309	-0.00020309	0.00000000
-0.00019603	-0.00019603	0.00000000
-0.00008627	-0.00008627	0.00000000
-0.00103089	-0.00042339	0.00000000
-0.00326252	-0.00029888	0.00000000
-0.00387354	-0.00034378	0.00000000
-0.00211235	-0.00009454	0.00000000
-0.00217125	-0.00011661	0.00000000
-0.00074330	-0.00015616	0.00000000
-0.00017037	-0.00017037	0.00000000
-0.00135380	-0.00001187	0.00000000
-0.00098793	-0.00013519	0.00000000
-0.00002430	-0.00002430	0.00000000
-0.00009281	-0.00004999	0.00000000
-0.00111937	-0.00005930	0.00000000
-0.00016514	-0.00016514	0.00000000
-0.00141716	-0.00012708	0.00000000
-0.00090932	-0.00006610	0.00000000
-0.00168173	-0.00020081	0.00000000
-0.00012231	-0.00012231	0.00000000
-0.00088634	-0.00011784	0.00000000
-0.00047535	-0.00002238	0.00000000
-0.00007106	-0.00007106	0.00000000
-0.00051617	-0.00010571	0.00000000
-0.00085107	-0.00001055	0.00000000
-0.00005242	-0.00005242	0.00000000
-0.00009044	-0.00002891	0.00000000
-0.00359426	-0.00000052	0.00000000
-0.00228768	-0.00000261	0.00000000
-0.00002306	-0.00002306	0.00000000
-0.00157474	-0.00007853	0.00000000
-0.00065781	-0.00005897	0.00000000
-0.00152643	-0.00007305	0.00000000
-0.00179021	-0.00000144	0.00000000
-0.00191929	-0.00004162	0.00000000
-0.00187548	-0.00002725	0.00000000
-0.00180383	-0.00013875	0.00000000
-0.00152578	-0.00004908	0.00000000
-0.00081165	-0.00005059	0.00000000
-0.00179096	-0.00002253	0.00000000
-0.00260117	-0.00000425	0.00000000
-0.00012045	-0.00001648	0.00000000
-0.00053599	-0.00001463	0.00000000
-0.00044055	-0.00020215	0.00000000
-0.00327284	-0.00020862	0.00000000
-0.00219027	-0.00002662	0.00000000
-0.00066544	-0.00009066	0.00000000
-0.00048510	-0.00000653	0.00000000
-0.00033234	-0.00003409	0.00000000
-0.00101008	-0.00005391	0.00000000
-0.00032132	-0.00011128	0.00000000
-0.00033129	-0.00014383	0.00000000
-0.00026145	-0.00003873	0.00000000
-0.00092431	-0.00000106	0.00000000
-0.00031674	-0.00012897	0.00000000
-0.00091052	-0.00037020	0.00000000
-0.00049652	-0.00008626	0.00000000
-0.00084540	-0.00003568	0.00000000
-0.00012135	-0.00012135	0.00000000
-0.00030981	-0.00006315	0.00000000
-0.00009013	-0.00003214	0.00000000
-0.00007346	-0.00007346	0.00000000
-0.00001277	-0.00001277	0.00000000
-0.00041749	-0.00003844	0.00000000
-0.00030061	-0.00002016	0.00000000
-0.00113037	-0.00001339	0.00000000
-0.00058715	-0.00001044	0.00000000
-0.00156808	-0.00001477	0.00000000
-0.00146935	-0.00001123	0.00000000
-0.00006696	-0.00001206	0.00000000
-0.00011503	-0.00001904	0.00000000
-0.00138332	-0.00005008	0.00000000
-0.00081766	-0.00003104	0.00000000
-0.00114894	-0.00000551	0.00000000
-0.00105215	-0.00002264	0.00000000
-0.00087266	-0.00004197	0.00000000
-0.00215428	-0.00019175	0.00000000
-0.00150545	-0.00001255	0.00000000
-0.00015955	-0.00000821	0.00000000
-0.00013434	-0.00002368	0.00000000
-0.00037674	-0.00007103	0.00000000
-0.00051836	-0.00004260	0.00000000
-0.00060432	-0.00016444	0.00000000
-0.00036042	-0.00017225	0.00000000
-0.00038467	-0.00018355	0.00000000
-0.00183190	-0.00030974	0.00000000
-0.00011744	-0.00011744	0.00000000
-0.00024317	-0.00014795	0.00000000
-0.00290438	-0.00022187	0.00000000
-0.00191105	-0.00003432	0.00000000
-0.00160472	-0.00040925	0.00000000
-0.00158633	-0.00020209	0.00000000
-0.00052033	-0.00039769	0.00000000
-0.00040201	-0.00001702	0.00000000
-0.00036580	-0.00000383	0.00000000
-0.00050803	-0.00020304	0.00000000
-0.00092081	-0.00000079	0.00000000
-0.00018930	-0.00001665	0.00000000
-0.00165401	-0.00001064	0.00000000
-0.00017754	-0.00009402	0.00000000
-0.00021525	-0.00007418	0.00000000
-0.00043417	-0.00000710	0.00000000
-0.00397831	-0.00003396	0.00000000
-0.00468233	-0.00002858	0.00000000
-0.00000841	-0.00000841	0.00000000
-0.00207537	-0.00001390	0.00000000
-0.00170698	-0.00004965	0.00000000
-0.00039069	-0.00003557	0.00000000
-0.00047701	-0.00023615	0.00000000
-0.00041715	-0.00004835	0.00000000
-0.00034093	-0.00009595	0.00000000
-0.00034108	-0.00002450	0.00000000
-0.00057596	-0.00009093	0.00000000
-0.00141636	-0.00008835	0.00000000
