upgenes
MIR6736
B4GALT4-AS1
MIR4797
LOC100506885
MIR6835
LINC01611
FAM27B
STX17-AS1
OR1L4
MIR6877
MIR623
MIR539
GLIS2-AS1
MIR195
MIR4767
