,upgenes
1630,SRGAP2
1631,AC008109.1
1632,MYO15B
1633,AC067852.1
1634,AC113137.1
1635,AC090360.1
1636,AC012615.5
1637,AC036176.1
1638,LINC01836
1639,AC104532.2
1640,AC023855.1
1641,ZNF224
1642,AF038458.3
1643,NBPF12
1644,AC008764.2
1645,SMIM17
1646,AC005785.1
1647,AC060814.3
1648,IGFL2-AS1
1649,AL121761.2
1650,
1651,AC008537.1
1652,TRABD2B
1653,TMSB15B
1654,AC008760.1
1655,AP006621.4
1656,MEI4
1657,AC010531.6
1658,AL137247.1
1659,AC026691.1
1660,MIR222HG
1661,POC1B-AS1
1662,HMGN3-AS1
1663,AC115621.1
1664,PFN1P2
1665,AL391422.3
1666,LINC01235
1667,NBPF14
1668,AJ271736.1
1669,AC020907.4
1670,AC008555.5
1671,AC018647.2
1672,NBPF19
1673,AL445228.2
1674,MROH7-TTC4
1675,SMIM32
1676,PLS3-AS1
1677,AC005618.1
1678,NBPF25P
1679,AL512329.2
1680,GTF2IP20
1681,LINC01578
1682,AL390726.3
1683,AL391121.1
1684,AC008124.1
1685,AC007378.1
1686,AC073335.2
1687,AP000692.2
1688,AL022328.4
1689,C1QTNF3-AMACR
1690,AC005229.4
1691,OR6L2P
1692,LINC02019
1693,AC064836.3
1694,AC096733.2
1695,TBC1D3K
1696,AC136616.1
1697,USP27X
1698,CASTOR2
1699,AC245297.3
1700,AL136531.2
1701,TBC1D3L
1702,TBC1D3
1703,AC244669.2
1704,MLLT6
1705,GXYLT1P4
1706,AC241952.1
1707,AL161431.1
1708,UBE2Q2P6
1709,AL162497.1
1710,RIMBP3
1711,SIK1B
1712,AC126755.5
1713,CSPG4P10
1714,AC142472.1
1715,AL133216.2
1716,HYDIN2
1717,AC007325.2
1718,AC142086.6
1719,Z98752.3
1720,AC159540.2
1721,AC068870.2
1722,RF01880
1723,AC023491.1
1724,AC134878.2
1725,PTPN20CP
1726,AC007325.3
1727,AC005899.7
1728,AC092683.2
1729,AC007325.4
1730,
1731,AC006378.2
1732,HEIH
1733,AC005225.4
1734,CR559946.2
1735,AP003108.3
1736,AC012005.1
1737,AC020763.4
1738,AP000974.1
1739,AC005899.8
1740,
1741,AL359510.2
1742,MIR4697HG
1743,LINC01726
1744,PCAT14
1745,AL731733.1
1746,
1747,AC018638.8
1748,AC058822.1
1749,FRG1DP
1750,GTF2IP12
