,upgenes
1692,NDUFS8
1693,NPLOC4
1694,CINP
1695,FASTKD5
1696,GIPC1
1697,LOC100127983
1698,FHOD1
1699,CHCHD4
1700,IMMT
1701,MRPL48
1702,FLAD1
1703,ZNF576
1704,SCAMP3
1705,SNF8
1706,ALG14
1707,ATL2
1708,ZNF473
1709,CKAP4
1710,GPAM
1711,TIMM13
1712,CCDC71L
1713,MAPK8
1714,IPO9
1715,STK39
1716,UTP11L
1717,MAP7D1
1718,MAP3K11
1719,MLX
1720,C15orf24
1721,CAMSAP1
1722,CPSF3
1723,MRPS16
1724,GLO1
1725,SFI1
1726,RRP8
1727,B3GNT2
1728,C3orf70
1729,CDCA7L
1730,YWHAZ
1731,DFFA
1732,MNAT1
1733,SSBP1
1734,TMEM19
1735,TRAF4
1736,C12orf4
1737,RTCD1
1738,MRPL21
1739,ABT1
1740,SPATS2L
1741,PAPD7
1742,PKP4
1743,CIDEB
1744,GEMIN7
1745,DDA1
1746,CDC42SE2
1747,PHLPP2
1748,PWP1
1749,CFL2
1750,HNRNPU
1751,PXN
1752,LPCAT2
1753,BTN2A1
1754,STOML2
1755,HYAL2
1756,5-Mar
1757,ZNF778
1758,ZCCHC17
1759,SLC25A24
1760,RB1
1761,C1orf35
1762,LOC284581
1763,PIGX
1764,XKR8
1765,PSMD8
1766,PTRH2
1767,MYOM3
1768,HNRNPL
1769,DYNC1LI1
1770,PHTF2
1771,BPNT1
1772,PCBP1
1773,ME2
1774,GPS1
1775,HGS
1776,NUBP1
1777,ACTR5
1778,LOC144486
1779,MGLL
1780,UBE2K
1781,NHP2L1
1782,CANT1
1783,CHTOP
1784,ZNF239
1785,TARS2
1786,ATP1A3
1787,MEA1
1788,KARS
1789,BRPF1
1790,PPP2R2A
1791,FEM1A
1792,SNORD56
1793,KCMF1
1794,PMPCA
1795,UTP3
1796,CREB3
1797,HOXB2
1798,TRUB2
1799,DHRS11
1800,AZIN1
1801,NKRF
1802,C9orf167
1803,MKI67IP
1804,AARSD1
1805,GPN1
1806,INTS7
1807,PICALM
1808,HOXC13
1809,NFU1
1810,ADPRHL1
1811,CNST
1812,DCPS
1813,LAG3
1814,FAM111A
1815,GART
1816,ACAD9
1817,RBFA
1818,GDI1
1819,PDCD2L
1820,GNL3
1821,PSPC1
1822,PURB
1823,TTI1
1824,ZSCAN5A
1825,GMPS
1826,C1orf55
1827,BCAR1
1828,PSMB6
1829,DERL2
1830,DDX51
1831,LARP4B
1832,ILKAP
1833,LOC401588
1834,MICAL3
1835,VPS25
1836,CDC27
1837,CCM2
1838,LEPROTL1
1839,RBM19
1840,MRPL4
1841,XPO4
1842,COPS8
1843,MTHFD2L
1844,TALDO1
1845,FOPNL
1846,B4GALT3
1847,MAP7D2
1848,HSPA9
1849,SAP30BP
1850,LBR
1851,RTN4
1852,PRPF19
1853,CITED2
1854,UBQLN1
1855,KHDRBS1
1856,TUBGCP5
1857,MAPKAPK5
1858,PPP2R5D
1859,EIF2B5
1860,EIF3I
1861,CSK
1862,BRD9
1863,PLCB3
1864,DENR
1865,C12orf43
1866,LLPH
1867,SCAF1
1868,CNIH4
1869,IPO7
1870,COQ6
1871,CRLF3
1872,ZNF876P
1873,OAZ3
1874,CCDC81
1875,SNORD57
1876,GRB14
1877,CHD7
1878,WWC2
1879,L3MBTL2
1880,ELOF1
1881,FAM86C1
1882,MED17
1883,PPPDE2
1884,MRPL38
1885,MIR4653
1886,RCE1
1887,DCLRE1A
1888,LOC100507401
1889,PNMA1
1890,SURF4
1891,SEC13
1892,HDGF
1893,C1orf116
1894,SLC39A14
1895,TACO1
1896,POLR3H
1897,CDYL2
1898,SRP54
1899,OSBPL11
1900,RELL2
1901,DR1
1902,GTF3C2
1903,CISD2
1904,PMF1
1905,YARS2
1906,TUFM
1907,HSPA4
1908,MBOAT7
1909,AK2
1910,TRMT1
1911,AP1S1
1912,STUB1
1913,METTL17
1914,MIER2
1915,GSDMA
1916,GSS
1917,MRP63
1918,ABHD12
1919,SNORD83B
1920,TSPAN12
1921,C11orf68
1922,FAM213B
1923,MRPS15
1924,ISLR2
1925,TNPO3
1926,ASCC2
1927,ARF1
1928,LMF2
1929,TRAM2
1930,ESYT1
1931,TATDN2
1932,NUCKS1
1933,MGAT5
1934,SDCCAG3
1935,MYO9B
1936,MRPS10
1937,GLRX5
1938,SNX25
1939,HDAC2
1940,LRRC8A
1941,TMEM107
1942,GUSBP5
1943,KBTBD2
1944,KIAA0090
1945,SYNJ2
1946,NDUFA8
1947,C9orf64
1948,RNF34
1949,CDK16
1950,ETV5
1951,HNRNPK
1952,TMEM41A
1953,BMP6
1954,SEC14L2
1955,EMD
1956,KIAA1967
1957,H3F3B
1958,PAK1
1959,PCNT
1960,ZNF93
1961,NDUFA6
1962,NECAP1
1963,FLVCR1
1964,FDX1L
1965,PLCXD2
1966,RNMTL1
1967,SNORD25
1968,AFG3L1P
1969,MGAT2
1970,TXN
1971,C12orf52
1972,ADPRHL2
1973,PMS2P1
1974,CEP41
1975,GUF1
1976,TMEM11
1977,NGDN
1978,MRPS35
1979,LOC439949
1980,TMEM132E
1981,PRMT3
1982,FAM171A1
1983,GNA12
1984,PALB2
1985,MORF4L2
1986,PCBP4
1987,KLC1
1988,CYB5B
1989,RASIP1
1990,SNRNP27
1991,SRP19
1992,CBR1
1993,WDR74
1994,XPO6
1995,RPN1
1996,C1orf174
1997,SNORD72
1998,HABP4
1999,DDAH1
2000,FZD1
2001,TTC26
2002,CDC123
2003,TXNL4B
2004,BABAM1
2005,C2orf44
2006,AUP1
2007,OGFRL1
2008,CAB39
2009,MALSU1
2010,ATG4A
2011,ASB9
2012,TOR1A
2013,RALB
2014,ACOT9
2015,NRF1
2016,AP2M1
2017,HUS1B
2018,SNORD11
2019,TMEM62
2020,C6orf147
2021,RAB1B
2022,SCG2
2023,RBM10
2024,SLC9B2
2025,SNORD121B
2026,AGK
2027,PRSS23
2028,C21orf59
2029,HIST1H3A
2030,MLF2
2031,PFN2
2032,LANCL2
2033,IDH3B
2034,EFHD2
2035,GCN1L1
2036,CHERP
2037,ZNF35
2038,UBE2A
2039,E2F4
2040,PSMA1
2041,TSR2
2042,PRMT7
2043,LYPLA2
2044,PAAF1
2045,LRCH4
2046,MRPL32
2047,ASUN
2048,ZNF124
2049,FAF1
2050,FTSJ3
2051,SRPR
2052,NUP98
2053,PTRF
2054,WDR75
2055,SNORA51
2056,PPP1R8
2057,C1orf109
2058,MUTYH
2059,RUSC1
2060,MYL12A
2061,RUSC2
2062,SNORD101
2063,UBE2J2
2064,USP31
2065,ORC2
2066,MALT1
2067,PMM2
2068,ZNF738
2069,EIF2B1
2070,USP39
2071,MIR193A
2072,ATP5C1
2073,ATP8A2
2074,OBFC2B
2075,CCDC47
2076,C11orf80
2077,UBE2G2
2078,DGCR8
2079,ZNF850
2080,SUGP2
2081,KXD1
2082,NT5C
2083,ZNF101
2084,ARHGAP30
2085,MED24
2086,METTL2B
2087,MGAM
2088,NGRN
2089,POFUT1
2090,SLC35A2
2091,MRPL11
2092,BTBD10
2093,PAFAH2
2094,AIFM1
2095,SOCS6
2096,TMEM209
2097,METTL3
2098,CDC42
2099,MON1A
2100,CLTA
2101,CTNNBL1
2102,SLC35D1
2103,CLDN3
2104,ZNF488
2105,HMGXB4
2106,NVL
2107,MED26
2108,C19orf53
2109,SLC30A6
2110,DHX38
2111,CDK8
2112,FURIN
2113,PPP5C
2114,SEC24C
2115,DNAJA4
2116,POLR3D
2117,CATSPER1
2118,UBIAD1
2119,DDX52
2120,FAM24B
2121,SNRPB2
2122,CNOT7
2123,PTPLAD1
2124,LOC100506668
2125,UBP1
2126,ZDHHC6
2127,SENP1
2128,SLC35B2
2129,CPSF4
2130,CLDN14
2131,RAB35
2132,PSD4
2133,LZIC
2134,TRIM3
2135,CPSF7
2136,NSMCE4A
2137,ECD
2138,NFATC2IP
2139,LOC100128361
2140,GSK3A
2141,SMYD4
2142,IWS1
2143,SBDS
2144,NEDD8
2145,LAMB3
2146,POMGNT1
2147,EIF4E2
2148,SPAG5-AS1
2149,C19orf42
2150,SLITRK1
2151,TM4SF4
2152,SRP9
2153,RPRD1A
2154,PTPMT1
2155,TBP
2156,PCYT1A
2157,C6orf228
2158,AKIRIN1
2159,ATP5J
2160,MDH2
2161,ARHGEF1
2162,SGK494
2163,TPGS2
2164,TMEM241
2165,LOC100128590
2166,ATG16L1
2167,BCAP31
2168,BCKDK
2169,ZNF485
2170,GTPBP5
2171,POLR3C
2172,SUCLG1
2173,CERS5
2174,DHPS
2175,ARPC1A
2176,NSF
2177,MFSD12
2178,PPP4R1
2179,MED19
2180,FAM82A2
2181,NDUFAF1
2182,UBE2QL1
2183,EI24
2184,WDR55
2185,KRTAP1-1
2186,ZNF823
2187,ABHD2
2188,MED15
2189,TNPO2
2190,MRPS18A
2191,SPCS1
2192,GLT25D1
2193,PARL
2194,DMAP1
2195,ATP5F1
2196,SRP72
2197,C1orf144
2198,IFFO2
2199,SRP68
2200,TRAPPC10
2201,GMEB1
2202,APEX1
2203,HDHD1
2204,PAK2
2205,TM4SF18
2206,EIF2B4
2207,ZNRF3
2208,PSME2
2209,MTOR
2210,SLC35E1
2211,DDN
2212,TOR3A
2213,ATG3
2214,JKAMP
2215,FKRP
2216,FKBP1A
2217,SF3B14
2218,SUPV3L1
2219,LMAN2L
2220,MTPAP
2221,ALG1
2222,ARSB
2223,GOSR2
2224,TYK2
2225,LARP1B
2226,CNDP2
2227,ICAM3
2228,CNPY2
2229,TUBGCP2
2230,SART3
2231,AADAT
2232,ISG20L2
2233,UQCR10
2234,HNRNPF
2235,MTRR
2236,ASNA1
2237,GNG13
2238,POLR1B
2239,MRPL16
2240,MTMR9
2241,MRPL2
2242,CXorf26
2243,KIAA0317
2244,LHX2
2245,CDC42SE1
2246,CWC15
2247,KANSL2
2248,MESDC2
2249,RPS2P32
2250,ADSS
2251,COPS7B
2252,TAF6
2253,KIAA1919
2254,TRAF3
2255,TUBD1
2256,GRB2
2257,ZNF202
2258,STK10
2259,DHDDS
2260,ZYX
2261,MIOS
2262,PET112
2263,AGFG1
2264,ZNF551
2265,PDHX
2266,SPNS2
2267,PPM1F
2268,KCTD17
2269,POLR2I
2270,ANXA6
2271,KIAA0284
2272,GPKOW
2273,RPL13AP20
2274,SNORD43
2275,SLC36A1
2276,THAP1
2277,DPAGT1
2278,C9orf25
2279,DAGLB
2280,LAMTOR1
2281,GLE1
2282,SLC36A4
2283,CAP2
2284,EAF1
2285,EPS8
2286,DHX57
2287,BCL7C
2288,FAM91A1
2289,TAF2
2290,ZNF274
2291,SAMM50
2292,PDZD11
2293,NUDCD3
2294,ASH2L
2295,CHMP1A
2296,CC2D1B
2297,CSTF2T
2298,IFT46
2299,FLT4
2300,SNORA33
2301,DDX27
2302,LRP12
2303,TH1L
2304,TXNDC12
2305,CD2BP2
2306,RBM34
2307,RPUSD3
2308,GAK
2309,DNAJC25
2310,ZNF692
2311,SNRPD2
2312,PSMG4
2313,SMURF1
2314,HEATR2
2315,SLC25A14
2316,SENP3-EIF4A1
2317,SGPP2
2318,NFYC
2319,NEK3
2320,SARNP
2321,PSENEN
2322,POGK
2323,KIAA1161
2324,RAB5C
2325,GPBAR1
2326,SNORD83A
2327,ANKRD40
2328,DNAJB1
2329,GPR156
2330,PPP3R1
2331,METTL6
2332,ZNF22
2333,HMGXB3
2334,ALKBH6
2335,RAD51D
2336,CRYBA2
2337,SNORA45
2338,POC1B
2339,TMEM214
2340,RNF148
2341,APIP
2342,C14orf166
2343,PSMD5
2344,RNF40
2345,GFRA2
2346,INTS12
2347,PIK3R4
2348,RABIF
2349,MMGT1
2350,SCARNA12
2351,APOPT1
2352,MPP1
2353,ZDHHC5
2354,SNIP1
2355,DUSP26
2356,PPP2R2D
2357,TMEM206
2358,INPP5E
2359,AKAP8
2360,NAF1
2361,EXOSC1
2362,GPI
2363,WBSCR22
2364,CHSY1
2365,MRPS22
2366,MSL3
2367,MRPL43
2368,TTF1
2369,NDNL2
2370,CDK7
2371,DDX19A
2372,C1orf131
2373,DPY19L1
2374,MGC15885
2375,AGPAT6
2376,PIGO
2377,C4orf19
2378,TIMM9
2379,ADO
2380,TAOK2
2381,RSL1D1
2382,ACO2
2383,HSPA7
2384,C9orf5
2385,PARVB
2386,COIL
2387,API5
2388,MIP
2389,TMEM223
2390,MAPK1
2391,UBE2G1
2392,MRPL40
2393,LEAP2
2394,TXNDC11
2395,CHMP7
2396,NSL1
2397,RYR3
2398,TUBGCP4
2399,ACLY
2400,THUMPD3
2401,NUDT5
2402,PREP
2403,DENND4B
2404,KIRREL3-AS3
2405,QRFPR
2406,TMEM156
2407,LOC100505666
2408,MRPS9
2409,RPTOR
2410,ILK
2411,ING5
2412,MRRF
2413,OTUB1
2414,STRBP
2415,NRD1
2416,SEC23IP
2417,GLYR1
2418,HIST1H3D
2419,SENP2
2420,MRPL49
2421,FAM57B
2422,ARCN1
2423,CREM
2424,DAD1
2425,FRMD4B
2426,SMNDC1
2427,UBAC2-AS1
2428,LOC283481
2429,FAHD1
2430,SEC14L1
2431,STT3B
2432,EIF4G2
2433,VAV2
2434,CDC23
2435,LAP3
2436,GLTP
2437,TM2D2
2438,TMEM74
2439,GAPVD1
2440,STARD7
2441,TGS1
2442,TMEM50A
2443,ZKSCAN5
2444,LOC646903
2445,COASY
2446,RBM38
2447,ZBTB8OS
2448,MED6
2449,EID2B
2450,NSDHL
2451,ANAPC10
2452,ALKBH1
2453,ATP13A2
2454,G6PC3
2455,COX10
2456,ACP1
2457,TNFAIP1
2458,SHQ1
2459,FAM50B
2460,C2orf29
2461,ZCCHC8
2462,RNF145
2463,MTDH
2464,CLEC16A
2465,FAM107B
2466,RABEPK
2467,LRRIQ4
2468,VPS33B
2469,FLII
2470,C12orf49
2471,CA5BP1
2472,GAN
2473,SMG8
2474,YWHAB
2475,CDK5
2476,LOC100129361
2477,MAPK9
2478,LOC100133985
2479,SAP18
2480,YTHDF1
2481,VAPA
2482,NRADDP
2483,IDI2
2484,RPP14
2485,HIST1H3F
2486,TMCO1
2487,TEX261
2488,RANBP3
2489,GPX2
2490,COX7B
2491,LOC283731
2492,DYRK2
2493,KIF1C
2494,MAPK6
2495,SDHAF2
2496,SNX5
2497,SNORD51
2498,SNORD45A
2499,NDUFS3
2500,EFTUD1
2501,PPP6R3
2502,ELP3
2503,ATXN10
2504,ZFP91
2505,FAM175B
2506,C9orf69
2507,SSR2
2508,SNORD1A
2509,TRAPPC1
2510,LACTB
2511,TTC1
2512,CAMTA1
2513,VPS72
2514,CEP104
2515,C20orf20
2516,PEX26
2517,F2
2518,ASAP2
2519,RBBP5
2520,L2HGDH
2521,C20orf3
2522,TMEM184B
2523,UCP3
2524,STX2
2525,NDUFV3
2526,LYRM2
2527,CHMP4A
2528,ALKBH2
2529,NDUFB10
2530,NAPA
2531,TFIP11
2532,GFOD2
2533,ZC3H7A
2534,ARMC8
2535,CCDC64
2536,ITGA5
2537,CRK
2538,ADPGK
2539,FAF2
2540,LOC643723
2541,TTC31
2542,MRPL44
2543,ELAVL2
2544,COMMD9
2545,DCDC5
2546,CPSF6
2547,COMMD1
2548,ARL3
2549,NECAP2
2550,CSTF1
2551,CALR3
2552,KCNJ14
2553,SLC9A6
2554,CRKL
2555,RNF8
2556,CUL4A
2557,EIF2B2
2558,DAP3
2559,DIS3L2
2560,ZNF622
2561,NSUN3
2562,DNAH3
2563,APOA1BP
2564,CASP6
2565,RNU4ATAC
2566,VMP1
2567,C16orf70
2568,LOC100132724
2569,SNORA46
2570,C9orf37
2571,MRPS30
2572,BASP1
2573,KDM1A
2574,FAM105B
2575,SNORA34
2576,C3orf43
2577,CCDC42B
2578,CDK2AP1
2579,HIRA
2580,PPP1R27
2581,MCCC2
2582,NPTN
2583,RNF167
2584,PPP1R26
2585,VPS45
2586,MIR4263
2587,BFAR
2588,LOC284080
2589,ACTL8
2590,LRRC19
2591,HDDC3
2592,C5orf22
2593,SNORD24
2594,GTF3C3
2595,STXBP5L
2596,MRPL30
2597,ANO10
2598,C10orf131
2599,SPIB
2600,RER1
2601,LRRC57
2602,CUL1
2603,LOC100130275
2604,ZDHHC8
2605,WDR33
2606,TMED2
2607,FIBP
2608,SMARCAL1
2609,ABCF3
2610,TRIM35
2611,CNOT10
2612,GTF2E2
2613,TAPT1
2614,SNAPC4
2615,PPP6C
2616,SEC61A1
2617,ATP1A1
2618,GDI2
2619,ADIPOR2
2620,RIC8B
2621,RNF19B
2622,BCAR4
2623,DUSP9
2624,KRT79
2625,GBA2
2626,METTL16
2627,MAPKAP1
2628,ZNF830
2629,TFG
2630,SLC22A20
2631,COQ9
2632,ITFG2
2633,LUC7L
2634,C15orf44
2635,SPICE1
2636,PTK2
2637,ZGLP1
2638,NFKBIA
2639,SYCE2
2640,FAM124B
2641,WDR20
2642,STAG3L3
2643,ONECUT1
2644,C1orf100
2645,CYP2C18
2646,GUCY2F
2647,HES5
2648,HTR2C
2649,OPRD1
2650,PPP1R18
2651,SNORA71D
2652,SNORD70
2653,VN1R5
2654,MIR548G
2655,HIST4H4
2656,HSD52
2657,LOC100505826
2658,MIR4467
2659,PCDHAC1
2660,SNORA15
