,upgenes
1676,EIF2S3B
1677,YOD1
1678,SMG1P3
1679,PIPSL
1680,ARSJ
1681,C11orf42
1682,SCRIB
1683,GPR62
1684,SLC25A42
1685,HSP90AA6P
1686,OGFOD3
1687,ZNF678
1688,SGSH
1689,C5orf30
1690,LSM 10.00
1691,RELL1
1692,CLDN7
1693,ZNF329
1694,PRKAG1
1695,MRPS11
1696,IDH2
1697,WRB
1698,NOP10
1699,TSEN54
1700,MRPS16
1701,KPNA2
1702,CEP97
1703,HS3ST4
1704,SKA2
1705,KCNB2
1706,RBM10
1707,RPL35A
1708,RGS7
1709,NAA38
1710,CEP57L1
1711,RABIF
1712,PLGLB1
1713,CCBE1
1714,OR7E38P
1715,PSMG1
1716,HIST2H3D
1717,ZNF438
1718,KLHL25
1719,RFLNB
1720,CBX6
1721,TBL3
1722,ZNF703
1723,SLC35F3
1724,RBM12B
1725,GPR39
1726,KMT5A
1727,AL021453.1
1728,BRD7P2
1729,EIF3C
1730,PGP
1731,OAF
1732,CCSER1
1733,EFNA5
1734,HIST1H1B
1735,PKP3
1736,MAML2
1737,TOP1MT
1738,KNTC1
1739,TXNRD2
1740,PTP4A3
1741,ZFP1
1742,CDCA2
1743,AMER1
1744,PRR16
1745,IMMP2L
1746,JAG2
1747,NDUFA6
1748,SIVA1
1749,BRI3BP
1750,BRF1
1751,FLRT2
1752,RPS27L
1753,FAF1
1754,INPP5J
1755,SIGIRR
1756,IFITM2
1757,PRMT3
1758,CCDC137
1759,ATP6V0A2
1760,SMYD3
1761,TMEM179B
1762,GPRIN3
1763,FAAP100
1764,LSAMP
1765,MRPL40
1766,SHC4
1767,SYN3
1768,ANKFY1
1769,ADARB2
1770,KCNQ5
1771,SLC52A2
1772,PIGP
1773,NPIPB4
1774,KIF18B
1775,EDARADD
1776,BLOC1S4
1777,KLHL32
1778,PPP1CC
1779,PCLO
1780,FAM86B1
1781,C17orf58
1782,CFAP73
1783,ZNF732
1784,SPIN2B
1785,ENTPD5
1786,LYPD6
1787,SPATA21
1788,GCNT1
1789,SESTD1
1790,DYNC2H1
1791,RSBN1L
1792,EPOR
1793,DCC
1794,TAF9B
1795,SIRT7
1796,USP7
1797,ERC2
1798,THSD4
1799,FANCA
1800,LIN28B
1801,PEAR1
1802,EIF4EBP1
1803,DMBT1
1804,RILPL1
1805,MESP2
1806,PRKAR1B
1807,AC010442.1
1808,COMMD6
1809,CENPP
1810,FAM92A
1811,FOCAD
1812,H2AFX
1813,AF279873.1
1814,CCDC9B
1815,RALGAPA2
1816,FAM72B
1817,UROS
1818,RBM34
1819,TBC1D3P2
1820,FAM78B
1821,NELFB
1822,NDUFA4
1823,FAM111B
1824,IL1RAPL2
1825,FAM47E
1826,C15orf61
1827,FHIT
1828,NEMP2
1829,IL1RAP
1830,MYBPC1
1831,ZNF766
1832,TUBB
1833,SUPT3H
1834,ZNF729
1835,SRGAP2B
1836,ZNF774
1837,EVL
1838,TRAPPC2
1839,SULT1A1
1840,ARL 9.00
1841,AFAP1
1842,BORCS6
1843,FAM72A
1844,XRCC2
1845,HDAC2
1846,POTEF
1847,SDHAF3
1848,RABL6
1849,TRAPPC4
1850,HSH2D
1851,ZNF33B
1852,VKORC1L1
1853,SNHG17
1854,MAML3
1855,ZSCAN16
1856,MVB12B
1857,POTEI
1858,ADA
1859,NHLRC2
1860,CBWD3
1861,FAM3C
1862,CXorf40B
1863,ZNF398
1864,MAFG
1865,KIAA1671
1866,PCBP2
1867,PGAP1
1868,SRC
1869,SULT1A2
1870,AC244090.1
1871,SYNGAP1
1872,BLM
1873,ZNF720
1874,DDI2
1875,TRIM33
1876,ADARB1
1877,GGT3P
1878,OGDHL
1879,SIPA1L1
1880,RPE
1881,PHF2
1882,ATAD3A
1883,MEIG1
1884,C2orf27A
1885,ZNF311
1886,FCHSD1
1887,MBP
1888,SNHG12
1889,MRPL42
1890,RPS4X
1891,MAK16
1892,GRK6
1893,PRIM1
1894,NPIPB13
1895,ZBTB14
1896,CD2AP
1897,NUP62CL
1898,TOR4A
1899,ZNF544
1900,HMGN5
1901,MAN1A2
1902,DDX42
1903,SPRED2
1904,UVRAG
1905,FLVCR1-AS1
1906,SH3BGRL2
1907,GPN1
1908,WDHD1
1909,NUDT16
1910,TLK1
1911,LPA
1912,LDB1
1913,MTCO3P12
1914,FAM169A
1915,MT-ND5
1916,PAX9
1917,GK
1918,SFT2D1
1919,CHAMP1
1920,INPP5F
1921,ARHGAP11A
1922,HMGN2
1923,GJC2
1924,DENND4B
1925,FICD
1926,R3HDM4
1927,MTND4LP30
1928,GRK5
1929,MT-ND4
1930,SPOUT1
1931,KIAA0753
1932,L3MBTL3
1933,DMD
1934,TGM2
1935,RNU6-1266P
1936,RNU1-120P
1937,RN7SKP255
1938,RN7SKP71
1939,COX20
1940,CAPN8
1941,LINC00862
1942,FAM229B
1943,HIST2H2BF
1944,GIGYF2
1945,GGNBP1
1946,PFDN6
1947,PBX2
1948,SKIV2L
1949,NEU1
1950,GPANK1
1951,MICB
1952,CCHCR1
1953,DHX16
1954,TBC1D8
1955,ATXN2
1956,TCTN1
1957,MZT1
1958,FAM83A-AS1
1959,PKHD1L1
1960,PSENEN
1961,C4orf46
1962,AC105052.1
1963,OR7E36P
1964,E2F4
1965,ADGRG1
1966,KRT81
1967,AC004980.1
1968,AL049775.1
1969,FAM239B
1970,BX890604.1
1971,C5orf51
1972,ZNF316
1973,ONECUT3
1974,DNAJC19
1975,ZDHHC11B
1976,RAB12
1977,CFAP44
1978,RNVU1-18
1979,RNU6-36P
1980,MT-TI
1981,MT-TK
1982,AC064799.1
1983,MT-ND4L
1984,NPM1P46
1985,CRYGS
1986,KLHL23
1987,MLLT11
1988,EEF1A1P16
1989,HIST2H3DP1
1990,HNRNPA3P6
1991,MXD3
1992,RANP6
1993,AC022210.1
1994,DNAJC9
1995,NCKIPSD
1996,S1PR3
1997,SERBP1P1
1998,ZNF337-AS1
1999,RPL21P75
2000,AC044787.1
2001,YBX1P10
2002,RPL3P6
2003,LIPE-AS1
2004,DNASE1
2005,ALG3
2006,FIS1
2007,SPDYE3
2008,MBLAC1
2009,AC009053.1
2010,IFRD2
2011,CYCSP55
2012,TMEM14DP
2013,AC011825.1
2014,ISPD
2015,AC025538.1
2016,RPL21P2
2017,EEF1A1P29
2018,UBXN2B
2019,MIR17HG
2020,ZNF407
2021,MCM3AP-AS1
2022,FAM72D
2023,AL596087.1
2024,AL592295.1
2025,AC078819.1
2026,GLRX3P2
2027,MORF4L1P1
2028,ZNF579
2029,LINC01465
2030,BTBD19
2031,AC011997.1
2032,POTEJ
2033,CYTOR
2034,HIST2H2BA
2035,LINC00370
2036,LINP1
2037,CPTP
2038,AL049795.1
2039,PTPN2P2
2040,C5orf66
2041,MDC1-AS1
2042,LINC00539
2043,AL451042.1
2044,PDIA3P2
2045,LAMTOR5-AS1
2046,AC020688.1
2047,IMPDH1P8
2048,RPL12P17
2049,AL160162.1
2050,UBE2D3P1
2051,AL162586.1
2052,AC012485.1
2053,NPM1P39
2054,DUXAP9
2055,AP001628.1
2056,ZNRF2P2
2057,TMEM246-AS1
2058,AC073346.1
2059,LINC01703
2060,LINC02476
2061,C2CD4D
2062,LINC01492
2063,LINC01771
2064,LINC01389
2065,AL121871.1
2066,AC113935.1
2067,UQCRFS1P1
2068,RPL10AP6
2069,SLC16A1-AS1
2070,SCDP1
2071,CYP4F26P
2072,LINC01535
2073,CACTIN-AS1
2074,AC009365.3
2075,C6orf47-AS1
2076,WASH7P
2077,KLLN
2078,Z94721.1
2079,AC004824.1
2080,PSPC1P1
2081,AL731569.1
2082,AC007383.2
2083,AC073343.2
2084,AL365277.1
2085,AL020996.1
2086,AC093495.1
2087,MT-ATP8
2088,AL021707.2
2089,HDAC2-AS2
2090,SNHG26
2091,AL160408.2
2092,HSPA8P8
2093,AC068491.2
2094,AC114488.1
2095,MTCO2P12
2096,AL353194.1
2097,KHSRPP1
2098,STEAP3-AS1
2099,AC022400.2
2100,AL049646.1
2101,AL669831.3
2102,HSPD1P6
2103,PRRT3-AS1
2104,AL158209.1
2105,AC004835.1
2106,AC091133.1
2107,SETSIP
2108,LINC01001
2109,RPS18P12
2110,AC099677.1
2111,
2112,AL355303.1
2113,FDPSP7
2114,AC125232.1
2115,LINC00689
2116,AL365356.4
2117,RSL24D1P11
2118,AC009501.1
2119,LINC00899
2120,AC010976.1
2121,AC104655.1
2122,IPO9-AS1
2123,EP300-AS1
2124,FERP1
2125,RAP2C-AS1
2126,AC006329.1
2127,LINC02576
2128,AL158050.1
2129,AC211433.1
2130,AC097717.1
2131,SLCO4A1-AS1
2132,AC231533.1
2133,RPS11P5
2134,SNHG15
2135,CCDC144NL-AS1
2136,AC096536.1
2137,AL513327.2
2138,AC092159.2
2139,RASA4DP
2140,AL162430.1
2141,AL445524.1
2142,AL050331.1
2143,CYP51A1P2
2144,LINC01392
2145,TWIST2
2146,AC015923.1
2147,HIST1H2BN
2148,EIF3LP2
2149,LINC02433
2150,RNASEH1-AS1
2151,ETV5-AS1
2152,AC093616.1
2153,AL138720.1
2154,LANCL1-AS1
2155,AC099794.1
2156,RPS4XP11
2157,AC234782.4
2158,SNX18P7
2159,ZNF736
2160,FAM239A
2161,AC092811.1
2162,CCT6P3
2163,JRK
2164,SOX9-AS1
2165,GTF3C2-AS1
2166,SEMA3F-AS1
2167,AC231981.1
2168,ZRANB2-AS1
2169,CHCHD2P6
2170,HGH1
2171,TMEM185AP1
2172,AL354733.3
2173,AC012360.1
2174,AL133481.1
2175,AC103923.1
2176,AF127577.4
2177,AC013268.3
2178,AL390860.1
2179,KIAA0040
2180,AC005540.1
2181,AL158832.1
2182,RPL17P36
2183,SUCLG2P2
2184,LINC00854
2185,AC010894.3
2186,AC067956.1
2187,PKMP1
2188,AC006547.1
2189,RANP1
2190,PITPNA-AS1
2191,PRKG1-AS1
2192,AC124916.1
2193,AL391650.1
2194,RPL23AP95
2195,AC105393.2
2196,AL162411.1
2197,FABP5P1
2198,AC245052.4
2199,AL732372.2
2200,NR2F1-AS1
2201,ZNF295-AS1
2202,SMG1P1
2203,CECR7
2204,RPSAP15
2205,
2206,AL109615.3
2207,FAM200B
2208,AC002454.1
2209,MTCO1P12
2210,ABCA17P
2211,OR7E7P
2212,ALG1L6P
2213,AC008026.1
2214,AC011979.1
2215,BX664727.3
2216,AC012358.3
2217,SETP14
2218,AL031428.1
2219,RPS27P21
2220,RDH14
2221,HIST2H2BB
2222,CYP51A1P1
2223,ARPC1A
2224,PWP2
2225,PEG10
2226,AC109992.1
2227,MRPL20
2228,AC007620.2
2229,MTAPP1
2230,AC115223.1
2231,AGAP13P
2232,AC026347.1
2233,AC004967.1
2234,NPIPB5
2235,AC093591.1
2236,FAM86DP
2237,PKD1P1
2238,RN7SL597P
2239,AL589743.1
2240,AC134772.1
2241,ETV5
2242,AC025566.1
2243,AC020658.1
2244,LINC02453
2245,AC107959.1
2246,IGFBP7-AS1
2247,MALINC1
2248,NADK2-AS1
2249,CEBPA
2250,SNHG6
2251,AP003352.1
2252,PRR7-AS1
2253,AC008781.2
2254,AC009720.1
2255,RASSF8-AS1
2256,OIP5-AS1
2257,SPTY2D1OS
2258,MTND4P12
2259,STX18-AS1
2260,
2261,AC006064.2
2262,GAPDHP60
2263,AC023794.1
2264,AC104066.1
2265,AC093801.1
2266,AC079594.2
2267,AC097534.1
2268,AC105001.1
2269,BCLAF1P1
2270,LINC02362
2271,AC036214.1
2272,LINC01259
2273,PVT1
2274,AC090833.1
2275,TMEM158
2276,SH3TC2-DT
2277,AL139353.2
2278,ATP6V1E2
2279,AC119751.4
2280,AC008443.6
2281,AL035458.2
2282,ZFPM2-AS1
2283,LINC01843
2284,AC010420.1
2285,SHANK3
2286,LIX1-AS1
2287,AC091887.1
2288,AC009630.1
2289,RAD21-AS1
2290,AC146944.3
2291,AC021733.1
2292,PCAT1
2293,NACA2
2294,EIF5AL1
2295,LINC01484
2296,PRKDC
2297,AC008429.2
2298,AC104986.2
2299,MAL2-AS1
2300,ALG1L13P
2301,AC009902.2
2302,AC005740.3
2303,CASC19
2304,NPIPB11
2305,AP003354.2
2306,KRT8P3
2307,AC022973.4
2308,HOXA-AS3
2309,AP001972.1
2310,AP003068.1
2311,AC090124.1
2312,SMG1P6
2313,AC110275.1
2314,AC138866.2
2315,AC022182.1
2316,AP003031.1
2317,AL136309.4
2318,AC024405.2
2319,AC124276.1
2320,ANKHD1-EIF4EBP3
2321,GLYATL1B
2322,AC009652.2
2323,NOX5
2324,AC090092.1
2325,AC108516.2
2326,AC011462.1
2327,PXN-AS1
2328,AL138752.2
2329,AC024145.1
2330,AL583722.1
2331,AC090673.2
2332,ZNF432
2333,AC027290.1
2334,HMBS
2335,AC069234.2
2336,AC080075.1
2337,AP002383.2
2338,AC009511.1
2339,AP003108.2
2340,AC010186.2
2341,AC141557.1
2342,ZNF253
2343,AC005840.3
2344,AC010186.3
2345,AC011604.2
2346,AL049844.1
2347,TMPO-AS1
2348,AC025423.4
2349,AC073863.1
2350,AC011611.3
2351,LINC02354
2352,AC034102.4
2353,G2E3-AS1
2354,KRT7-AS
2355,P2RX5-TAX1BP3
2356,AC125611.3
2357,TESC-AS1
2358,AC025034.1
2359,AL139099.1
2360,AC013451.1
2361,LINC00641
2362,AL139011.2
2363,LINC00239
2364,LINC01269
2365,AL122035.1
2366,
2367,AL359397.1
2368,AL049872.1
2369,AL139022.1
2370,AC027237.2
2371,
2372,BUB1B-PAK6
2373,ZNF710-AS1
2374,AC091117.1
2375,AC090515.4
2376,AC091117.2
2377,AC036108.1
2378,ANP32AP1
2379,AC048382.4
2380,AC023906.4
2381,ANP32BP1
2382,AC109449.1
2383,AC107068.1
2384,AC009120.2
2385,NSFP1
2386,MIR762HG
2387,AC093752.3
2388,AC126696.1
2389,AC092115.1
2390,HEXA-AS1
2391,ERVK13-1
2392,SNAI3-AS1
2393,AC116903.2
2394,AL118516.1
2395,AC022968.1
2396,AC002310.4
2397,LINC02193
2398,FOXC2-AS1
2399,LINC01572
2400,EPPK1
2401,Z95115.1
2402,BOP 1.00
2403,AL136038.3
2404,LINC01355
2405,AL034346.1
2406,AC099518.5
2407,LINC02582
2408,AC007406.5
2409,LOXL1-AS1
2410,AC007342.4
2411,AC040162.1
2412,AC090618.1
2413,AC092115.3
2414,AC002347.2
2415,FAM72C
2416,AC239800.3
2417,AL645941.3
2418,SNRPGP2
2419,OTUD7B
2420,AC018521.4
2421,
2422,AC068025.1
2423,AC015563.2
2424,
2425,AC118755.2
2426,AC093484.3
2427,AC100778.3
2428,NDUFV2-AS1
2429,POLRMTP1
2430,AC026254.2
2431,AC008507.1
2432,AP002449.1
2433,AC061992.1
2434,AC018761.2
2435,MAP3K14-AS1
2436,AC016205.1
2437,AC005264.1
2438,AC093155.3
2439,AC139769.2
2440,TRMT112P6
2441,AC005387.1
2442,AC010336.5
2443,AC011503.1
2444,AC093503.2
2445,IKBKG
2446,AC011497.2
2447,AC020913.2
2448,AP001350.1
2449,NBPF9
2450,SLC25A53
2451,AC010969.2
2452,AC078795.1
2453,
2454,TSNAX-DISC1
2455,AL353593.3
2456,NCBP2-AS2
2457,AC135506.1
2458,CR382285.1
2459,TAF15
2460,PRMT1P1
2461,RF00003
2462,AJ271736.1
2463,AC015849.5
2464,AC020907.4
2465,AL451085.2
2466,LINC02427
2467,AL355297.4
2468,AC114490.2
2469,AL603756.1
2470,U47924.1
2471,GTF2H5
2472,AC112211.1
2473,NBPF25P
2474,IER3-AS1
2475,AC093297.2
2476,LINC01023
2477,AC135457.1
2478,AC093668.2
2479,NBPF26
2480,AC005229.4
2481,AC078846.1
2482,AC012510.1
2483,HIST1H4K
2484,AC136616.1
2485,EPOP
2486,ZNHIT3
2487,AL121832.2
2488,AC005258.1
2489,HIST1H3G
2490,
2491,HIST1H3B
2492,CU633967.1
2493,H2BFS
2494,AL355338.1
2495,AC239859.5
2496,HIST1H2AH
2497,HIST1H4L
2498,AC103746.1
2499,AC006001.4
2500,FP565260.1
2501,HIST1H3A
2502,AC145285.6
2503,ARHGAP23
2504,TUBGCP5
2505,AL627230.4
2506,UHRF1
2507,CU633904.1
2508,ELMO2P1
2509,RF01518
2510,TADA2A
2511,HIST1H2AJ
2512,
2513,AL117335.1
2514,CU634019.1
2515,LINC00235
2516,HIST1H4D
2517,PCGF2
2518,
2519,SRCIN1
2520,AL138966.2
2521,AC010654.1
2522,
2523,
2524,
2525,
2526,GLIDR
2527,AL451164.3
2528,HIST1H2AB
2529,DHRS11
2530,ACACA
2531,HIST1H2BI
2532,AC020765.4
2533,CU633906.2
2534,AP003068.4
2535,FP671120.1
2536,AC022211.4
2537,AC006449.7
2538,AC126474.1
2539,
2540,AC012005.1
2541,AL445363.3
2542,AC090498.1
2543,AC120057.3
2544,AL451064.2
2545,AC011558.1
2546,
2547,CU634019.6
2548,TMEM75
2549,AC130304.1
2550,AL022393.1
2551,CU638689.4
2552,AC104447.1
2553,LINC01669
2554,AC240565.2
2555,AP000648.3
2556,FP236383.1
2557,AL158835.4
2558,THRIL
2559,
2560,
2561,GSEC
2562,
2563,SLFNL1-AS1
2564,
2565,
2566,
2567,AL732314.6
2568,AL109920.1
2569,WASH5P
2570,AL358790.1
2571,AC009975.1
2572,FRG1EP
2573,AC010642.2
