,upgenes
1659,RSPH1
1660,C17orf100
1661,ESRRG
1662,PITX1
1663,FAM213A
1664,THBS1
1665,ZCCHC7
1666,LRRC23
1667,TNFAIP6
1668,NCKAP5L
1669,UBE2H
1670,VPS39
1671,SV2A
1672,SLC41A2
1673,C5orf39
1674,SIK3
1675,ZNF19
1676,FNDC3B
1677,OXR1
1678,ZNF555
1679,C19orf51
1680,ISCU
1681,ATP6AP1L
1682,KDM4C
1683,STAB1
1684,METTL21B
1685,MEIS3P1
1686,ZNF397
1687,RAB40B
1688,BBS2
1689,TMEM66
1690,NBEAL2
1691,ZNF419
1692,LOC100270804
1693,WDR48
1694,LOC100129480
1695,CAPS2
1696,MED12
1697,ZNF302
1698,DCAF8
1699,SESTD1
1700,SYNGAP1
1701,USP2
1702,CUL7
1703,ZFAND3
1704,HIPK4
1705,CD47
1706,HMGCL
1707,ZBTB4
1708,HLA-F-AS1
1709,PLCD1
1710,NPR2
1711,LOC644990
1712,MAOB
1713,RBL2
1714,ZBTB32
1715,APPBP2
1716,ASB13
1717,RCOR3
1718,LOC647979
1719,LOC100128239
1720,C8orf82
1721,LAMP2
1722,LRBA
1723,C2orf68
1724,C10orf26
1725,RGS10
1726,GOLPH3L
1727,CREBL2
1728,HEXIM2
1729,CALCOCO2
1730,SLC9B1
1731,USP30
1732,ZNF720
1733,GIGYF1
1734,NAPEPLD
1735,OSBPL2
1736,CDH23
1737,ZNF564
1738,DPYSL3
1739,ACVR1
1740,ABCD1
1741,TRIM4
1742,KLHL33
1743,MKRN1
1744,DBT
1745,C9orf96
1746,GATAD1
1747,ZNF879
1748,LOC728537
1749,C2orf15
1750,ARL6IP5
1751,KPNA5
1752,CAPN14
1753,PKDCC
1754,ESYT2
1755,OSCP1
1756,AQPEP
1757,SOCS5
1758,F8
1759,MEGF9
1760,RRAS
1761,PABPC5
1762,A4GALT
1763,NRBP2
1764,FAM193B
1765,MRPL42P5
1766,ZNF501
1767,LRRC28
1768,CCNL1
1769,SPOCK2
1770,LINC00475
1771,SLC23A1
1772,MTMR3
1773,XPA
1774,P4HTM
1775,WDR16
1776,TEP1
1777,ZFHX2
1778,KIAA0556
1779,MGC16275
1780,CPD
1781,BTBD2
1782,ZBTB10
1783,RAB12
1784,ZNF226
1785,CHRNE
1786,MAN2A1
1787,PHYH
1788,MIR421
1789,TTC39B
1790,AASDH
1791,BTBD9
1792,MRPL23-AS1
1793,C20orf141
1794,LINC00271
1795,TBX18
1796,LOC100505761
1797,ATL1
1798,GLG1
1799,LOC100507564
1800,SLC12A6
1801,LOC402160
1802,FIG4
1803,IL13RA1
1804,PIP5KL1
1805,SLAMF8
1806,IQUB
1807,BRE
1808,RBFOX2
1809,CPNE3
1810,ZMYM4
1811,SOCS3
1812,ARHGEF33
1813,RNF224
1814,USP49
1815,NEK9
1816,NCK1
1817,DYM
1818,KBTBD7
1819,C20orf194
1820,FRS2
1821,LOC100288432
1822,MGST2
1823,XPC
1824,FAM114A1
1825,C4orf47
1826,ZNF197
1827,ATP8B2
1828,CDK14
1829,EIF2C4
1830,HOOK2
1831,BTG1
1832,SLC44A1
1833,PLAGL1
1834,IRAK3
1835,BRD3
1836,ARHGEF5
1837,C20orf118
1838,LPAR4
1839,LOC100499183
1840,C3orf25
1841,TP53BP1
1842,PARP11
1843,ZNF665
1844,GABPA
1845,WDR35
1846,FLJ20021
1847,SEMA3E
1848,C15orf34
1849,SHISA4
1850,TTBK2
1851,LOC115110
1852,TBC1D5
1853,FLJ45340
1854,OSBPL5
1855,RAB40A
1856,NPEPPS
1857,RNMT
1858,TTTY10
1859,ZNF605
1860,WSB1
1861,CARNS1
1862,ANKRD55
1863,AGPAT4-IT1
1864,C9orf68
1865,TBC1D12
1866,LOC100505715
1867,ZNF559
1868,LEPROT
1869,KLHL22
1870,CD27
1871,C1orf220
1872,FAM151B
1873,LOC338758
1874,ZC3H12D
1875,KLHL10
1876,NRTN
1877,RCVRN
1878,ZNF652
1879,HEXIM1
1880,FMO2
1881,ANXA11
1882,SPAG4
1883,SPSB1
1884,KIAA0564
1885,RIBC1
1886,SAMD8
1887,FAM198A
1888,EPC2
1889,GGPS1
1890,ZNF189
1891,ZNF510
1892,GPR155
1893,GLCCI1
1894,UBXN6
1895,RAB30
1896,CDRT1
1897,DCAF10
1898,LOC729013
1899,CBFA2T2
1900,ATP9B
1901,ZFYVE9
1902,TBC1D30
1903,LTA4H
1904,PTER
1905,ANKMY2
1906,FKBP8
1907,TEKT2
1908,PJA1
1909,CADM4
1910,SPEF2
1911,CNOT6L
1912,DRAM2
1913,ASPHD2
1914,C3orf62
1915,PRKCI
1916,OTUB2
1917,PPAPDC3
1918,HOXA10
1919,PIPOX
1920,FLJ39051
1921,ALDH9A1
1922,IL18BP
1923,CRIP3
1924,RALGAPA2
1925,SLC37A3
1926,CYP2U1
1927,STK3
1928,DZIP3
1929,TK2
1930,MID1IP1
1931,GRM1
1932,KIAA0913
1933,PFKFB2
1934,CNTFR
1935,LINC00094
1936,GRIN3A
1937,CLN5
1938,PRDM6
1939,ZNF844
1940,LOC100130357
1941,POLR1D
1942,ZBED5
1943,IL23A
1944,TMEM132A
1945,FBXL8
1946,CDH17
1947,MIOX
1948,MTA3
1949,NIPSNAP1
1950,SLC35D2
1951,TET2
1952,RYK
1953,CCDC121
1954,PEX5
1955,GRK4
1956,MLYCD
1957,RETSAT
1958,CLDN18
1959,TAS2R20
1960,SETD5
1961,SCAND2
1962,FEZ1
1963,MGC23270
1964,TLE6
1965,MAN2C1
1966,CORO1B
1967,NBAS
1968,FGGY
1969,NEK6
1970,C6orf164
1971,MIR29B2
1972,THTPA
1973,PDE4B
1974,RNF180
1975,ROCK2
1976,ZFP28
1977,ZNF225
1978,ZNF227
1979,GPR113
1980,ZNF12
1981,PRPF40B
1982,LOC100506012
1983,ZMYM3
1984,ZBTB26
1985,MYO18A
1986,IFT57
1987,ZNF454
1988,C9orf95
1989,TSPAN10
1990,DPYS
1991,PPP1R3E
1992,LOC147670
1993,WDR59
1994,SETX
1995,ADCY6
1996,ELL3
1997,TRAFD1
1998,RRNAD1
1999,GCK
2000,LOC201617
2001,ACO1
2002,ARHGEF7
2003,C15orf17
2004,WDR26
2005,C14orf64
2006,SLC25A34
2007,C11orf95
2008,SUN1
2009,MKNK1
2010,NCOA3
2011,CYP2G1P
2012,LOC284648
2013,PRKD3
2014,SNORA66
2015,ARMCX2
2016,CYB561D1
2017,SNRK
2018,LOC400604
2019,PORCN
2020,CACNB1
2021,FAM91A2
2022,LOC100130522
2023,IFT172
2024,NDRG3
2025,NNT
2026,DDX17
2027,LOC100506023
2028,TXNDC16
2029,ANKZF1
2030,FLJ36777
2031,ZNF187
2032,TSC2
2033,VHL
2034,ZNF470
2035,PSD2
2036,TCFL5
2037,CES2
2038,ZNF136
2039,SIRT5
2040,TRIOBP
2041,CAST
2042,CUX1
2043,DNAH17
2044,LOC100129845
2045,ME1
2046,LEFTY1
2047,HLA-DRB1
2048,TTC16
2049,ZC3H10
2050,REPS2
2051,LOC100506757
2052,LOC283038
2053,SPATC1
2054,LOC100128822
2055,PJA2
2056,ASPDH
2057,ADORA1
2058,SUFU
2059,PRMT2
2060,LOC100506451
2061,RYBP
2062,ATG2B
2063,VSIG8
2064,ZNF432
2065,ZNF671
2066,UBXN4
2067,LGI1
2068,ZNF287
2069,KDM5D
2070,ZNF426
2071,RAB5B
2072,ZXDB
2073,VPS8
2074,LOC100859930
2075,NKD2
2076,ZNF660
2077,KIFAP3
2078,PBLD
2079,SNX1
2080,FUT10
2081,HSD17B1
2082,CETP
2083,ZNF223
2084,TAS2R1
2085,C19orf29-AS1
2086,LOC100233209
2087,ZNF514
2088,MAPK11
2089,MBTPS1
2090,ZNF75D
2091,DUOX2
2092,LINC00535
2093,BANK1
2094,MCCC1
2095,WDTC1
2096,CFTR
2097,ATRN
2098,ZNF211
2099,ZNFX1
2100,GALC
2101,SPG21
2102,ADAM8
2103,CTDSPL
2104,C14orf43
2105,FAM178B
2106,TBC1D20
2107,HFM1
2108,DNAJC27-AS1
2109,TCTE3
2110,IRS1
2111,ZNF572
2112,ANKRD50
2113,ZNF169
2114,ZNF565
2115,HIST3H3
2116,CCBP2
2117,DNAJC27
2118,IL17REL
2119,ACVR1B
2120,MSRB2
2121,LRSAM1
2122,LOC100506321
2123,ATP11B
2124,GABRR2
2125,KDM4A
2126,C9orf103
2127,ZNF655
2128,LOC648740
2129,PDIA5
2130,ZNF354C
2131,SYCE1L
2132,SYT2
2133,BSDC1
2134,MOV10
2135,LOC100616668
2136,LOC285696
2137,MIR4324
2138,KIAA1737
2139,MMEL1
2140,C19orf21
2141,FLOT2
2142,ALAD
2143,GLT8D1
2144,DKFZp779M0652
2145,NPDC1
2146,C14orf1
2147,LOC253962
2148,LOC643542
2149,CAMKK2
2150,LOC285847
2151,KCNH3
2152,PARVA
2153,KCNMB3
2154,CSNK1A1
2155,LOC100506713
2156,KIAA1467
2157,HEATR4
2158,MGMT
2159,ZNF677
2160,MMAA
2161,HSD17B4
2162,DEGS2
2163,CACNA1B
2164,ZNF816
2165,PRKCE
2166,FAM134C
2167,LOC731223
2168,LRIG2
2169,RNF135
2170,CCDC147
2171,HFE
2172,YIPF3
2173,KCTD3
2174,LEPRE1
2175,TTC30A
2176,GNB5
2177,C17orf101
2178,LOC100507203
2179,CLDN15
2180,CHMP2A
2181,FLJ30403
2182,JAK1
2183,NDST2
2184,RHBDD1
2185,KCTD21
2186,KRTAP5-9
2187,CTAGE5
2188,PIK3R6
2189,TSPO2
2190,LINC00340
2191,SHANK1
2192,MECP2
2193,TSPAN5
2194,EML3
2195,RBM5
2196,DCST2
2197,RIMBP2
2198,GK5
2199,LOC158572
2200,BSG
2201,C22orf26
2202,LOC100506655
2203,HSD11B2
2204,ZNF691
2205,OTUD7A
2206,MMP25
2207,MAK
2208,SLC50A1
2209,BTD
2210,FAM150B
2211,FAM55B
2212,ZNF133
2213,RGPD1
2214,PHLDB3
2215,BTN2A3P
2216,SEC31A
2217,ZNF561
2218,MIR3936
2219,ICAM4
2220,RIPPLY1
2221,LOC100287765
2222,HCG11
2223,LOC100101266
2224,ZNF687
2225,ZNF167
2226,SNAP23
2227,TMEM173
2228,FGD5
2229,GLIPR1L1
2230,TIGD7
2231,PAN2
2232,ANKS1A
2233,BEST4
2234,GDE1
2235,COX6B2
2236,C8orf77
2237,ZNF320
2238,ZNF776
2239,IFNAR1
2240,MERTK
2241,APOL2
2242,TUG1
2243,ZNF264
2244,COQ10A
2245,PDE4C
2246,SIGLEC1
2247,LSP1
2248,SOX30
2249,MSMP
2250,SUMF2
2251,FUT2
2252,VPS11
2253,CCDC127
2254,KHNYN
2255,ATXN7L2
2256,LRTOMT
2257,PCDHA8
2258,MIR1249
2259,ZNF674
2260,SPIN2B
2261,IQCD
2262,FAH
2263,SCYL3
2264,MIR641
2265,KIAA1875
2266,C15orf37
2267,SZT2
2268,FAM180B
2269,PAN3
2270,MYO7A
2271,STX6
2272,ZNF132
2273,SMPD2
2274,MPG
2275,PDE6B
2276,ASB7
2277,TOR1AIP1
2278,TTLL11
2279,ZNF434
2280,CARD6
2281,B3GNT4
2282,MAN1B1
2283,UFSP2
2284,CCS
2285,RIMS4
2286,STX7
2287,FAM86EP
2288,ZNF548
2289,GSPT2
2290,LPIN2
2291,CYP7A1
2292,LOC100130557
2293,C14orf133
2294,ZSCAN29
2295,ARHGEF9
2296,HCST
2297,C2orf77
2298,CASK
2299,DHX32
2300,LOC100289511
2301,UNC119B
2302,SERPINB1
2303,ATAD3C
2304,ACTR8
2305,CEP57
2306,TJP3
2307,CLCNKA
2308,LOC100506334
2309,ENTPD3-AS1
2310,SPAG8
2311,NHLH1
2312,ARID3C
2313,STK38
2314,ZNF135
2315,THYN1
2316,ZNF585A
2317,ATG2A
2318,RNF38
2319,KCNQ4
2320,LOC100240734
2321,DECR2
2322,ARIH1
2323,CCDC154
2324,C4orf37
2325,LCK
2326,C3orf74
2327,KBTBD5
2328,RPRM
2329,CABP1
2330,ACTA1
2331,C10orf28
2332,SERINC3
2333,LOC100289509
2334,UBFD1
2335,CUL9
2336,IMPG1
2337,FAM70A
2338,FAM188B
2339,ZXDC
2340,ATE1
2341,INO80B
2342,LINC00339
2343,STARD13
2344,ZFP82
2345,ACHE
2346,AKAP3
2347,SLC16A5
2348,MSL1
2349,GCFC1-AS1
2350,LOC643770
2351,ZNF701
2352,LOC100132781
2353,C2orf82
2354,SNX6
2355,FBXO38
2356,ANKK1
2357,CHKB
2358,APBB1
2359,SNCA
2360,MIR199A1
2361,AKAP14
2362,KLK13
2363,LINC00552
2364,MIR125B2
2365,RNF183
2366,TFAMP1
2367,DNAI1
2368,AFMID
2369,SRRM5
2370,ARHGAP5-AS1
2371,WDR91
2372,C1orf49
2373,LOC399829
2374,AGRP
2375,SUOX
2376,MYOC
2377,THADA
2378,ESRG
2379,LMOD3
2380,ZNF623
2381,FBXL4
2382,MIR4322
2383,LGI3
2384,ZP1
2385,FAM159A
2386,ETFDH
2387,C2orf72
2388,GYLTL1B
2389,LCN10
2390,LINC00520
2391,LRTM1
2392,MCART2
2393,OR52B6
2394,SNORD53
2395,C18orf34
2396,FLJ26850
2397,FSCN3
2398,LINC00313
2399,LOC643339
2400,OVCH2
2401,PDCD7
2402,TSPEAR
