upgenes
Ckmt1
Sept1
Itga5
Cryba1
Mmp14
Slc7a7
Acp5
0610031J06Rik
Tat
Dsg4
Mov10
Rhoc
Rec8
Fkbp7
Cd97
Pnkp
Zfp959
Mpnd
Ddx23
Pld3
Has1
Rad23a
Psap
Lpcat3
Ralb
Clec11a
Arhgef40
Tmem242
Msh6
Nid1
Ube2m
Bloc1s6
Fblim1
Etv2
Ggt1
A530013C23Rik
Slc4a1
Ttc25
Vars
Fhl2
1700109H08Rik
Dqx1
Nanog
Ly6g6e
Fhod1
Oc90
Cybb
Lama5
Rxrg
H2afy
Mpped2
E2f3
Eif3d
Srsf6
Dnttip1
Wfdc2
Slc12a7
Hnf4a
Pfn1
Mapt
Cldn7
Sparc
Mmp20
Dync1h1
Cd68
Isyna1
Scn1b
Grb7
Sec14l4
Ffar3
Mical1
Hsf2
Sgk1
Ctgf
Dram1
H2afy2
Pald1
Sgpl1
Vps54
Ndufs7
Mum1
Ppm1m
Pus10
Zfp354a
Gnb2l1
Rnf130
Fam71b
Tns3
Pnpt1
Pecam1
Galk1
Aspa
Pfas
Ccdc43
Eftud2
Slirp
Actr10
Slc17a1
Serpinb9b
Fbp2
Ptch1
Aaed1
Glrx
Mrpl36
F2rl1
Gm5457
Bmp4
Rnaseh2b
Tkt
Lect1
Trim52
Fam49b
Slc38a4
Nubp1
Nudt16l1
ENSMUSG00000022542
Naprt1
Tagln3
Ube2v2
Tomm70a
Nr1i2
Ndufb4
Thpo
Mrpl39
Pros1
Lima1
Nfatc4
Gpr115
Lrpprc
Pot1b
Impact
Mbd1
Prrc1
Smc5
Arl2
ENSMUSG00000024965
Prdx3
Trub1
Pnliprp2
Scd2
Btrc
Hexa
Psmd13
Drd4
Cdhr5
Gaa
Rpl14
Msc
Gsta3
Lactb2
Idh1
Acadl
Mrpl30
Ormdl1
Ppm1f
Fn1
Glb1l
Htr2b
Asb1
Gin1
Ccdc93
Tfcp2l1
Sctr
Cyb5r1
Dusp27
Bpnt1
Ucma
Nsun6
Ppp6c
ENSMUSG00000026814
Gca
Egfl7
Agpat2
ENSMUSG00000026979
Slc43a1
Smtnl1
4921507L20Rik
Slc12a1
Mdk
F2
Ubr1
Mtch2
Itpka
Ppp1r14d
Idh3b
Slc52a3
Impa1
Chmp4c
Nkain4
a
Ahcy
Gss
Epb4.1l1
Acad9
Vangl1
Ptgfrn
Tbx15
Dennd2d
Hadh
Enpep
Aimp1
Gba
Sh2d2a
Tars2
Abcd3
Cryz
Nsmaf
2010003O02Rik
Plin2
Slc35d1
Ak4
Pdpn
Echdc2
Mycl
Mmachc
Tspan1
Alpl
Fabp3
Pef1
Csf3r
Psmc2
H6pd
Pank4
Cd38
Trmt44
Spp1
Wsb2
Scarb2
Ftsj2
Actb
Fscn1
Irf5
Fkbp9
Zyx
Mrpl19
Arhgap25
Rpn1
Gdf3
Lag3
Gsg1
Plbd1
Dera
Ttll3
Clec2i
Siglecg
Pcsk6
Sema4b
Idh2
Lrfn1
Mfge8
Ndufc2
Stard10
Sh2b1
Il4ra
Slc5a2
Uqcrc2
Tpp1
Uros
Mmp21
Plp2
Lamp1
Col4a1
Cdyl2
Herpud1
Jak3
Mthfsd
Slc7a6
Vstm5
St14
St3gal4
Dixdc1
1600029D21Rik
Acrv1
Slc37a4
Anp32a
Bckdhb
Commd4
Tspan3
Stoml1
